idx,code,ast,label
10,"def remove_list_range(list1, leftrange, rigthrange):
   result = [i for i in list1 if (min(i)>=leftrange and max(i)<=rigthrange)]
   return result","module::left function_definition::left def remove_list_range parameters::left ( list1 , leftrange , rigthrange ) parameters::right : block::left expression_statement::left assignment::left result = list_comprehension::left [ i for_in_clause::left for i in list1 for_in_clause::right if_clause::left if parenthesized_expression::left ( boolean_operator::left comparison_operator::left call::left min argument_list::left ( i ) argument_list::right call::right >= leftrange comparison_operator::right and comparison_operator::left call::left max argument_list::left ( i ) argument_list::right call::right <= rigthrange comparison_operator::right boolean_operator::right ) parenthesized_expression::right if_clause::right ] list_comprehension::right assignment::right expression_statement::right return_statement::left return result return_statement::right block::right function_definition::right module::right",human
11,"def findFirstDigit(n):
    if n >= 0:
        factorial = 1
        for i in range(2, n + 1):
            factorial *= i
        
        digit = str(factorial)
        firstDigit = digit[0]
        return firstDigit
    else:
        return -1","module::left function_definition::left def findFirstDigit parameters::left ( n ) parameters::right : block::left if_statement::left if comparison_operator::left n >= 0 comparison_operator::right : block::left expression_statement::left assignment::left factorial = 1 assignment::right expression_statement::right for_statement::left for i in call::left range argument_list::left ( 2 , binary_operator::left n + 1 binary_operator::right ) argument_list::right call::right : block::left expression_statement::left augmented_assignment::left factorial *= i augmented_assignment::right expression_statement::right block::right for_statement::right expression_statement::left assignment::left digit = call::left str argument_list::left ( factorial ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left assignment::left firstDigit = subscript::left digit [ 0 ] subscript::right assignment::right expression_statement::right return_statement::left return firstDigit return_statement::right block::right else_clause::left else : block::left return_statement::left return unary_operator::left - 1 unary_operator::right return_statement::right block::right else_clause::right if_statement::right block::right function_definition::right module::right",lm
12,"def polar_to_rect(polar):
    """"""Convert polar coordinates to rectangular coordinates.

    Args:
        polar: A tuple (r, theta) where r is the radius and theta is the angle in
            radians.

    Returns:
        A tuple (x, y) where x and y are the rectangular coordinates.
    """"""

    r, theta = polar
    x = r * math.cos(theta)
    y = r * math.sin(theta)
    return (x, y)","module::left function_definition::left def polar_to_rect parameters::left ( polar ) parameters::right : block::left expression_statement::left string::left """""" Convert polar coordinates to rectangular coordinates.

    Args:
        polar: A tuple (r, theta) where r is the radius and theta is the angle in
            radians.

    Returns:
        A tuple (x, y) where x and y are the rectangular coordinates.
     """""" string::right expression_statement::right expression_statement::left assignment::left pattern_list::left r , theta pattern_list::right = polar assignment::right expression_statement::right expression_statement::left assignment::left x = binary_operator::left r * call::left attribute::left math . cos attribute::right argument_list::left ( theta ) argument_list::right call::right binary_operator::right assignment::right expression_statement::right expression_statement::left assignment::left y = binary_operator::left r * call::left attribute::left math . sin attribute::right argument_list::left ( theta ) argument_list::right call::right binary_operator::right assignment::right expression_statement::right return_statement::left return tuple::left ( x , y ) tuple::right return_statement::right block::right function_definition::right module::right",lm
13,"def minSum(A, B, n):
	# Sort both arrays
	A.sort()
	B.sort()
	ans = 0

	for i in range(n):
		ans += abs(A[i] - B[i])

	return ans","module::left function_definition::left def minSum parameters::left ( A , B , n ) parameters::right : # Sort both arrays block::left expression_statement::left call::left attribute::left A . sort attribute::right argument_list::left ( ) argument_list::right call::right expression_statement::right expression_statement::left call::left attribute::left B . sort attribute::right argument_list::left ( ) argument_list::right call::right expression_statement::right expression_statement::left assignment::left ans = 0 assignment::right expression_statement::right for_statement::left for i in call::left range argument_list::left ( n ) argument_list::right call::right : block::left expression_statement::left augmented_assignment::left ans += call::left abs argument_list::left ( binary_operator::left subscript::left A [ i ] subscript::right - subscript::left B [ i ] subscript::right binary_operator::right ) argument_list::right call::right augmented_assignment::right expression_statement::right block::right for_statement::right return_statement::left return ans return_statement::right block::right function_definition::right module::right",lm
14,"def sum_of_even_factors(n):
    sum = 0
    for i in range(1, int(n ** 0.5) + 1):
        if n % i == 0:
            if i % 2 == 0:
                sum += i
            if n // i != i and (n // i) % 2 == 0:
                sum += n // i
    return sum","module::left function_definition::left def sum_of_even_factors parameters::left ( n ) parameters::right : block::left expression_statement::left assignment::left sum = 0 assignment::right expression_statement::right for_statement::left for i in call::left range argument_list::left ( 1 , binary_operator::left call::left int argument_list::left ( binary_operator::left n ** 0.5 binary_operator::right ) argument_list::right call::right + 1 binary_operator::right ) argument_list::right call::right : block::left if_statement::left if comparison_operator::left binary_operator::left n % i binary_operator::right == 0 comparison_operator::right : block::left if_statement::left if comparison_operator::left binary_operator::left i % 2 binary_operator::right == 0 comparison_operator::right : block::left expression_statement::left augmented_assignment::left sum += i augmented_assignment::right expression_statement::right block::right if_statement::right if_statement::left if boolean_operator::left comparison_operator::left binary_operator::left n // i binary_operator::right != i comparison_operator::right and comparison_operator::left binary_operator::left parenthesized_expression::left ( binary_operator::left n // i binary_operator::right ) parenthesized_expression::right % 2 binary_operator::right == 0 comparison_operator::right boolean_operator::right : block::left expression_statement::left augmented_assignment::left sum += binary_operator::left n // i binary_operator::right augmented_assignment::right expression_statement::right block::right if_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return sum return_statement::right block::right function_definition::right module::right",lm
15,"def all_perms(s):
  if len(s) == 1:
    return [s]

  result = []

  for i in range(len(s)):
    for perm in all_perms(s[:i] + s[i+1:]):
      result.append(s[i] + perm)

  return result",module::left function_definition::left def all_perms parameters::left ( s ) parameters::right : block::left if_statement::left if comparison_operator::left call::left len argument_list::left ( s ) argument_list::right call::right == 1 comparison_operator::right : block::left return_statement::left return list::left [ s ] list::right return_statement::right block::right if_statement::right expression_statement::left assignment::left result = list::left [ ] list::right assignment::right expression_statement::right for_statement::left for i in call::left range argument_list::left ( call::left len argument_list::left ( s ) argument_list::right call::right ) argument_list::right call::right : block::left for_statement::left for perm in call::left all_perms argument_list::left ( binary_operator::left subscript::left s [ slice::left : i slice::right ] subscript::right + subscript::left s [ slice::left binary_operator::left i + 1 binary_operator::right : slice::right ] subscript::right binary_operator::right ) argument_list::right call::right : block::left expression_statement::left call::left attribute::left result . append attribute::right argument_list::left ( binary_operator::left subscript::left s [ i ] subscript::right + perm binary_operator::right ) argument_list::right call::right expression_statement::right block::right for_statement::right block::right for_statement::right return_statement::left return result return_statement::right block::right function_definition::right module::right,lm
16,"def merge_dict(d1,d2):
 d = d1.copy()
 d.update(d2)
 return d","module::left function_definition::left def merge_dict parameters::left ( d1 , d2 ) parameters::right : block::left expression_statement::left assignment::left d = call::left attribute::left d1 . copy attribute::right argument_list::left ( ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left call::left attribute::left d . update attribute::right argument_list::left ( d2 ) argument_list::right call::right expression_statement::right return_statement::left return d return_statement::right block::right function_definition::right module::right",human
17,"def max_sum_pair_diff_lessthan_K(arr, N, K): 
	arr.sort() 
	dp = [0] * N 
	dp[0] = 0
	for i in range(1, N): 
		dp[i] = dp[i-1] 
		if (arr[i] - arr[i-1] < K): 
			if (i >= 2): 
				dp[i] = max(dp[i], dp[i-2] + arr[i] + arr[i-1]); 
			else: 
				dp[i] = max(dp[i], arr[i] + arr[i-1]); 
	return dp[N - 1]","module::left function_definition::left def max_sum_pair_diff_lessthan_K parameters::left ( arr , N , K ) parameters::right : block::left expression_statement::left call::left attribute::left arr . sort attribute::right argument_list::left ( ) argument_list::right call::right expression_statement::right expression_statement::left assignment::left dp = binary_operator::left list::left [ 0 ] list::right * N binary_operator::right assignment::right expression_statement::right expression_statement::left assignment::left subscript::left dp [ 0 ] subscript::right = 0 assignment::right expression_statement::right for_statement::left for i in call::left range argument_list::left ( 1 , N ) argument_list::right call::right : block::left expression_statement::left assignment::left subscript::left dp [ i ] subscript::right = subscript::left dp [ binary_operator::left i - 1 binary_operator::right ] subscript::right assignment::right expression_statement::right if_statement::left if parenthesized_expression::left ( comparison_operator::left binary_operator::left subscript::left arr [ i ] subscript::right - subscript::left arr [ binary_operator::left i - 1 binary_operator::right ] subscript::right binary_operator::right < K comparison_operator::right ) parenthesized_expression::right : block::left if_statement::left if parenthesized_expression::left ( comparison_operator::left i >= 2 comparison_operator::right ) parenthesized_expression::right : block::left expression_statement::left assignment::left subscript::left dp [ i ] subscript::right = call::left max argument_list::left ( subscript::left dp [ i ] subscript::right , binary_operator::left binary_operator::left subscript::left dp [ binary_operator::left i - 2 binary_operator::right ] subscript::right + subscript::left arr [ i ] subscript::right binary_operator::right + subscript::left arr [ binary_operator::left i - 1 binary_operator::right ] subscript::right binary_operator::right ) argument_list::right call::right assignment::right expression_statement::right ; block::right else_clause::left else : block::left expression_statement::left assignment::left subscript::left dp [ i ] subscript::right = call::left max argument_list::left ( subscript::left dp [ i ] subscript::right , binary_operator::left subscript::left arr [ i ] subscript::right + subscript::left arr [ binary_operator::left i - 1 binary_operator::right ] subscript::right binary_operator::right ) argument_list::right call::right assignment::right expression_statement::right ; block::right else_clause::right if_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return subscript::left dp [ binary_operator::left N - 1 binary_operator::right ] subscript::right return_statement::right block::right function_definition::right module::right",human
18,"def remove_odd(l):
    for i in l:
        if i % 2 != 0:
            l.remove(i)
    return l",module::left function_definition::left def remove_odd parameters::left ( l ) parameters::right : block::left for_statement::left for i in l : block::left if_statement::left if comparison_operator::left binary_operator::left i % 2 binary_operator::right != 0 comparison_operator::right : block::left expression_statement::left call::left attribute::left l . remove attribute::right argument_list::left ( i ) argument_list::right call::right expression_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return l return_statement::right block::right function_definition::right module::right,human
19,"def group_keyvalue(l):
    result = {}
    for k, v in l:
         result.setdefault(k, []).append(v)
    return result","module::left function_definition::left def group_keyvalue parameters::left ( l ) parameters::right : block::left expression_statement::left assignment::left result = dictionary::left { } dictionary::right assignment::right expression_statement::right for_statement::left for pattern_list::left k , v pattern_list::right in l : block::left expression_statement::left call::left attribute::left call::left attribute::left result . setdefault attribute::right argument_list::left ( k , list::left [ ] list::right ) argument_list::right call::right . append attribute::right argument_list::left ( v ) argument_list::right call::right expression_statement::right block::right for_statement::right return_statement::left return result return_statement::right block::right function_definition::right module::right",human
20,"def sum_column(list1, C):
    result = sum(row[C] for row in list1)
    return result","module::left function_definition::left def sum_column parameters::left ( list1 , C ) parameters::right : block::left expression_statement::left assignment::left result = call::left sum generator_expression::left ( subscript::left row [ C ] subscript::right for_in_clause::left for row in list1 for_in_clause::right ) generator_expression::right call::right assignment::right expression_statement::right return_statement::left return result return_statement::right block::right function_definition::right module::right",human
21,"def mutiple_tuple(nums):
    temp = list(nums)
    product = 1 
    for x in temp:
        product *= x
    return product",module::left function_definition::left def mutiple_tuple parameters::left ( nums ) parameters::right : block::left expression_statement::left assignment::left temp = call::left list argument_list::left ( nums ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left assignment::left product = 1 assignment::right expression_statement::right for_statement::left for x in temp : block::left expression_statement::left augmented_assignment::left product *= x augmented_assignment::right expression_statement::right block::right for_statement::right return_statement::left return product return_statement::right block::right function_definition::right module::right,human
22,"def sum_Of_Series(n): 
    sum = 0
    for i in range(1,n + 1): 
        sum += i * i*i       
    return sum","module::left function_definition::left def sum_Of_Series parameters::left ( n ) parameters::right : block::left expression_statement::left assignment::left sum = 0 assignment::right expression_statement::right for_statement::left for i in call::left range argument_list::left ( 1 , binary_operator::left n + 1 binary_operator::right ) argument_list::right call::right : block::left expression_statement::left augmented_assignment::left sum += binary_operator::left binary_operator::left i * i binary_operator::right * i binary_operator::right augmented_assignment::right expression_statement::right block::right for_statement::right return_statement::left return sum return_statement::right block::right function_definition::right module::right",human
23,"def remove_parentheses_area(s):
    open_parens = []
    result = []
    for char in s:
        if char == '(':
            open_parens.append(char)
        elif char == ')' and open_parens:
             open_parens.pop()
        elif not open_parens:
            result.append(char)
    return ''.join(result)",module::left function_definition::left def remove_parentheses_area parameters::left ( s ) parameters::right : block::left expression_statement::left assignment::left open_parens = list::left [ ] list::right assignment::right expression_statement::right expression_statement::left assignment::left result = list::left [ ] list::right assignment::right expression_statement::right for_statement::left for char in s : block::left if_statement::left if comparison_operator::left char == string::left ' ( ' string::right comparison_operator::right : block::left expression_statement::left call::left attribute::left open_parens . append attribute::right argument_list::left ( char ) argument_list::right call::right expression_statement::right block::right elif_clause::left elif boolean_operator::left comparison_operator::left char == string::left ' ) ' string::right comparison_operator::right and open_parens boolean_operator::right : block::left expression_statement::left call::left attribute::left open_parens . pop attribute::right argument_list::left ( ) argument_list::right call::right expression_statement::right block::right elif_clause::right elif_clause::left elif not_operator::left not open_parens not_operator::right : block::left expression_statement::left call::left attribute::left result . append attribute::right argument_list::left ( char ) argument_list::right call::right expression_statement::right block::right elif_clause::right if_statement::right block::right for_statement::right return_statement::left return call::left attribute::left string::left ' ' string::right . join attribute::right argument_list::left ( result ) argument_list::right call::right return_statement::right block::right function_definition::right module::right,lm
24,"def is_binary_string(s):
    """"""
    Check whether the given string is a binary string or not.
    """"""
    for c in s:
        if c not in ['0', '1']:
            return False
    return True","module::left function_definition::left def is_binary_string parameters::left ( s ) parameters::right : block::left expression_statement::left string::left """""" 
    Check whether the given string is a binary string or not.
     """""" string::right expression_statement::right for_statement::left for c in s : block::left if_statement::left if comparison_operator::left c not in list::left [ string::left ' 0 ' string::right , string::left ' 1 ' string::right ] list::right comparison_operator::right : block::left return_statement::left return False return_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return True return_statement::right block::right function_definition::right module::right",lm
25,"def find_circumference(radius):
  from math import pi
  return 2 * pi * radius",module::left function_definition::left def find_circumference parameters::left ( radius ) parameters::right : block::left import_from_statement::left from dotted_name::left math dotted_name::right import dotted_name::left pi dotted_name::right import_from_statement::right return_statement::left return binary_operator::left binary_operator::left 2 * pi binary_operator::right * radius binary_operator::right return_statement::right block::right function_definition::right module::right,lm
26,"def check_if_lists_of_tuples_are_identical(list1, list2):
    if len(list1) != len(list2):
        return False
    for i in range(len(list1)):
        if list1[i] != list2[i]:
            return False
    return True","module::left function_definition::left def check_if_lists_of_tuples_are_identical parameters::left ( list1 , list2 ) parameters::right : block::left if_statement::left if comparison_operator::left call::left len argument_list::left ( list1 ) argument_list::right call::right != call::left len argument_list::left ( list2 ) argument_list::right call::right comparison_operator::right : block::left return_statement::left return False return_statement::right block::right if_statement::right for_statement::left for i in call::left range argument_list::left ( call::left len argument_list::left ( list1 ) argument_list::right call::right ) argument_list::right call::right : block::left if_statement::left if comparison_operator::left subscript::left list1 [ i ] subscript::right != subscript::left list2 [ i ] subscript::right comparison_operator::right : block::left return_statement::left return False return_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return True return_statement::right block::right function_definition::right module::right",lm
27,"from collections import Counter 
def count_Occurrence(tup, lst): 
    count = 0
    for item in tup: 
        if item in lst: 
            count+= 1 
    return count  ","module::left import_from_statement::left from dotted_name::left collections dotted_name::right import dotted_name::left Counter dotted_name::right import_from_statement::right function_definition::left def count_Occurrence parameters::left ( tup , lst ) parameters::right : block::left expression_statement::left assignment::left count = 0 assignment::right expression_statement::right for_statement::left for item in tup : block::left if_statement::left if comparison_operator::left item in lst comparison_operator::right : block::left expression_statement::left augmented_assignment::left count += 1 augmented_assignment::right expression_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return count return_statement::right block::right function_definition::right module::right",human
28,"def division_elements(test_tup1, test_tup2):
  res = tuple(ele1 // ele2 for ele1, ele2 in zip(test_tup1, test_tup2))
  return (res) ","module::left function_definition::left def division_elements parameters::left ( test_tup1 , test_tup2 ) parameters::right : block::left expression_statement::left assignment::left res = call::left tuple generator_expression::left ( binary_operator::left ele1 // ele2 binary_operator::right for_in_clause::left for pattern_list::left ele1 , ele2 pattern_list::right in call::left zip argument_list::left ( test_tup1 , test_tup2 ) argument_list::right call::right for_in_clause::right ) generator_expression::right call::right assignment::right expression_statement::right return_statement::left return parenthesized_expression::left ( res ) parenthesized_expression::right return_statement::right block::right function_definition::right module::right",human
29,"def group_by_key(lst):
    result = {}
    for key, value in lst:
        result.setdefault(key, []).append(value)
    return result","module::left function_definition::left def group_by_key parameters::left ( lst ) parameters::right : block::left expression_statement::left assignment::left result = dictionary::left { } dictionary::right assignment::right expression_statement::right for_statement::left for pattern_list::left key , value pattern_list::right in lst : block::left expression_statement::left call::left attribute::left call::left attribute::left result . setdefault attribute::right argument_list::left ( key , list::left [ ] list::right ) argument_list::right call::right . append attribute::right argument_list::left ( value ) argument_list::right call::right expression_statement::right block::right for_statement::right return_statement::left return result return_statement::right block::right function_definition::right module::right",lm
30,"def unique_sublists(list1):
    result ={}
    for l in  list1: 
        result.setdefault(tuple(l), list()).append(1) 
    for a, b in result.items(): 
        result[a] = sum(b)
    return result","module::left function_definition::left def unique_sublists parameters::left ( list1 ) parameters::right : block::left expression_statement::left assignment::left result = dictionary::left { } dictionary::right assignment::right expression_statement::right for_statement::left for l in list1 : block::left expression_statement::left call::left attribute::left call::left attribute::left result . setdefault attribute::right argument_list::left ( call::left tuple argument_list::left ( l ) argument_list::right call::right , call::left list argument_list::left ( ) argument_list::right call::right ) argument_list::right call::right . append attribute::right argument_list::left ( 1 ) argument_list::right call::right expression_statement::right block::right for_statement::right for_statement::left for pattern_list::left a , b pattern_list::right in call::left attribute::left result . items attribute::right argument_list::left ( ) argument_list::right call::right : block::left expression_statement::left assignment::left subscript::left result [ a ] subscript::right = call::left sum argument_list::left ( b ) argument_list::right call::right assignment::right expression_statement::right block::right for_statement::right return_statement::left return result return_statement::right block::right function_definition::right module::right",human
