idx,code,ast,label
10,"def check_decimal_precision(decimal):
    if isinstance(decimal, float):
        return round(decimal, 2) == decimal
    return False","module::left function_definition::left def check_decimal_precision parameters::left ( decimal ) parameters::right : block::left if_statement::left if call::left isinstance argument_list::left ( decimal , float ) argument_list::right call::right : block::left return_statement::left return comparison_operator::left call::left round argument_list::left ( decimal , 2 ) argument_list::right call::right == decimal comparison_operator::right return_statement::right block::right if_statement::right return_statement::left return False return_statement::right block::right function_definition::right module::right",lm
11,"def binary_tuple_to_integer(binary_tuple):
    binary_string = """".join(str(bit) for bit in binary_tuple)
    return int(binary_string, 2)","module::left function_definition::left def binary_tuple_to_integer parameters::left ( binary_tuple ) parameters::right : block::left expression_statement::left assignment::left binary_string = call::left attribute::left string::left "" "" string::right . join attribute::right generator_expression::left ( call::left str argument_list::left ( bit ) argument_list::right call::right for_in_clause::left for bit in binary_tuple for_in_clause::right ) generator_expression::right call::right assignment::right expression_statement::right return_statement::left return call::left int argument_list::left ( binary_string , 2 ) argument_list::right call::right return_statement::right block::right function_definition::right module::right",lm
12,"def int_to_roman(num):
    roman_numerals = {
        1000: ""M"",
        900: ""CM"",
        500: ""D"",
        400: ""CD"",
        100: ""C"",
        90: ""XC"",
        50: ""L"",
        40: ""XL"",
        10: ""X"",
        9: ""IX"",
        5: ""V"",
        4: ""IV"",
        1: ""I""
    }
    roman_string = """"
    for value, symbol in roman_numerals.items():
        while num >= value:
            roman_string += symbol
            num -= value
    return roman_string","module::left function_definition::left def int_to_roman parameters::left ( num ) parameters::right : block::left expression_statement::left assignment::left roman_numerals = dictionary::left { pair::left 1000 : string::left "" M "" string::right pair::right , pair::left 900 : string::left "" CM "" string::right pair::right , pair::left 500 : string::left "" D "" string::right pair::right , pair::left 400 : string::left "" CD "" string::right pair::right , pair::left 100 : string::left "" C "" string::right pair::right , pair::left 90 : string::left "" XC "" string::right pair::right , pair::left 50 : string::left "" L "" string::right pair::right , pair::left 40 : string::left "" XL "" string::right pair::right , pair::left 10 : string::left "" X "" string::right pair::right , pair::left 9 : string::left "" IX "" string::right pair::right , pair::left 5 : string::left "" V "" string::right pair::right , pair::left 4 : string::left "" IV "" string::right pair::right , pair::left 1 : string::left "" I "" string::right pair::right } dictionary::right assignment::right expression_statement::right expression_statement::left assignment::left roman_string = string::left "" "" string::right assignment::right expression_statement::right for_statement::left for pattern_list::left value , symbol pattern_list::right in call::left attribute::left roman_numerals . items attribute::right argument_list::left ( ) argument_list::right call::right : block::left while_statement::left while comparison_operator::left num >= value comparison_operator::right : block::left expression_statement::left augmented_assignment::left roman_string += symbol augmented_assignment::right expression_statement::right expression_statement::left augmented_assignment::left num -= value augmented_assignment::right expression_statement::right block::right while_statement::right block::right for_statement::right return_statement::left return roman_string return_statement::right block::right function_definition::right module::right",lm
13,"def find_product(list):
    """"""
    Find the product of first even and odd numbers in a given list.

    Args:
    list (list): The input list of numbers.

    Returns:
    int: The product of the first even and odd numbers.
    """"""
    even_product = 1
    odd_product = 1

    for num in list:
        if num % 2 == 0:
            even_product *= num
        else:
            odd_product *= num
    
    return even_product * odd_product","module::left function_definition::left def find_product parameters::left ( list ) parameters::right : block::left expression_statement::left string::left """""" 
    Find the product of first even and odd numbers in a given list.

    Args:
    list (list): The input list of numbers.

    Returns:
    int: The product of the first even and odd numbers.
     """""" string::right expression_statement::right expression_statement::left assignment::left even_product = 1 assignment::right expression_statement::right expression_statement::left assignment::left odd_product = 1 assignment::right expression_statement::right for_statement::left for num in list : block::left if_statement::left if comparison_operator::left binary_operator::left num % 2 binary_operator::right == 0 comparison_operator::right : block::left expression_statement::left augmented_assignment::left even_product *= num augmented_assignment::right expression_statement::right block::right else_clause::left else : block::left expression_statement::left augmented_assignment::left odd_product *= num augmented_assignment::right expression_statement::right block::right else_clause::right if_statement::right block::right for_statement::right return_statement::left return binary_operator::left even_product * odd_product binary_operator::right return_statement::right block::right function_definition::right module::right",lm
14,"def ascii_value_string(str1):
  for i in range(len(str1)):
   return ord(str1[i])",module::left function_definition::left def ascii_value_string parameters::left ( str1 ) parameters::right : block::left for_statement::left for i in call::left range argument_list::left ( call::left len argument_list::left ( str1 ) argument_list::right call::right ) argument_list::right call::right : block::left return_statement::left return call::left ord argument_list::left ( subscript::left str1 [ i ] subscript::right ) argument_list::right call::right return_statement::right block::right for_statement::right block::right function_definition::right module::right,human
15,"def is_subset(array1, array2):
    return set(array1).issubset(set(array2))","module::left function_definition::left def is_subset parameters::left ( array1 , array2 ) parameters::right : block::left return_statement::left return call::left attribute::left call::left set argument_list::left ( array1 ) argument_list::right call::right . issubset attribute::right argument_list::left ( call::left set argument_list::left ( array2 ) argument_list::right call::right ) argument_list::right call::right return_statement::right block::right function_definition::right module::right",lm
16,"def find_median(a, b, c):
    numbers = [a, b, c]
    numbers.sort()
    return numbers[1]","module::left function_definition::left def find_median parameters::left ( a , b , c ) parameters::right : block::left expression_statement::left assignment::left numbers = list::left [ a , b , c ] list::right assignment::right expression_statement::right expression_statement::left call::left attribute::left numbers . sort attribute::right argument_list::left ( ) argument_list::right call::right expression_statement::right return_statement::left return subscript::left numbers [ 1 ] subscript::right return_statement::right block::right function_definition::right module::right",lm
17,"def volume_cube(l):
  volume = l * l * l
  return volume",module::left function_definition::left def volume_cube parameters::left ( l ) parameters::right : block::left expression_statement::left assignment::left volume = binary_operator::left binary_operator::left l * l binary_operator::right * l binary_operator::right assignment::right expression_statement::right return_statement::left return volume return_statement::right block::right function_definition::right module::right,human
18,"def count_most_common_character(string):
    char_count = {}
    for char in string:
        if char in char_count:
            char_count[char] += 1
        else:
            char_count[char] = 1
    most_common_char = max(char_count, key=char_count.get)
    return most_common_char","module::left function_definition::left def count_most_common_character parameters::left ( string ) parameters::right : block::left expression_statement::left assignment::left char_count = dictionary::left { } dictionary::right assignment::right expression_statement::right for_statement::left for char in string : block::left if_statement::left if comparison_operator::left char in char_count comparison_operator::right : block::left expression_statement::left augmented_assignment::left subscript::left char_count [ char ] subscript::right += 1 augmented_assignment::right expression_statement::right block::right else_clause::left else : block::left expression_statement::left assignment::left subscript::left char_count [ char ] subscript::right = 1 assignment::right expression_statement::right block::right else_clause::right if_statement::right block::right for_statement::right expression_statement::left assignment::left most_common_char = call::left max argument_list::left ( char_count , keyword_argument::left key = attribute::left char_count . get attribute::right keyword_argument::right ) argument_list::right call::right assignment::right expression_statement::right return_statement::left return most_common_char return_statement::right block::right function_definition::right module::right",lm
19,"def mutiple_tuple(nums):
    temp = list(nums)
    product = 1 
    for x in temp:
        product *= x
    return product",module::left function_definition::left def mutiple_tuple parameters::left ( nums ) parameters::right : block::left expression_statement::left assignment::left temp = call::left list argument_list::left ( nums ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left assignment::left product = 1 assignment::right expression_statement::right for_statement::left for x in temp : block::left expression_statement::left augmented_assignment::left product *= x augmented_assignment::right expression_statement::right block::right for_statement::right return_statement::left return product return_statement::right block::right function_definition::right module::right,human
20,"from itertools import combinations
def sub_lists(my_list):
	subs = []
	for i in range(0, len(my_list)+1):
	  temp = [list(x) for x in combinations(my_list, i)]
	  if len(temp)>0:
	    subs.extend(temp)
	return subs","module::left import_from_statement::left from dotted_name::left itertools dotted_name::right import dotted_name::left combinations dotted_name::right import_from_statement::right function_definition::left def sub_lists parameters::left ( my_list ) parameters::right : block::left expression_statement::left assignment::left subs = list::left [ ] list::right assignment::right expression_statement::right for_statement::left for i in call::left range argument_list::left ( 0 , binary_operator::left call::left len argument_list::left ( my_list ) argument_list::right call::right + 1 binary_operator::right ) argument_list::right call::right : block::left expression_statement::left assignment::left temp = list_comprehension::left [ call::left list argument_list::left ( x ) argument_list::right call::right for_in_clause::left for x in call::left combinations argument_list::left ( my_list , i ) argument_list::right call::right for_in_clause::right ] list_comprehension::right assignment::right expression_statement::right if_statement::left if comparison_operator::left call::left len argument_list::left ( temp ) argument_list::right call::right > 0 comparison_operator::right : block::left expression_statement::left call::left attribute::left subs . extend attribute::right argument_list::left ( temp ) argument_list::right call::right expression_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return subs return_statement::right block::right function_definition::right module::right",human
21,"def generate_matrix(n):
        if n<=0:
            return [] 
        matrix=[row[:] for row in [[0]*n]*n]        
        row_st=0
        row_ed=n-1        
        col_st=0
        col_ed=n-1
        current=1        
        while (True):
            if current>n*n:
                break
            for c in range (col_st, col_ed+1):
                matrix[row_st][c]=current
                current+=1
            row_st+=1
            for r in range (row_st, row_ed+1):
                matrix[r][col_ed]=current
                current+=1
            col_ed-=1
            for c in range (col_ed, col_st-1, -1):
                matrix[row_ed][c]=current
                current+=1
            row_ed-=1
            for r in range (row_ed, row_st-1, -1):
                matrix[r][col_st]=current
                current+=1
            col_st+=1
        return matrix","module::left function_definition::left def generate_matrix parameters::left ( n ) parameters::right : block::left if_statement::left if comparison_operator::left n <= 0 comparison_operator::right : block::left return_statement::left return list::left [ ] list::right return_statement::right block::right if_statement::right expression_statement::left assignment::left matrix = list_comprehension::left [ subscript::left row [ slice::left : slice::right ] subscript::right for_in_clause::left for row in binary_operator::left list::left [ binary_operator::left list::left [ 0 ] list::right * n binary_operator::right ] list::right * n binary_operator::right for_in_clause::right ] list_comprehension::right assignment::right expression_statement::right expression_statement::left assignment::left row_st = 0 assignment::right expression_statement::right expression_statement::left assignment::left row_ed = binary_operator::left n - 1 binary_operator::right assignment::right expression_statement::right expression_statement::left assignment::left col_st = 0 assignment::right expression_statement::right expression_statement::left assignment::left col_ed = binary_operator::left n - 1 binary_operator::right assignment::right expression_statement::right expression_statement::left assignment::left current = 1 assignment::right expression_statement::right while_statement::left while parenthesized_expression::left ( True ) parenthesized_expression::right : block::left if_statement::left if comparison_operator::left current > binary_operator::left n * n binary_operator::right comparison_operator::right : block::left break_statement::left break break_statement::right block::right if_statement::right for_statement::left for c in call::left range argument_list::left ( col_st , binary_operator::left col_ed + 1 binary_operator::right ) argument_list::right call::right : block::left expression_statement::left assignment::left subscript::left subscript::left matrix [ row_st ] subscript::right [ c ] subscript::right = current assignment::right expression_statement::right expression_statement::left augmented_assignment::left current += 1 augmented_assignment::right expression_statement::right block::right for_statement::right expression_statement::left augmented_assignment::left row_st += 1 augmented_assignment::right expression_statement::right for_statement::left for r in call::left range argument_list::left ( row_st , binary_operator::left row_ed + 1 binary_operator::right ) argument_list::right call::right : block::left expression_statement::left assignment::left subscript::left subscript::left matrix [ r ] subscript::right [ col_ed ] subscript::right = current assignment::right expression_statement::right expression_statement::left augmented_assignment::left current += 1 augmented_assignment::right expression_statement::right block::right for_statement::right expression_statement::left augmented_assignment::left col_ed -= 1 augmented_assignment::right expression_statement::right for_statement::left for c in call::left range argument_list::left ( col_ed , binary_operator::left col_st - 1 binary_operator::right , unary_operator::left - 1 unary_operator::right ) argument_list::right call::right : block::left expression_statement::left assignment::left subscript::left subscript::left matrix [ row_ed ] subscript::right [ c ] subscript::right = current assignment::right expression_statement::right expression_statement::left augmented_assignment::left current += 1 augmented_assignment::right expression_statement::right block::right for_statement::right expression_statement::left augmented_assignment::left row_ed -= 1 augmented_assignment::right expression_statement::right for_statement::left for r in call::left range argument_list::left ( row_ed , binary_operator::left row_st - 1 binary_operator::right , unary_operator::left - 1 unary_operator::right ) argument_list::right call::right : block::left expression_statement::left assignment::left subscript::left subscript::left matrix [ r ] subscript::right [ col_st ] subscript::right = current assignment::right expression_statement::right expression_statement::left augmented_assignment::left current += 1 augmented_assignment::right expression_statement::right block::right for_statement::right expression_statement::left augmented_assignment::left col_st += 1 augmented_assignment::right expression_statement::right block::right while_statement::right return_statement::left return matrix return_statement::right block::right function_definition::right module::right",human
22,"def find_ind(key, i, n, 
			k, arr):
	ind = -1
	start = i + 1
	end = n - 1;
	while (start < end):
		mid = int(start +
				(end - start) / 2)
		if (arr[mid] - key <= k):
			ind = mid
			start = mid + 1
		else:
			end = mid
	return ind
def removals(arr, n, k):
	ans = n - 1
	arr.sort()
	for i in range(0, n):
		j = find_ind(arr[i], i, 
					n, k, arr)
		if (j != -1):
			ans = min(ans, n -
						(j - i + 1))
	return ans","module::left function_definition::left def find_ind parameters::left ( key , i , n , k , arr ) parameters::right : block::left expression_statement::left assignment::left ind = unary_operator::left - 1 unary_operator::right assignment::right expression_statement::right expression_statement::left assignment::left start = binary_operator::left i + 1 binary_operator::right assignment::right expression_statement::right expression_statement::left assignment::left end = binary_operator::left n - 1 binary_operator::right assignment::right expression_statement::right ; while_statement::left while parenthesized_expression::left ( comparison_operator::left start < end comparison_operator::right ) parenthesized_expression::right : block::left expression_statement::left assignment::left mid = call::left int argument_list::left ( binary_operator::left start + binary_operator::left parenthesized_expression::left ( binary_operator::left end - start binary_operator::right ) parenthesized_expression::right / 2 binary_operator::right binary_operator::right ) argument_list::right call::right assignment::right expression_statement::right if_statement::left if parenthesized_expression::left ( comparison_operator::left binary_operator::left subscript::left arr [ mid ] subscript::right - key binary_operator::right <= k comparison_operator::right ) parenthesized_expression::right : block::left expression_statement::left assignment::left ind = mid assignment::right expression_statement::right expression_statement::left assignment::left start = binary_operator::left mid + 1 binary_operator::right assignment::right expression_statement::right block::right else_clause::left else : block::left expression_statement::left assignment::left end = mid assignment::right expression_statement::right block::right else_clause::right if_statement::right block::right while_statement::right return_statement::left return ind return_statement::right block::right function_definition::right function_definition::left def removals parameters::left ( arr , n , k ) parameters::right : block::left expression_statement::left assignment::left ans = binary_operator::left n - 1 binary_operator::right assignment::right expression_statement::right expression_statement::left call::left attribute::left arr . sort attribute::right argument_list::left ( ) argument_list::right call::right expression_statement::right for_statement::left for i in call::left range argument_list::left ( 0 , n ) argument_list::right call::right : block::left expression_statement::left assignment::left j = call::left find_ind argument_list::left ( subscript::left arr [ i ] subscript::right , i , n , k , arr ) argument_list::right call::right assignment::right expression_statement::right if_statement::left if parenthesized_expression::left ( comparison_operator::left j != unary_operator::left - 1 unary_operator::right comparison_operator::right ) parenthesized_expression::right : block::left expression_statement::left assignment::left ans = call::left min argument_list::left ( ans , binary_operator::left n - parenthesized_expression::left ( binary_operator::left binary_operator::left j - i binary_operator::right + 1 binary_operator::right ) parenthesized_expression::right binary_operator::right ) argument_list::right call::right assignment::right expression_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return ans return_statement::right block::right function_definition::right module::right",human
23,"def min_operations(num1, num2):
    count = 0
  
    while(num1 != num2):
        if num1 % 2 != 0:
            num1 -= 1
            count += 1
  
        elif num1 > num2:
            num1 //= 2
            count += 1
        else:
            num1 *= 2
            count += 1
  
    return count","module::left function_definition::left def min_operations parameters::left ( num1 , num2 ) parameters::right : block::left expression_statement::left assignment::left count = 0 assignment::right expression_statement::right while_statement::left while parenthesized_expression::left ( comparison_operator::left num1 != num2 comparison_operator::right ) parenthesized_expression::right : block::left if_statement::left if comparison_operator::left binary_operator::left num1 % 2 binary_operator::right != 0 comparison_operator::right : block::left expression_statement::left augmented_assignment::left num1 -= 1 augmented_assignment::right expression_statement::right expression_statement::left augmented_assignment::left count += 1 augmented_assignment::right expression_statement::right block::right elif_clause::left elif comparison_operator::left num1 > num2 comparison_operator::right : block::left expression_statement::left augmented_assignment::left num1 //= 2 augmented_assignment::right expression_statement::right expression_statement::left augmented_assignment::left count += 1 augmented_assignment::right expression_statement::right block::right elif_clause::right else_clause::left else : block::left expression_statement::left augmented_assignment::left num1 *= 2 augmented_assignment::right expression_statement::right expression_statement::left augmented_assignment::left count += 1 augmented_assignment::right expression_statement::right block::right else_clause::right if_statement::right block::right while_statement::right return_statement::left return count return_statement::right block::right function_definition::right module::right",lm
24,"def sort_String(str) : 
    str = ''.join(sorted(str)) 
    return (str) ",module::left function_definition::left def sort_String parameters::left ( str ) parameters::right : block::left expression_statement::left assignment::left str = call::left attribute::left string::left ' ' string::right . join attribute::right argument_list::left ( call::left sorted argument_list::left ( str ) argument_list::right call::right ) argument_list::right call::right assignment::right expression_statement::right return_statement::left return parenthesized_expression::left ( str ) parenthesized_expression::right return_statement::right block::right function_definition::right module::right,human
25,"def mul_even_odd(list1):
    first_even = next((el for el in list1 if el%2==0),-1)
    first_odd = next((el for el in list1 if el%2!=0),-1)
    return (first_even*first_odd)","module::left function_definition::left def mul_even_odd parameters::left ( list1 ) parameters::right : block::left expression_statement::left assignment::left first_even = call::left next argument_list::left ( generator_expression::left ( el for_in_clause::left for el in list1 for_in_clause::right if_clause::left if comparison_operator::left binary_operator::left el % 2 binary_operator::right == 0 comparison_operator::right if_clause::right ) generator_expression::right , unary_operator::left - 1 unary_operator::right ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left assignment::left first_odd = call::left next argument_list::left ( generator_expression::left ( el for_in_clause::left for el in list1 for_in_clause::right if_clause::left if comparison_operator::left binary_operator::left el % 2 binary_operator::right != 0 comparison_operator::right if_clause::right ) generator_expression::right , unary_operator::left - 1 unary_operator::right ) argument_list::right call::right assignment::right expression_statement::right return_statement::left return parenthesized_expression::left ( binary_operator::left first_even * first_odd binary_operator::right ) parenthesized_expression::right return_statement::right block::right function_definition::right module::right",human
26,"def count_integer(list1):
    ctr = 0
    for i in list1:
        if isinstance(i, int):
            ctr = ctr + 1
    return ctr","module::left function_definition::left def count_integer parameters::left ( list1 ) parameters::right : block::left expression_statement::left assignment::left ctr = 0 assignment::right expression_statement::right for_statement::left for i in list1 : block::left if_statement::left if call::left isinstance argument_list::left ( i , int ) argument_list::right call::right : block::left expression_statement::left assignment::left ctr = binary_operator::left ctr + 1 binary_operator::right assignment::right expression_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return ctr return_statement::right block::right function_definition::right module::right",human
