idx,code,new_code,ast,label
44,"def is_prime(num):
    if num in (0, 1):
        return False
    for i in range(2, int(num**0.5) + 1):
        if num % i == 0:
            return False
    return True

def count_up_to(n):
    result = []
    for num in range(2, n):
        if is_prime(num):
            result.append(num)
    return result","def is_prime(var_1):
    if var_1 in (0, 1):
        return False
    for var_2 in range(2, int(var_1**0.5) + 1):
        if var_1 % var_2 == 0:
            return False
    return True

def count_up_to(var_3):
    var_4 = []
    for var_1 in range(2, var_3):
        if is_prime(var_1):
            var_4.append(var_1)
    return var_4","module::left function_definition::left def is_prime parameters::left ( var_1 ) parameters::right : block::left if_statement::left if comparison_operator::left var_1 in tuple::left ( 0 , 1 ) tuple::right comparison_operator::right : block::left return_statement::left return False return_statement::right block::right if_statement::right for_statement::left for var_2 in call::left range argument_list::left ( 2 , binary_operator::left call::left int argument_list::left ( binary_operator::left var_1 ** 0.5 binary_operator::right ) argument_list::right call::right + 1 binary_operator::right ) argument_list::right call::right : block::left if_statement::left if comparison_operator::left binary_operator::left var_1 % var_2 binary_operator::right == 0 comparison_operator::right : block::left return_statement::left return False return_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return True return_statement::right block::right function_definition::right function_definition::left def count_up_to parameters::left ( var_3 ) parameters::right : block::left expression_statement::left assignment::left var_4 = list::left [ ] list::right assignment::right expression_statement::right for_statement::left for var_1 in call::left range argument_list::left ( 2 , var_3 ) argument_list::right call::right : block::left if_statement::left if call::left is_prime argument_list::left ( var_1 ) argument_list::right call::right : block::left expression_statement::left call::left attribute::left var_4 . append attribute::right argument_list::left ( var_1 ) argument_list::right call::right expression_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return var_4 return_statement::right block::right function_definition::right module::right",lm
45,"def get_row(lst, x):
    coords = [(i, j) for i in range(len(lst)) for j in range(len(lst[i])) if lst[i][j] == x]
    return sorted(sorted(coords, key=lambda x: x[1], reverse=True), key=lambda x: x[0])
","def get_row(var_1, var_2):
    var_3 = [(i, j) for i in range(len(var_1)) for j in range(len(var_1[i])) if var_1[i][j] == var_2]
    return sorted(sorted(var_3, key=lambda var_2: var_2[1], reverse=True), key=lambda var_2: var_2[0])
","module::left function_definition::left def get_row parameters::left ( var_1 , var_2 ) parameters::right : block::left expression_statement::left assignment::left var_3 = list_comprehension::left [ tuple::left ( i , j ) tuple::right for_in_clause::left for i in call::left range argument_list::left ( call::left len argument_list::left ( var_1 ) argument_list::right call::right ) argument_list::right call::right for_in_clause::right for_in_clause::left for j in call::left range argument_list::left ( call::left len argument_list::left ( subscript::left var_1 [ i ] subscript::right ) argument_list::right call::right ) argument_list::right call::right for_in_clause::right if_clause::left if comparison_operator::left subscript::left subscript::left var_1 [ i ] subscript::right [ j ] subscript::right == var_2 comparison_operator::right if_clause::right ] list_comprehension::right assignment::right expression_statement::right return_statement::left return call::left sorted argument_list::left ( call::left sorted argument_list::left ( var_3 , keyword_argument::left key = lambda::left lambda lambda_parameters::left var_2 lambda_parameters::right : subscript::left var_2 [ 1 ] subscript::right lambda::right keyword_argument::right , keyword_argument::left reverse = True keyword_argument::right ) argument_list::right call::right , keyword_argument::left key = lambda::left lambda lambda_parameters::left var_2 lambda_parameters::right : subscript::left var_2 [ 0 ] subscript::right lambda::right keyword_argument::right ) argument_list::right call::right return_statement::right block::right function_definition::right module::right",human
46,"def double_the_difference(lst):
    return sum([i**2 for i in lst if i > 0 and i%2!=0 and ""."" not in str(i)])
","def double_the_difference(var_1):
    return sum([i**2 for i in var_1 if i > 0 and i%2!=0 and ""."" not in str(i)])
","module::left function_definition::left def double_the_difference parameters::left ( var_1 ) parameters::right : block::left return_statement::left return call::left sum argument_list::left ( list_comprehension::left [ binary_operator::left i ** 2 binary_operator::right for_in_clause::left for i in var_1 for_in_clause::right if_clause::left if boolean_operator::left boolean_operator::left comparison_operator::left i > 0 comparison_operator::right and comparison_operator::left binary_operator::left i % 2 binary_operator::right != 0 comparison_operator::right boolean_operator::right and comparison_operator::left string::left "" . "" string::right not in call::left str argument_list::left ( i ) argument_list::right call::right comparison_operator::right boolean_operator::right if_clause::right ] list_comprehension::right ) argument_list::right call::right return_statement::right block::right function_definition::right module::right",human
47,"def can_arrange(arr):
    for i in range(len(arr)-1, 0, -1):
        if arr[i] < arr[i-1]:
            return i
    return -1","def can_arrange(var_1):
    for var_2 in range(len(var_1)-1, 0, -1):
        if var_1[var_2] < var_1[var_2-1]:
            return var_2
    return -1","module::left function_definition::left def can_arrange parameters::left ( var_1 ) parameters::right : block::left for_statement::left for var_2 in call::left range argument_list::left ( binary_operator::left call::left len argument_list::left ( var_1 ) argument_list::right call::right - 1 binary_operator::right , 0 , unary_operator::left - 1 unary_operator::right ) argument_list::right call::right : block::left if_statement::left if comparison_operator::left subscript::left var_1 [ var_2 ] subscript::right < subscript::left var_1 [ binary_operator::left var_2 - 1 binary_operator::right ] subscript::right comparison_operator::right : block::left return_statement::left return var_2 return_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return unary_operator::left - 1 unary_operator::right return_statement::right block::right function_definition::right module::right",lm
48,"from typing import List


def parse_nested_parens(paren_string: str) -> List[int]:
    def parse_paren_group(s):
        depth = 0
        max_depth = 0
        for c in s:
            if c == '(':
                depth += 1
                max_depth = max(depth, max_depth)
            else:
                depth -= 1

        return max_depth

    return [parse_paren_group(x) for x in paren_string.split(' ') if x]
","from typing import List


def parse_nested_parens(var_1: str) -> List[int]:
    def parse_paren_group(var_2):
        var_3 = 0
        var_4 = 0
        for var_5 in var_2:
            if var_5 == '(':
                var_3 += 1
                var_4 = max(var_3, var_4)
            else:
                var_3 -= 1

        return var_4

    return [parse_paren_group(x) for x in var_1.split(' ') if x]
","module::left import_from_statement::left from dotted_name::left typing dotted_name::right import dotted_name::left List dotted_name::right import_from_statement::right function_definition::left def parse_nested_parens parameters::left ( typed_parameter::left var_1 : type::left str type::right typed_parameter::right ) parameters::right -> type::left generic_type::left List type_parameter::left [ type::left int type::right ] type_parameter::right generic_type::right type::right : block::left function_definition::left def parse_paren_group parameters::left ( var_2 ) parameters::right : block::left expression_statement::left assignment::left var_3 = 0 assignment::right expression_statement::right expression_statement::left assignment::left var_4 = 0 assignment::right expression_statement::right for_statement::left for var_5 in var_2 : block::left if_statement::left if comparison_operator::left var_5 == string::left ' ( ' string::right comparison_operator::right : block::left expression_statement::left augmented_assignment::left var_3 += 1 augmented_assignment::right expression_statement::right expression_statement::left assignment::left var_4 = call::left max argument_list::left ( var_3 , var_4 ) argument_list::right call::right assignment::right expression_statement::right block::right else_clause::left else : block::left expression_statement::left augmented_assignment::left var_3 -= 1 augmented_assignment::right expression_statement::right block::right else_clause::right if_statement::right block::right for_statement::right return_statement::left return var_4 return_statement::right block::right function_definition::right return_statement::left return list_comprehension::left [ call::left parse_paren_group argument_list::left ( x ) argument_list::right call::right for_in_clause::left for x in call::left attribute::left var_1 . split attribute::right argument_list::left ( string::left '   ' string::right ) argument_list::right call::right for_in_clause::right if_clause::left if x if_clause::right ] list_comprehension::right return_statement::right block::right function_definition::right module::right",human
49,"def correct_bracketing(brackets: str) -> bool:
    balance = 0
    for bracket in brackets:
        if bracket == ""<"":
            balance += 1
        elif bracket == "">"":
            if balance == 0:
                return False
            balance -= 1
            
    return balance == 0","def correct_bracketing(var_1: str) -> bool:
    var_2 = 0
    for var_3 in var_1:
        if var_3 == ""<"":
            var_2 += 1
        elif var_3 == "">"":
            if var_2 == 0:
                return False
            var_2 -= 1
            
    return var_2 == 0","module::left function_definition::left def correct_bracketing parameters::left ( typed_parameter::left var_1 : type::left str type::right typed_parameter::right ) parameters::right -> type::left bool type::right : block::left expression_statement::left assignment::left var_2 = 0 assignment::right expression_statement::right for_statement::left for var_3 in var_1 : block::left if_statement::left if comparison_operator::left var_3 == string::left "" < "" string::right comparison_operator::right : block::left expression_statement::left augmented_assignment::left var_2 += 1 augmented_assignment::right expression_statement::right block::right elif_clause::left elif comparison_operator::left var_3 == string::left "" > "" string::right comparison_operator::right : block::left if_statement::left if comparison_operator::left var_2 == 0 comparison_operator::right : block::left return_statement::left return False return_statement::right block::right if_statement::right expression_statement::left augmented_assignment::left var_2 -= 1 augmented_assignment::right expression_statement::right block::right elif_clause::right if_statement::right block::right for_statement::right return_statement::left return comparison_operator::left var_2 == 0 comparison_operator::right return_statement::right block::right function_definition::right module::right",lm
50,"def encode_cyclic(s: str):
    """"""
    returns encoded string by cycling groups of three characters.
    """"""
    # split string to groups. Each of length 3.
    groups = [s[(3 * i):min((3 * i + 3), len(s))] for i in range((len(s) + 2) // 3)]
    # cycle elements in each group. Unless group has fewer elements than 3.
    groups = [(group[1:] + group[0]) if len(group) == 3 else group for group in groups]
    return """".join(groups)


def decode_cyclic(s: str):
    return encode_cyclic(encode_cyclic(s))
","def encode_cyclic(var_1: str):
    """"""
    returns encoded string by cycling groups of three characters.
    """"""
    # split string to groups. Each of length 3.
    var_2 = [var_1[(3 * i):min((3 * i + 3), len(var_1))] for i in range((len(var_1) + 2) // 3)]
    # cycle elements in each group. Unless group has fewer elements than 3.
    var_2 = [(group[1:] + group[0]) if len(group) == 3 else group for group in var_2]
    return """".join(var_2)


def decode_cyclic(var_1: str):
    return encode_cyclic(encode_cyclic(var_1))
","module::left function_definition::left def encode_cyclic parameters::left ( typed_parameter::left var_1 : type::left str type::right typed_parameter::right ) parameters::right : block::left expression_statement::left string::left """""" 
    returns encoded string by cycling groups of three characters.
     """""" string::right expression_statement::right # split string to groups. Each of length 3. expression_statement::left assignment::left var_2 = list_comprehension::left [ subscript::left var_1 [ slice::left parenthesized_expression::left ( binary_operator::left 3 * i binary_operator::right ) parenthesized_expression::right : call::left min argument_list::left ( parenthesized_expression::left ( binary_operator::left binary_operator::left 3 * i binary_operator::right + 3 binary_operator::right ) parenthesized_expression::right , call::left len argument_list::left ( var_1 ) argument_list::right call::right ) argument_list::right call::right slice::right ] subscript::right for_in_clause::left for i in call::left range argument_list::left ( binary_operator::left parenthesized_expression::left ( binary_operator::left call::left len argument_list::left ( var_1 ) argument_list::right call::right + 2 binary_operator::right ) parenthesized_expression::right // 3 binary_operator::right ) argument_list::right call::right for_in_clause::right ] list_comprehension::right assignment::right expression_statement::right # cycle elements in each group. Unless group has fewer elements than 3. expression_statement::left assignment::left var_2 = list_comprehension::left [ conditional_expression::left parenthesized_expression::left ( binary_operator::left subscript::left group [ slice::left 1 : slice::right ] subscript::right + subscript::left group [ 0 ] subscript::right binary_operator::right ) parenthesized_expression::right if comparison_operator::left call::left len argument_list::left ( group ) argument_list::right call::right == 3 comparison_operator::right else group conditional_expression::right for_in_clause::left for group in var_2 for_in_clause::right ] list_comprehension::right assignment::right expression_statement::right return_statement::left return call::left attribute::left string::left "" "" string::right . join attribute::right argument_list::left ( var_2 ) argument_list::right call::right return_statement::right block::right function_definition::right function_definition::left def decode_cyclic parameters::left ( typed_parameter::left var_1 : type::left str type::right typed_parameter::right ) parameters::right : block::left return_statement::left return call::left encode_cyclic argument_list::left ( call::left encode_cyclic argument_list::left ( var_1 ) argument_list::right call::right ) argument_list::right call::right return_statement::right block::right function_definition::right module::right",human
51,"def max_fill(grid, capacity):
    import math
    return sum([math.ceil(sum(arr)/capacity) for arr in grid])
","def max_fill(var_1, var_2):
    import math
    return sum([math.ceil(sum(arr)/var_2) for arr in var_1])
","module::left function_definition::left def max_fill parameters::left ( var_1 , var_2 ) parameters::right : block::left import_statement::left import dotted_name::left math dotted_name::right import_statement::right return_statement::left return call::left sum argument_list::left ( list_comprehension::left [ call::left attribute::left math . ceil attribute::right argument_list::left ( binary_operator::left call::left sum argument_list::left ( arr ) argument_list::right call::right / var_2 binary_operator::right ) argument_list::right call::right for_in_clause::left for arr in var_1 for_in_clause::right ] list_comprehension::right ) argument_list::right call::right return_statement::right block::right function_definition::right module::right",human
52,"from typing import List, Tuple


def sum_product(numbers: List[int]) -> Tuple[int, int]:
    sum_value = 0
    prod_value = 1

    for n in numbers:
        sum_value += n
        prod_value *= n
    return sum_value, prod_value
","from typing import List, Tuple


def sum_product(var_1: List[int]) -> Tuple[int, int]:
    var_2 = 0
    var_3 = 1

    for var_4 in var_1:
        var_2 += var_4
        var_3 *= var_4
    return var_2, var_3
","module::left import_from_statement::left from dotted_name::left typing dotted_name::right import dotted_name::left List dotted_name::right , dotted_name::left Tuple dotted_name::right import_from_statement::right function_definition::left def sum_product parameters::left ( typed_parameter::left var_1 : type::left generic_type::left List type_parameter::left [ type::left int type::right ] type_parameter::right generic_type::right type::right typed_parameter::right ) parameters::right -> type::left generic_type::left Tuple type_parameter::left [ type::left int type::right , type::left int type::right ] type_parameter::right generic_type::right type::right : block::left expression_statement::left assignment::left var_2 = 0 assignment::right expression_statement::right expression_statement::left assignment::left var_3 = 1 assignment::right expression_statement::right for_statement::left for var_4 in var_1 : block::left expression_statement::left augmented_assignment::left var_2 += var_4 augmented_assignment::right expression_statement::right expression_statement::left augmented_assignment::left var_3 *= var_4 augmented_assignment::right expression_statement::right block::right for_statement::right return_statement::left return expression_list::left var_2 , var_3 expression_list::right return_statement::right block::right function_definition::right module::right",human
53,"def cycpattern_check(a , b):
    l = len(b)
    pat = b + b
    for i in range(len(a) - l + 1):
        for j in range(l + 1):
            if a[i:i+l] == pat[j:j+l]:
                return True
    return False
","def cycpattern_check(var_1 , var_2):
    var_3 = len(var_2)
    var_4 = var_2 + var_2
    for var_5 in range(len(var_1) - var_3 + 1):
        for var_6 in range(var_3 + 1):
            if var_1[var_5:var_5+var_3] == var_4[var_6:var_6+var_3]:
                return True
    return False
","module::left function_definition::left def cycpattern_check parameters::left ( var_1 , var_2 ) parameters::right : block::left expression_statement::left assignment::left var_3 = call::left len argument_list::left ( var_2 ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left assignment::left var_4 = binary_operator::left var_2 + var_2 binary_operator::right assignment::right expression_statement::right for_statement::left for var_5 in call::left range argument_list::left ( binary_operator::left binary_operator::left call::left len argument_list::left ( var_1 ) argument_list::right call::right - var_3 binary_operator::right + 1 binary_operator::right ) argument_list::right call::right : block::left for_statement::left for var_6 in call::left range argument_list::left ( binary_operator::left var_3 + 1 binary_operator::right ) argument_list::right call::right : block::left if_statement::left if comparison_operator::left subscript::left var_1 [ slice::left var_5 : binary_operator::left var_5 + var_3 binary_operator::right slice::right ] subscript::right == subscript::left var_4 [ slice::left var_6 : binary_operator::left var_6 + var_3 binary_operator::right slice::right ] subscript::right comparison_operator::right : block::left return_statement::left return True return_statement::right block::right if_statement::right block::right for_statement::right block::right for_statement::right return_statement::left return False return_statement::right block::right function_definition::right module::right",human
54,"def string_to_md5(text):
    import hashlib
    return hashlib.md5(text.encode('ascii')).hexdigest() if text else None
","def string_to_md5(var_1):
    import hashlib
    return hashlib.md5(var_1.encode('ascii')).hexdigest() if var_1 else None
",module::left function_definition::left def string_to_md5 parameters::left ( var_1 ) parameters::right : block::left import_statement::left import dotted_name::left hashlib dotted_name::right import_statement::right return_statement::left return conditional_expression::left call::left attribute::left call::left attribute::left hashlib . md5 attribute::right argument_list::left ( call::left attribute::left var_1 . encode attribute::right argument_list::left ( string::left ' ascii ' string::right ) argument_list::right call::right ) argument_list::right call::right . hexdigest attribute::right argument_list::left ( ) argument_list::right call::right if var_1 else None conditional_expression::right return_statement::right block::right function_definition::right module::right,human
55,"def incr_list(l: list):
    return [x + 1 for x in l]","def incr_list(var_1: list):
    return [x + 1 for x in var_1]",module::left function_definition::left def incr_list parameters::left ( typed_parameter::left var_1 : type::left list type::right typed_parameter::right ) parameters::right : block::left return_statement::left return list_comprehension::left [ binary_operator::left x + 1 binary_operator::right for_in_clause::left for x in var_1 for_in_clause::right ] list_comprehension::right return_statement::right block::right function_definition::right module::right,lm
56,"def remove_vowels(text):
    vowels = 'aeiouAEIOU'
    return ''.join([char for char in text if char not in vowels])","def remove_vowels(var_1):
    var_2 = 'aeiouAEIOU'
    return ''.join([char for char in var_1 if char not in var_2])",module::left function_definition::left def remove_vowels parameters::left ( var_1 ) parameters::right : block::left expression_statement::left assignment::left var_2 = string::left ' aeiouAEIOU ' string::right assignment::right expression_statement::right return_statement::left return call::left attribute::left string::left ' ' string::right . join attribute::right argument_list::left ( list_comprehension::left [ char for_in_clause::left for char in var_1 for_in_clause::right if_clause::left if comparison_operator::left char not in var_2 comparison_operator::right if_clause::right ] list_comprehension::right ) argument_list::right call::right return_statement::right block::right function_definition::right module::right,lm
57,"def file_name_check(file_name):
    valid_extensions = ['txt', 'exe', 'dll']
    name_parts = file_name.split('.')

    # Check if there is exactly one dot in the name.
    if len(name_parts) != 2:
        return 'No'
    
    # Check the substring before the dot for required conditions.
    name_body, extension = name_parts
    if not name_body[0].isalpha():
        return 'No'
    
    # Ensure the name contains no more than three digits.
    digit_count = sum(c.isdigit() for c in name_body)
    if digit_count > 3:
        return 'No'
    
    # Check if the extension is valid.
    if extension not in valid_extensions:
        return 'No'
    
    return 'Yes'","def file_name_check(var_1):
    var_2 = ['txt', 'exe', 'dll']
    var_3 = var_1.split('.')

    # Check if there is exactly one dot in the name.
    if len(var_3) != 2:
        return 'No'
    
    # Check the substring before the dot for required conditions.
    var_4, var_5 = var_3
    if not var_4[0].isalpha():
        return 'No'
    
    # Ensure the name contains no more than three digits.
    var_6 = sum(c.isdigit() for c in var_4)
    if var_6 > 3:
        return 'No'
    
    # Check if the extension is valid.
    if var_5 not in var_2:
        return 'No'
    
    return 'Yes'","module::left function_definition::left def file_name_check parameters::left ( var_1 ) parameters::right : block::left expression_statement::left assignment::left var_2 = list::left [ string::left ' txt ' string::right , string::left ' exe ' string::right , string::left ' dll ' string::right ] list::right assignment::right expression_statement::right expression_statement::left assignment::left var_3 = call::left attribute::left var_1 . split attribute::right argument_list::left ( string::left ' . ' string::right ) argument_list::right call::right assignment::right expression_statement::right # Check if there is exactly one dot in the name. if_statement::left if comparison_operator::left call::left len argument_list::left ( var_3 ) argument_list::right call::right != 2 comparison_operator::right : block::left return_statement::left return string::left ' No ' string::right return_statement::right block::right if_statement::right # Check the substring before the dot for required conditions. expression_statement::left assignment::left pattern_list::left var_4 , var_5 pattern_list::right = var_3 assignment::right expression_statement::right if_statement::left if not_operator::left not call::left attribute::left subscript::left var_4 [ 0 ] subscript::right . isalpha attribute::right argument_list::left ( ) argument_list::right call::right not_operator::right : block::left return_statement::left return string::left ' No ' string::right return_statement::right block::right if_statement::right # Ensure the name contains no more than three digits. expression_statement::left assignment::left var_6 = call::left sum generator_expression::left ( call::left attribute::left c . isdigit attribute::right argument_list::left ( ) argument_list::right call::right for_in_clause::left for c in var_4 for_in_clause::right ) generator_expression::right call::right assignment::right expression_statement::right if_statement::left if comparison_operator::left var_6 > 3 comparison_operator::right : block::left return_statement::left return string::left ' No ' string::right return_statement::right block::right if_statement::right # Check if the extension is valid. if_statement::left if comparison_operator::left var_5 not in var_2 comparison_operator::right : block::left return_statement::left return string::left ' No ' string::right return_statement::right block::right if_statement::right return_statement::left return string::left ' Yes ' string::right return_statement::right block::right function_definition::right module::right",lm
58,"def odd_count(lst):
    res = []
    for arr in lst:
        n = sum(int(d)%2==1 for d in arr)
        res.append(""the number of odd elements "" + str(n) + ""n the str""+ str(n) +""ng ""+ str(n) +"" of the ""+ str(n) +""nput."")
    return res
","def odd_count(var_1):
    var_2 = []
    for var_3 in var_1:
        var_4 = sum(int(d)%2==1 for d in var_3)
        var_2.append(""the number of odd elements "" + str(var_4) + ""n the str""+ str(var_4) +""ng ""+ str(var_4) +"" of the ""+ str(var_4) +""nput."")
    return var_2
","module::left function_definition::left def odd_count parameters::left ( var_1 ) parameters::right : block::left expression_statement::left assignment::left var_2 = list::left [ ] list::right assignment::right expression_statement::right for_statement::left for var_3 in var_1 : block::left expression_statement::left assignment::left var_4 = call::left sum generator_expression::left ( comparison_operator::left binary_operator::left call::left int argument_list::left ( d ) argument_list::right call::right % 2 binary_operator::right == 1 comparison_operator::right for_in_clause::left for d in var_3 for_in_clause::right ) generator_expression::right call::right assignment::right expression_statement::right expression_statement::left call::left attribute::left var_2 . append attribute::right argument_list::left ( binary_operator::left binary_operator::left binary_operator::left binary_operator::left binary_operator::left binary_operator::left binary_operator::left binary_operator::left string::left "" the number of odd elements  "" string::right + call::left str argument_list::left ( var_4 ) argument_list::right call::right binary_operator::right + string::left "" n the str "" string::right binary_operator::right + call::left str argument_list::left ( var_4 ) argument_list::right call::right binary_operator::right + string::left "" ng  "" string::right binary_operator::right + call::left str argument_list::left ( var_4 ) argument_list::right call::right binary_operator::right + string::left ""  of the  "" string::right binary_operator::right + call::left str argument_list::left ( var_4 ) argument_list::right call::right binary_operator::right + string::left "" nput. "" string::right binary_operator::right ) argument_list::right call::right expression_statement::right block::right for_statement::right return_statement::left return var_2 return_statement::right block::right function_definition::right module::right",human
59,"def triangle_area(a, b, c):
    if (a + b > c) and (a + c > b) and (b + c > a):
        s = (a + b + c) / 2
        area = (s*(s-a)*(s-b)*(s-c)) ** 0.5
        return round(area, 2)
    else:
        return -1","def triangle_area(var_1, var_2, var_3):
    if (var_1 + var_2 > var_3) and (var_1 + var_3 > var_2) and (var_2 + var_3 > var_1):
        var_4 = (var_1 + var_2 + var_3) / 2
        var_5 = (var_4*(var_4-var_1)*(var_4-var_2)*(var_4-var_3)) ** 0.5
        return round(var_5, 2)
    else:
        return -1","module::left function_definition::left def triangle_area parameters::left ( var_1 , var_2 , var_3 ) parameters::right : block::left if_statement::left if boolean_operator::left boolean_operator::left parenthesized_expression::left ( comparison_operator::left binary_operator::left var_1 + var_2 binary_operator::right > var_3 comparison_operator::right ) parenthesized_expression::right and parenthesized_expression::left ( comparison_operator::left binary_operator::left var_1 + var_3 binary_operator::right > var_2 comparison_operator::right ) parenthesized_expression::right boolean_operator::right and parenthesized_expression::left ( comparison_operator::left binary_operator::left var_2 + var_3 binary_operator::right > var_1 comparison_operator::right ) parenthesized_expression::right boolean_operator::right : block::left expression_statement::left assignment::left var_4 = binary_operator::left parenthesized_expression::left ( binary_operator::left binary_operator::left var_1 + var_2 binary_operator::right + var_3 binary_operator::right ) parenthesized_expression::right / 2 binary_operator::right assignment::right expression_statement::right expression_statement::left assignment::left var_5 = binary_operator::left parenthesized_expression::left ( binary_operator::left binary_operator::left binary_operator::left var_4 * parenthesized_expression::left ( binary_operator::left var_4 - var_1 binary_operator::right ) parenthesized_expression::right binary_operator::right * parenthesized_expression::left ( binary_operator::left var_4 - var_2 binary_operator::right ) parenthesized_expression::right binary_operator::right * parenthesized_expression::left ( binary_operator::left var_4 - var_3 binary_operator::right ) parenthesized_expression::right binary_operator::right ) parenthesized_expression::right ** 0.5 binary_operator::right assignment::right expression_statement::right return_statement::left return call::left round argument_list::left ( var_5 , 2 ) argument_list::right call::right return_statement::right block::right else_clause::left else : block::left return_statement::left return unary_operator::left - 1 unary_operator::right return_statement::right block::right else_clause::right if_statement::right block::right function_definition::right module::right",lm
60,"def median(l: list):
    sorted_list = sorted(l)
    n = len(sorted_list)
    mid = n // 2
    if n % 2 == 0:
        return (sorted_list[mid - 1] + sorted_list[mid]) / 2
    else:
        return sorted_list[mid]","def median(var_1: list):
    var_2 = sorted(var_1)
    var_3 = len(var_2)
    var_4 = var_3 // 2
    if var_3 % 2 == 0:
        return (var_2[var_4 - 1] + var_2[var_4]) / 2
    else:
        return var_2[var_4]",module::left function_definition::left def median parameters::left ( typed_parameter::left var_1 : type::left list type::right typed_parameter::right ) parameters::right : block::left expression_statement::left assignment::left var_2 = call::left sorted argument_list::left ( var_1 ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left assignment::left var_3 = call::left len argument_list::left ( var_2 ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left assignment::left var_4 = binary_operator::left var_3 // 2 binary_operator::right assignment::right expression_statement::right if_statement::left if comparison_operator::left binary_operator::left var_3 % 2 binary_operator::right == 0 comparison_operator::right : block::left return_statement::left return binary_operator::left parenthesized_expression::left ( binary_operator::left subscript::left var_2 [ binary_operator::left var_4 - 1 binary_operator::right ] subscript::right + subscript::left var_2 [ var_4 ] subscript::right binary_operator::right ) parenthesized_expression::right / 2 binary_operator::right return_statement::right block::right else_clause::left else : block::left return_statement::left return subscript::left var_2 [ var_4 ] subscript::right return_statement::right block::right else_clause::right if_statement::right block::right function_definition::right module::right,lm
61,"def do_algebra(operator, operand):
    expression = str(operand[0])
    for oprt, oprn in zip(operator, operand[1:]):
        expression+= oprt + str(oprn)
    return eval(expression)
","def do_algebra(var_1, var_2):
    var_3 = str(var_2[0])
    for var_4, var_5 in zip(var_1, var_2[1:]):
        var_3+= var_4 + str(var_5)
    return eval(var_3)
","module::left function_definition::left def do_algebra parameters::left ( var_1 , var_2 ) parameters::right : block::left expression_statement::left assignment::left var_3 = call::left str argument_list::left ( subscript::left var_2 [ 0 ] subscript::right ) argument_list::right call::right assignment::right expression_statement::right for_statement::left for pattern_list::left var_4 , var_5 pattern_list::right in call::left zip argument_list::left ( var_1 , subscript::left var_2 [ slice::left 1 : slice::right ] subscript::right ) argument_list::right call::right : block::left expression_statement::left augmented_assignment::left var_3 += binary_operator::left var_4 + call::left str argument_list::left ( var_5 ) argument_list::right call::right binary_operator::right augmented_assignment::right expression_statement::right block::right for_statement::right return_statement::left return call::left eval argument_list::left ( var_3 ) argument_list::right call::right return_statement::right block::right function_definition::right module::right",human
62,"def add(lst):
    return sum([lst[i] for i in range(1, len(lst), 2) if lst[i]%2 == 0])
","def add(var_1):
    return sum([var_1[i] for i in range(1, len(var_1), 2) if var_1[i]%2 == 0])
","module::left function_definition::left def add parameters::left ( var_1 ) parameters::right : block::left return_statement::left return call::left sum argument_list::left ( list_comprehension::left [ subscript::left var_1 [ i ] subscript::right for_in_clause::left for i in call::left range argument_list::left ( 1 , call::left len argument_list::left ( var_1 ) argument_list::right call::right , 2 ) argument_list::right call::right for_in_clause::right if_clause::left if comparison_operator::left binary_operator::left subscript::left var_1 [ i ] subscript::right % 2 binary_operator::right == 0 comparison_operator::right if_clause::right ] list_comprehension::right ) argument_list::right call::right return_statement::right block::right function_definition::right module::right",human
63,"def count_distinct_characters(string: str) -> int:
    return len(set(string.lower()))","def count_distinct_characters(var_1: str) -> int:
    return len(set(var_1.lower()))",module::left function_definition::left def count_distinct_characters parameters::left ( typed_parameter::left var_1 : type::left str type::right typed_parameter::right ) parameters::right -> type::left int type::right : block::left return_statement::left return call::left len argument_list::left ( call::left set argument_list::left ( call::left attribute::left var_1 . lower attribute::right argument_list::left ( ) argument_list::right call::right ) argument_list::right call::right ) argument_list::right call::right return_statement::right block::right function_definition::right module::right,lm
64,"def generate_integers(a, b):
    # Ensure that the numbers are in ascending order.
    if b < a:
        a, b = b, a
    # Generate and filter even integers between a and b (inclusive).
    return [i for i in range(a, b + 1) if i % 2 == 0]","def generate_integers(var_1, var_2):
    # Ensure that the numbers are in ascending order.
    if var_2 < var_1:
        var_1, var_2 = var_2, var_1
    # Generate and filter even integers between a and b (inclusive).
    return [i for i in range(var_1, var_2 + 1) if i % 2 == 0]","module::left function_definition::left def generate_integers parameters::left ( var_1 , var_2 ) parameters::right : # Ensure that the numbers are in ascending order. block::left if_statement::left if comparison_operator::left var_2 < var_1 comparison_operator::right : block::left expression_statement::left assignment::left pattern_list::left var_1 , var_2 pattern_list::right = expression_list::left var_2 , var_1 expression_list::right assignment::right expression_statement::right block::right if_statement::right # Generate and filter even integers between a and b (inclusive). return_statement::left return list_comprehension::left [ i for_in_clause::left for i in call::left range argument_list::left ( var_1 , binary_operator::left var_2 + 1 binary_operator::right ) argument_list::right call::right for_in_clause::right if_clause::left if comparison_operator::left binary_operator::left i % 2 binary_operator::right == 0 comparison_operator::right if_clause::right ] list_comprehension::right return_statement::right block::right function_definition::right module::right",lm
