idx,code,new_code,ast,label
29,"import java.util.Collections;
import java.util.List;

public class Solution {
    public double median(List<Integer> l) {
        Collections.sort(l);
        int size = l.size();
        if (size % 2 == 1) {
            return l.get(size / 2);
        } else {
            return (l.get((size - 1) / 2) + l.get(size / 2)) / 2.0;
        }
    }
}","import java.util.Collections;
import java.util.List;

public class Solution {
    public double median(List<Integer> var_1) {
        Collections.sort(var_1);
        int var_2 = var_1.var_2();
        if (var_2 % 2 == 1) {
            return var_1.get(var_2 / 2);
        } else {
            return (var_1.get((var_2 - 1) / 2) + var_1.get(var_2 / 2)) / 2.0;
        }
    }
}",program::left import_declaration::left import scoped_identifier::left scoped_identifier::left java . util scoped_identifier::right . Collections scoped_identifier::right ; import_declaration::right import_declaration::left import scoped_identifier::left scoped_identifier::left java . util scoped_identifier::right . List scoped_identifier::right ; import_declaration::right class_declaration::left modifiers::left public modifiers::right class Solution class_body::left { method_declaration::left modifiers::left public modifiers::right floating_point_type::left double floating_point_type::right median formal_parameters::left ( formal_parameter::left generic_type::left List type_arguments::left < Integer > type_arguments::right generic_type::right var_1 formal_parameter::right ) formal_parameters::right block::left { expression_statement::left method_invocation::left Collections . sort argument_list::left ( var_1 ) argument_list::right method_invocation::right ; expression_statement::right local_variable_declaration::left integral_type::left int integral_type::right variable_declarator::left var_2 = method_invocation::left var_1 . var_2 argument_list::left ( ) argument_list::right method_invocation::right variable_declarator::right ; local_variable_declaration::right if_statement::left if condition::left ( binary_expression::left binary_expression::left var_2 % 2 binary_expression::right == 1 binary_expression::right ) condition::right block::left { return_statement::left return method_invocation::left var_1 . get argument_list::left ( binary_expression::left var_2 / 2 binary_expression::right ) argument_list::right method_invocation::right ; return_statement::right } block::right else block::left { return_statement::left return binary_expression::left parenthesized_expression::left ( binary_expression::left method_invocation::left var_1 . get argument_list::left ( binary_expression::left parenthesized_expression::left ( binary_expression::left var_2 - 1 binary_expression::right ) parenthesized_expression::right / 2 binary_expression::right ) argument_list::right method_invocation::right + method_invocation::left var_1 . get argument_list::left ( binary_expression::left var_2 / 2 binary_expression::right ) argument_list::right method_invocation::right binary_expression::right ) parenthesized_expression::right / 2.0 binary_expression::right ; return_statement::right } block::right if_statement::right } block::right method_declaration::right } class_body::right class_declaration::right program::right,lm
30,"import java.util.*;
import java.lang.*;

class Solution {
    public boolean iscube(int a) {
        a = Math.abs(a);
        return Math.round(Math.pow(Math.round(Math.pow(a, 1. / 3)), 3)) == a;
    }
}","import java.util.*;
import java.lang.*;

class Solution {
    public boolean iscube(int var_1) {
        var_1 = Math.abs(var_1);
        return Math.round(Math.pow(Math.round(Math.pow(var_1, 1. / 3)), 3)) == var_1;
    }
}","program::left import_declaration::left import scoped_identifier::left java . util scoped_identifier::right . asterisk::left * asterisk::right ; import_declaration::right import_declaration::left import scoped_identifier::left java . lang scoped_identifier::right . asterisk::left * asterisk::right ; import_declaration::right class_declaration::left class Solution class_body::left { method_declaration::left modifiers::left public modifiers::right boolean iscube formal_parameters::left ( formal_parameter::left integral_type::left int integral_type::right var_1 formal_parameter::right ) formal_parameters::right block::left { expression_statement::left assignment_expression::left var_1 = method_invocation::left Math . abs argument_list::left ( var_1 ) argument_list::right method_invocation::right assignment_expression::right ; expression_statement::right return_statement::left return binary_expression::left method_invocation::left Math . round argument_list::left ( method_invocation::left Math . pow argument_list::left ( method_invocation::left Math . round argument_list::left ( method_invocation::left Math . pow argument_list::left ( var_1 , binary_expression::left 1. / 3 binary_expression::right ) argument_list::right method_invocation::right ) argument_list::right method_invocation::right , 3 ) argument_list::right method_invocation::right ) argument_list::right method_invocation::right == var_1 binary_expression::right ; return_statement::right } block::right method_declaration::right } class_body::right class_declaration::right program::right",human
31,"public class Solution {
    public String stringSequence(int n) {
        StringBuilder sb = new StringBuilder();
        for(int i = 0; i <= n; i++) {
            sb.append(i).append("" "");
        }
        return sb.toString().trim();
    }
}","public class Solution {
    public String stringSequence(int var_1) {
        StringBuilder var_2 = new StringBuilder();
        for(int var_3 = 0; var_3 <= var_1; var_3++) {
            var_2.append(var_3).append("" "");
        }
        return var_2.toString().trim();
    }
}","program::left class_declaration::left modifiers::left public modifiers::right class Solution class_body::left { method_declaration::left modifiers::left public modifiers::right String stringSequence formal_parameters::left ( formal_parameter::left integral_type::left int integral_type::right var_1 formal_parameter::right ) formal_parameters::right block::left { local_variable_declaration::left StringBuilder variable_declarator::left var_2 = object_creation_expression::left new StringBuilder argument_list::left ( ) argument_list::right object_creation_expression::right variable_declarator::right ; local_variable_declaration::right for_statement::left for ( local_variable_declaration::left integral_type::left int integral_type::right variable_declarator::left var_3 = 0 variable_declarator::right ; local_variable_declaration::right binary_expression::left var_3 <= var_1 binary_expression::right ; update_expression::left var_3 ++ update_expression::right ) block::left { expression_statement::left method_invocation::left method_invocation::left var_2 . append argument_list::left ( var_3 ) argument_list::right method_invocation::right . append argument_list::left ( "" "" ) argument_list::right method_invocation::right ; expression_statement::right } block::right for_statement::right return_statement::left return method_invocation::left method_invocation::left var_2 . toString argument_list::left ( ) argument_list::right method_invocation::right . trim argument_list::left ( ) argument_list::right method_invocation::right ; return_statement::right } block::right method_declaration::right } class_body::right class_declaration::right program::right",lm
32,"import java.util.*;
import java.lang.*;

class Solution {
    public List<Integer> uniqueDigits(List<Integer> x) {
        List<Integer> odd_digit_elements = new ArrayList<>();
        for (int i : x) {
            boolean is_unique = true;
            for (char c : String.valueOf(i).toCharArray()) {
                if ((c - '0') % 2 == 0) {
                    is_unique = false;
                    break;
                }
            }
            if (is_unique) {
                odd_digit_elements.add(i);
            }
        }
        Collections.sort(odd_digit_elements);
        return odd_digit_elements;
    }
}","import java.util.*;
import java.lang.*;

class Solution {
    public List<Integer> uniqueDigits(List<Integer> var_1) {
        List<Integer> var_2 = new ArrayList<>();
        for (int var_3 : var_1) {
            boolean var_4 = true;
            for (char var_5 : String.valueOf(var_3).toCharArray()) {
                if ((var_5 - '0') % 2 == 0) {
                    var_4 = false;
                    break;
                }
            }
            if (var_4) {
                var_2.add(var_3);
            }
        }
        Collections.sort(var_2);
        return var_2;
    }
}",program::left import_declaration::left import scoped_identifier::left java . util scoped_identifier::right . asterisk::left * asterisk::right ; import_declaration::right import_declaration::left import scoped_identifier::left java . lang scoped_identifier::right . asterisk::left * asterisk::right ; import_declaration::right class_declaration::left class Solution class_body::left { method_declaration::left modifiers::left public modifiers::right generic_type::left List type_arguments::left < Integer > type_arguments::right generic_type::right uniqueDigits formal_parameters::left ( formal_parameter::left generic_type::left List type_arguments::left < Integer > type_arguments::right generic_type::right var_1 formal_parameter::right ) formal_parameters::right block::left { local_variable_declaration::left generic_type::left List type_arguments::left < Integer > type_arguments::right generic_type::right variable_declarator::left var_2 = object_creation_expression::left new generic_type::left ArrayList type_arguments::left < > type_arguments::right generic_type::right argument_list::left ( ) argument_list::right object_creation_expression::right variable_declarator::right ; local_variable_declaration::right enhanced_for_statement::left for ( integral_type::left int integral_type::right var_3 : var_1 ) block::left { local_variable_declaration::left boolean variable_declarator::left var_4 = true variable_declarator::right ; local_variable_declaration::right enhanced_for_statement::left for ( integral_type::left char integral_type::right var_5 : method_invocation::left method_invocation::left String . valueOf argument_list::left ( var_3 ) argument_list::right method_invocation::right . toCharArray argument_list::left ( ) argument_list::right method_invocation::right ) block::left { if_statement::left if condition::left ( binary_expression::left binary_expression::left parenthesized_expression::left ( binary_expression::left var_5 - '0' binary_expression::right ) parenthesized_expression::right % 2 binary_expression::right == 0 binary_expression::right ) condition::right block::left { expression_statement::left assignment_expression::left var_4 = false assignment_expression::right ; expression_statement::right break_statement::left break ; break_statement::right } block::right if_statement::right } block::right enhanced_for_statement::right if_statement::left if condition::left ( var_4 ) condition::right block::left { expression_statement::left method_invocation::left var_2 . add argument_list::left ( var_3 ) argument_list::right method_invocation::right ; expression_statement::right } block::right if_statement::right } block::right enhanced_for_statement::right expression_statement::left method_invocation::left Collections . sort argument_list::left ( var_2 ) argument_list::right method_invocation::right ; expression_statement::right return_statement::left return var_2 ; return_statement::right } block::right method_declaration::right } class_body::right class_declaration::right program::right,human
33,"import java.util.*;
import java.lang.*;

class Solution {
    public String findMax(List<String> words) {
        List<String> words_sort = new ArrayList<>(words);
        words_sort.sort(new Comparator<String>() {
            @Override
            public int compare(String o1, String o2) {
                Set<Character> s1 = new HashSet<>();
                for (char ch : o1.toCharArray()) {
                    s1.add(ch);
                }
                Set<Character> s2 = new HashSet<>();
                for (char ch : o2.toCharArray()) {
                    s2.add(ch);
                }
                if (s1.size() > s2.size()) {
                    return 1;
                } else if (s1.size() < s2.size()) {
                    return -1;
                } else {
                    return -o1.compareTo(o2);
                }
            }
        });
        return words_sort.get(words_sort.size() - 1);
    }
}","import java.util.*;
import java.lang.*;

class Solution {
    public String findMax(List<String> var_1) {
        List<String> var_2 = new ArrayList<>(var_1);
        var_2.sort(new Comparator<String>() {
            @Override
            public int compare(String var_3, String var_4) {
                Set<Character> var_5 = new HashSet<>();
                for (char var_6 : var_3.toCharArray()) {
                    var_5.add(var_6);
                }
                Set<Character> var_7 = new HashSet<>();
                for (char var_6 : var_4.toCharArray()) {
                    var_7.add(var_6);
                }
                if (var_5.size() > var_7.size()) {
                    return 1;
                } else if (var_5.size() < var_7.size()) {
                    return -1;
                } else {
                    return -var_3.compareTo(var_4);
                }
            }
        });
        return var_2.get(var_2.size() - 1);
    }
}","program::left import_declaration::left import scoped_identifier::left java . util scoped_identifier::right . asterisk::left * asterisk::right ; import_declaration::right import_declaration::left import scoped_identifier::left java . lang scoped_identifier::right . asterisk::left * asterisk::right ; import_declaration::right class_declaration::left class Solution class_body::left { method_declaration::left modifiers::left public modifiers::right String findMax formal_parameters::left ( formal_parameter::left generic_type::left List type_arguments::left < String > type_arguments::right generic_type::right var_1 formal_parameter::right ) formal_parameters::right block::left { local_variable_declaration::left generic_type::left List type_arguments::left < String > type_arguments::right generic_type::right variable_declarator::left var_2 = object_creation_expression::left new generic_type::left ArrayList type_arguments::left < > type_arguments::right generic_type::right argument_list::left ( var_1 ) argument_list::right object_creation_expression::right variable_declarator::right ; local_variable_declaration::right expression_statement::left method_invocation::left var_2 . sort argument_list::left ( object_creation_expression::left new generic_type::left Comparator type_arguments::left < String > type_arguments::right generic_type::right argument_list::left ( ) argument_list::right class_body::left { method_declaration::left modifiers::left marker_annotation::left @ Override marker_annotation::right public modifiers::right integral_type::left int integral_type::right compare formal_parameters::left ( formal_parameter::left String var_3 formal_parameter::right , formal_parameter::left String var_4 formal_parameter::right ) formal_parameters::right block::left { local_variable_declaration::left generic_type::left Set type_arguments::left < Character > type_arguments::right generic_type::right variable_declarator::left var_5 = object_creation_expression::left new generic_type::left HashSet type_arguments::left < > type_arguments::right generic_type::right argument_list::left ( ) argument_list::right object_creation_expression::right variable_declarator::right ; local_variable_declaration::right enhanced_for_statement::left for ( integral_type::left char integral_type::right var_6 : method_invocation::left var_3 . toCharArray argument_list::left ( ) argument_list::right method_invocation::right ) block::left { expression_statement::left method_invocation::left var_5 . add argument_list::left ( var_6 ) argument_list::right method_invocation::right ; expression_statement::right } block::right enhanced_for_statement::right local_variable_declaration::left generic_type::left Set type_arguments::left < Character > type_arguments::right generic_type::right variable_declarator::left var_7 = object_creation_expression::left new generic_type::left HashSet type_arguments::left < > type_arguments::right generic_type::right argument_list::left ( ) argument_list::right object_creation_expression::right variable_declarator::right ; local_variable_declaration::right enhanced_for_statement::left for ( integral_type::left char integral_type::right var_6 : method_invocation::left var_4 . toCharArray argument_list::left ( ) argument_list::right method_invocation::right ) block::left { expression_statement::left method_invocation::left var_7 . add argument_list::left ( var_6 ) argument_list::right method_invocation::right ; expression_statement::right } block::right enhanced_for_statement::right if_statement::left if condition::left ( binary_expression::left method_invocation::left var_5 . size argument_list::left ( ) argument_list::right method_invocation::right > method_invocation::left var_7 . size argument_list::left ( ) argument_list::right method_invocation::right binary_expression::right ) condition::right block::left { return_statement::left return 1 ; return_statement::right } block::right else if_statement::left if condition::left ( binary_expression::left method_invocation::left var_5 . size argument_list::left ( ) argument_list::right method_invocation::right < method_invocation::left var_7 . size argument_list::left ( ) argument_list::right method_invocation::right binary_expression::right ) condition::right block::left { return_statement::left return unary_expression::left - 1 unary_expression::right ; return_statement::right } block::right else block::left { return_statement::left return unary_expression::left - method_invocation::left var_3 . compareTo argument_list::left ( var_4 ) argument_list::right method_invocation::right unary_expression::right ; return_statement::right } block::right if_statement::right if_statement::right } block::right method_declaration::right } class_body::right object_creation_expression::right ) argument_list::right method_invocation::right ; expression_statement::right return_statement::left return method_invocation::left var_2 . get argument_list::left ( binary_expression::left method_invocation::left var_2 . size argument_list::left ( ) argument_list::right method_invocation::right - 1 binary_expression::right ) argument_list::right method_invocation::right ; return_statement::right } block::right method_declaration::right } class_body::right class_declaration::right program::right",human
34,"import java.util.*;
import java.lang.*;

class Solution {
    public List<Integer> sortArray(List<Integer> array) {
        if (array.size() == 0) {
            return array;
        }
        List<Integer> result = new ArrayList<>(array);
        if ((result.get(0) + result.get(result.size() - 1)) % 2 == 1) {
            Collections.sort(result);
        } else {
            result.sort(Collections.reverseOrder());
        }
        return result;
    }
}","import java.util.*;
import java.lang.*;

class Solution {
    public List<Integer> sortArray(List<Integer> var_1) {
        if (var_1.size() == 0) {
            return var_1;
        }
        List<Integer> var_2 = new ArrayList<>(var_1);
        if ((var_2.get(0) + var_2.get(var_2.size() - 1)) % 2 == 1) {
            Collections.sort(var_2);
        } else {
            var_2.sort(Collections.reverseOrder());
        }
        return var_2;
    }
}",program::left import_declaration::left import scoped_identifier::left java . util scoped_identifier::right . asterisk::left * asterisk::right ; import_declaration::right import_declaration::left import scoped_identifier::left java . lang scoped_identifier::right . asterisk::left * asterisk::right ; import_declaration::right class_declaration::left class Solution class_body::left { method_declaration::left modifiers::left public modifiers::right generic_type::left List type_arguments::left < Integer > type_arguments::right generic_type::right sortArray formal_parameters::left ( formal_parameter::left generic_type::left List type_arguments::left < Integer > type_arguments::right generic_type::right var_1 formal_parameter::right ) formal_parameters::right block::left { if_statement::left if condition::left ( binary_expression::left method_invocation::left var_1 . size argument_list::left ( ) argument_list::right method_invocation::right == 0 binary_expression::right ) condition::right block::left { return_statement::left return var_1 ; return_statement::right } block::right if_statement::right local_variable_declaration::left generic_type::left List type_arguments::left < Integer > type_arguments::right generic_type::right variable_declarator::left var_2 = object_creation_expression::left new generic_type::left ArrayList type_arguments::left < > type_arguments::right generic_type::right argument_list::left ( var_1 ) argument_list::right object_creation_expression::right variable_declarator::right ; local_variable_declaration::right if_statement::left if condition::left ( binary_expression::left binary_expression::left parenthesized_expression::left ( binary_expression::left method_invocation::left var_2 . get argument_list::left ( 0 ) argument_list::right method_invocation::right + method_invocation::left var_2 . get argument_list::left ( binary_expression::left method_invocation::left var_2 . size argument_list::left ( ) argument_list::right method_invocation::right - 1 binary_expression::right ) argument_list::right method_invocation::right binary_expression::right ) parenthesized_expression::right % 2 binary_expression::right == 1 binary_expression::right ) condition::right block::left { expression_statement::left method_invocation::left Collections . sort argument_list::left ( var_2 ) argument_list::right method_invocation::right ; expression_statement::right } block::right else block::left { expression_statement::left method_invocation::left var_2 . sort argument_list::left ( method_invocation::left Collections . reverseOrder argument_list::left ( ) argument_list::right method_invocation::right ) argument_list::right method_invocation::right ; expression_statement::right } block::right if_statement::right return_statement::left return var_2 ; return_statement::right } block::right method_declaration::right } class_body::right class_declaration::right program::right,human
35,"import java.util.*;
import java.lang.*;

class Solution {
    public String filenameCheck(String file_name) {
        List<String> suf = Arrays.asList(""txt"", ""exe"", ""dll"");
        String[] lst = file_name.split(""\\."" );
        if (lst.length != 2 || !suf.contains(lst[1]) || lst[0].isEmpty() || !Character.isLetter(lst[0].charAt(0))) {
            return ""No"";
        }
        int t = (int) lst[0].chars().map(x -> (char) x).filter(Character::isDigit).count();
        if (t > 3) {
            return ""No"";
        }
        return ""Yes"";
    }
}","import java.util.*;
import java.lang.*;

class Solution {
    public String filenameCheck(String var_1) {
        List<String> var_2 = Arrays.asList(""txt"", ""exe"", ""dll"");
        String[] var_3 = var_1.split(""\\."" );
        if (var_3.length != 2 || !var_2.contains(var_3[1]) || var_3[0].isEmpty() || !Character.isLetter(var_3[0].charAt(0))) {
            return ""No"";
        }
        int var_4 = (int) var_3[0].chars().map(x -> (char) x).filter(Character::isDigit).count();
        if (var_4 > 3) {
            return ""No"";
        }
        return ""Yes"";
    }
}","program::left import_declaration::left import scoped_identifier::left java . util scoped_identifier::right . asterisk::left * asterisk::right ; import_declaration::right import_declaration::left import scoped_identifier::left java . lang scoped_identifier::right . asterisk::left * asterisk::right ; import_declaration::right class_declaration::left class Solution class_body::left { method_declaration::left modifiers::left public modifiers::right String filenameCheck formal_parameters::left ( formal_parameter::left String var_1 formal_parameter::right ) formal_parameters::right block::left { local_variable_declaration::left generic_type::left List type_arguments::left < String > type_arguments::right generic_type::right variable_declarator::left var_2 = method_invocation::left Arrays . asList argument_list::left ( ""txt"" , ""exe"" , ""dll"" ) argument_list::right method_invocation::right variable_declarator::right ; local_variable_declaration::right local_variable_declaration::left array_type::left String dimensions::left [ ] dimensions::right array_type::right variable_declarator::left var_3 = method_invocation::left var_1 . split argument_list::left ( ""\\."" ) argument_list::right method_invocation::right variable_declarator::right ; local_variable_declaration::right if_statement::left if condition::left ( binary_expression::left binary_expression::left binary_expression::left binary_expression::left field_access::left var_3 . length field_access::right != 2 binary_expression::right || unary_expression::left ! method_invocation::left var_2 . contains argument_list::left ( array_access::left var_3 [ 1 ] array_access::right ) argument_list::right method_invocation::right unary_expression::right binary_expression::right || method_invocation::left array_access::left var_3 [ 0 ] array_access::right . isEmpty argument_list::left ( ) argument_list::right method_invocation::right binary_expression::right || unary_expression::left ! method_invocation::left Character . isLetter argument_list::left ( method_invocation::left array_access::left var_3 [ 0 ] array_access::right . charAt argument_list::left ( 0 ) argument_list::right method_invocation::right ) argument_list::right method_invocation::right unary_expression::right binary_expression::right ) condition::right block::left { return_statement::left return ""No"" ; return_statement::right } block::right if_statement::right local_variable_declaration::left integral_type::left int integral_type::right variable_declarator::left var_4 = cast_expression::left ( integral_type::left int integral_type::right ) method_invocation::left method_invocation::left method_invocation::left method_invocation::left array_access::left var_3 [ 0 ] array_access::right . chars argument_list::left ( ) argument_list::right method_invocation::right . map argument_list::left ( lambda_expression::left x -> cast_expression::left ( integral_type::left char integral_type::right ) x cast_expression::right lambda_expression::right ) argument_list::right method_invocation::right . filter argument_list::left ( method_reference::left Character :: isDigit method_reference::right ) argument_list::right method_invocation::right . count argument_list::left ( ) argument_list::right method_invocation::right cast_expression::right variable_declarator::right ; local_variable_declaration::right if_statement::left if condition::left ( binary_expression::left var_4 > 3 binary_expression::right ) condition::right block::left { return_statement::left return ""No"" ; return_statement::right } block::right if_statement::right return_statement::left return ""Yes"" ; return_statement::right } block::right method_declaration::right } class_body::right class_declaration::right program::right",human
36,"import java.util.*;
import java.lang.*;

class Solution {
    public Object splitWords(String txt) {
        if (txt.contains("" "" )) {
            return Arrays.asList(txt.split("" "" ));
        } else if (txt.contains("","" )) {
            return Arrays.asList(txt.split(""[,\s]"" ));
        } else {
            int count = 0;
            for (char c : txt.toCharArray()) {
                if (Character.isLowerCase(c) && (c - 'a') % 2 == 1) {
                    count += 1;
                }
            }
            return count;
        }
    }
}","import java.util.*;
import java.lang.*;

class Solution {
    public Object splitWords(String var_1) {
        if (var_1.contains("" "" )) {
            return Arrays.asList(var_1.split("" "" ));
        } else if (var_1.contains("","" )) {
            return Arrays.asList(var_1.split(""[,\s]"" ));
        } else {
            int var_2 = 0;
            for (char var_3 : var_1.toCharArray()) {
                if (Character.isLowerCase(var_3) && (var_3 - 'a') % 2 == 1) {
                    var_2 += 1;
                }
            }
            return var_2;
        }
    }
}","program::left import_declaration::left import scoped_identifier::left java . util scoped_identifier::right . asterisk::left * asterisk::right ; import_declaration::right import_declaration::left import scoped_identifier::left java . lang scoped_identifier::right . asterisk::left * asterisk::right ; import_declaration::right class_declaration::left class Solution class_body::left { method_declaration::left modifiers::left public modifiers::right Object splitWords formal_parameters::left ( formal_parameter::left String var_1 formal_parameter::right ) formal_parameters::right block::left { if_statement::left if condition::left ( method_invocation::left var_1 . contains argument_list::left ( "" "" ) argument_list::right method_invocation::right ) condition::right block::left { return_statement::left return method_invocation::left Arrays . asList argument_list::left ( method_invocation::left var_1 . split argument_list::left ( "" "" ) argument_list::right method_invocation::right ) argument_list::right method_invocation::right ; return_statement::right } block::right else if_statement::left if condition::left ( method_invocation::left var_1 . contains argument_list::left ( "","" ) argument_list::right method_invocation::right ) condition::right block::left { return_statement::left return method_invocation::left Arrays . asList argument_list::left ( method_invocation::left var_1 . split argument_list::left ( ""[,\s]"" ) argument_list::right method_invocation::right ) argument_list::right method_invocation::right ; return_statement::right } block::right else block::left { local_variable_declaration::left integral_type::left int integral_type::right variable_declarator::left var_2 = 0 variable_declarator::right ; local_variable_declaration::right enhanced_for_statement::left for ( integral_type::left char integral_type::right var_3 : method_invocation::left var_1 . toCharArray argument_list::left ( ) argument_list::right method_invocation::right ) block::left { if_statement::left if condition::left ( binary_expression::left method_invocation::left Character . isLowerCase argument_list::left ( var_3 ) argument_list::right method_invocation::right && binary_expression::left binary_expression::left parenthesized_expression::left ( binary_expression::left var_3 - 'a' binary_expression::right ) parenthesized_expression::right % 2 binary_expression::right == 1 binary_expression::right binary_expression::right ) condition::right block::left { expression_statement::left assignment_expression::left var_2 += 1 assignment_expression::right ; expression_statement::right } block::right if_statement::right } block::right enhanced_for_statement::right return_statement::left return var_2 ; return_statement::right } block::right if_statement::right if_statement::right } block::right method_declaration::right } class_body::right class_declaration::right program::right",human
37,"import java.util.*;
import java.lang.*;

class Solution {
    public List<Integer> eat(int number, int need, int remaining) {
        if (need <= remaining) {
            return Arrays.asList(number + need, remaining - need);
        } else {
            return Arrays.asList(number + remaining, 0);
        }
    }
}","import java.util.*;
import java.lang.*;

class Solution {
    public List<Integer> eat(int var_1, int var_2, int var_3) {
        if (var_2 <= var_3) {
            return Arrays.asList(var_1 + var_2, var_3 - var_2);
        } else {
            return Arrays.asList(var_1 + var_3, 0);
        }
    }
}","program::left import_declaration::left import scoped_identifier::left java . util scoped_identifier::right . asterisk::left * asterisk::right ; import_declaration::right import_declaration::left import scoped_identifier::left java . lang scoped_identifier::right . asterisk::left * asterisk::right ; import_declaration::right class_declaration::left class Solution class_body::left { method_declaration::left modifiers::left public modifiers::right generic_type::left List type_arguments::left < Integer > type_arguments::right generic_type::right eat formal_parameters::left ( formal_parameter::left integral_type::left int integral_type::right var_1 formal_parameter::right , formal_parameter::left integral_type::left int integral_type::right var_2 formal_parameter::right , formal_parameter::left integral_type::left int integral_type::right var_3 formal_parameter::right ) formal_parameters::right block::left { if_statement::left if condition::left ( binary_expression::left var_2 <= var_3 binary_expression::right ) condition::right block::left { return_statement::left return method_invocation::left Arrays . asList argument_list::left ( binary_expression::left var_1 + var_2 binary_expression::right , binary_expression::left var_3 - var_2 binary_expression::right ) argument_list::right method_invocation::right ; return_statement::right } block::right else block::left { return_statement::left return method_invocation::left Arrays . asList argument_list::left ( binary_expression::left var_1 + var_3 binary_expression::right , 0 ) argument_list::right method_invocation::right ; return_statement::right } block::right if_statement::right } block::right method_declaration::right } class_body::right class_declaration::right program::right",human
38,"import java.util.*;
import java.lang.*;

class Solution {
    public List<Integer> parseNestedParens(String paren_string) {
        String[] groups = paren_string.split("" "");
        List<Integer> result = new ArrayList<>(List.of());
        for (String group : groups) {
            if (group.length() > 0) {
                int depth = 0;
                int max_depth = 0;
                for (char c : group.toCharArray()) {
                    if (c == '(') {
                        depth += 1;
                        max_depth = Math.max(depth, max_depth);
                    } else {
                        depth -= 1;
                    }
                }
                result.add(max_depth);
            }
        }
        return result;
    }
}","import java.util.*;
import java.lang.*;

class Solution {
    public List<Integer> parseNestedParens(String var_1) {
        String[] var_2 = var_1.split("" "");
        List<Integer> var_3 = new ArrayList<>(List.of());
        for (String var_4 : var_2) {
            if (var_4.length() > 0) {
                int var_5 = 0;
                int var_6 = 0;
                for (char var_7 : var_4.toCharArray()) {
                    if (var_7 == '(') {
                        var_5 += 1;
                        var_6 = Math.max(var_5, var_6);
                    } else {
                        var_5 -= 1;
                    }
                }
                var_3.add(var_6);
            }
        }
        return var_3;
    }
}","program::left import_declaration::left import scoped_identifier::left java . util scoped_identifier::right . asterisk::left * asterisk::right ; import_declaration::right import_declaration::left import scoped_identifier::left java . lang scoped_identifier::right . asterisk::left * asterisk::right ; import_declaration::right class_declaration::left class Solution class_body::left { method_declaration::left modifiers::left public modifiers::right generic_type::left List type_arguments::left < Integer > type_arguments::right generic_type::right parseNestedParens formal_parameters::left ( formal_parameter::left String var_1 formal_parameter::right ) formal_parameters::right block::left { local_variable_declaration::left array_type::left String dimensions::left [ ] dimensions::right array_type::right variable_declarator::left var_2 = method_invocation::left var_1 . split argument_list::left ( "" "" ) argument_list::right method_invocation::right variable_declarator::right ; local_variable_declaration::right local_variable_declaration::left generic_type::left List type_arguments::left < Integer > type_arguments::right generic_type::right variable_declarator::left var_3 = object_creation_expression::left new generic_type::left ArrayList type_arguments::left < > type_arguments::right generic_type::right argument_list::left ( method_invocation::left List . of argument_list::left ( ) argument_list::right method_invocation::right ) argument_list::right object_creation_expression::right variable_declarator::right ; local_variable_declaration::right enhanced_for_statement::left for ( String var_4 : var_2 ) block::left { if_statement::left if condition::left ( binary_expression::left method_invocation::left var_4 . length argument_list::left ( ) argument_list::right method_invocation::right > 0 binary_expression::right ) condition::right block::left { local_variable_declaration::left integral_type::left int integral_type::right variable_declarator::left var_5 = 0 variable_declarator::right ; local_variable_declaration::right local_variable_declaration::left integral_type::left int integral_type::right variable_declarator::left var_6 = 0 variable_declarator::right ; local_variable_declaration::right enhanced_for_statement::left for ( integral_type::left char integral_type::right var_7 : method_invocation::left var_4 . toCharArray argument_list::left ( ) argument_list::right method_invocation::right ) block::left { if_statement::left if condition::left ( binary_expression::left var_7 == '(' binary_expression::right ) condition::right block::left { expression_statement::left assignment_expression::left var_5 += 1 assignment_expression::right ; expression_statement::right expression_statement::left assignment_expression::left var_6 = method_invocation::left Math . max argument_list::left ( var_5 , var_6 ) argument_list::right method_invocation::right assignment_expression::right ; expression_statement::right } block::right else block::left { expression_statement::left assignment_expression::left var_5 -= 1 assignment_expression::right ; expression_statement::right } block::right if_statement::right } block::right enhanced_for_statement::right expression_statement::left method_invocation::left var_3 . add argument_list::left ( var_6 ) argument_list::right method_invocation::right ; expression_statement::right } block::right if_statement::right } block::right enhanced_for_statement::right return_statement::left return var_3 ; return_statement::right } block::right method_declaration::right } class_body::right class_declaration::right program::right",human
