sample_id,jsonl_line,source_line_no,filter_index,status,raw_mgc_ok,clean_mgc_ok,hwc_ok,raw_mgc_error,clean_mgc_error,hwc_error,raw_output_len,clean_output_len,prompt_len,solution_len,hwc_npr,mgc_npr,winner,prompt,solution,raw_output,clean_output,hwc_code,mgc_code
line838,838,,,raw_valid,True,True,True,,,,646,730,202,714,,,,"def import_from_sqlite(
    filename_or_connection,
    table_name=""table1"",
    query=None,
    query_args=None,
    *args,
    **kwargs
):
    """"""Return a rows.Table with data from SQLite database.""""""","
    source = get_source(filename_or_connection)
    connection = source.fobj
    cursor = connection.cursor()

    if query is None:
        if not _valid_table_name(table_name):
            raise ValueError(""Invalid table name: {}"".format(table_name))

        query = SQL_SELECT_ALL.format(table_name=table_name)

    if query_args is None:
        query_args = tuple()

    table_rows = list(cursor.execute(query, query_args))  # TODO: may be lazy
    header = [six.text_type(info[0]) for info in cursor.description]
    cursor.close()
    # TODO: should close connection also?

    meta = {""imported_from"": ""sqlite"", ""source"": source}
    return create_table([header] + table_rows, meta=meta, *args, **kwargs)","
def import_from_sqlite(
    filename_or_connection,
    table_name=""table1"",
    query=None,
    query_args=None,
    *args,
    **kwargs
):
    if isinstance(filename_or_connection, str):
        connection = sqlite3.connect(filename_or_connection)
    else:
        connection = filename_or_connection

    cursor = connection.cursor()
    if query:
        cursor.execute(query, query_args)
    else:
        cursor.execute(f""SELECT * FROM {table_name}"")
    rows_data = cursor.fetchall()
    column_names = [description[0] for description in cursor.description]
    table = rows.Table(rows_data, column_names=column_names)

    return table
","
    def import_from_sqlite(
        filename_or_connection,
        table_name=""table1"",
        query=None,
        query_args=None,
        *args,
        **kwargs
    ):
        if isinstance(filename_or_connection, str):
            connection = sqlite3.connect(filename_or_connection)
        else:
            connection = filename_or_connection

        cursor = connection.cursor()
        if query:
            cursor.execute(query, query_args)
        else:
            cursor.execute(f""SELECT * FROM {table_name}"")
        rows_data = cursor.fetchall()
        column_names = [description[0] for description in cursor.description]
        table = rows.Table(rows_data, column_names=column_names)

        return table
","def import_from_sqlite(
    filename_or_connection,
    table_name=""table1"",
    query=None,
    query_args=None,
    *args,
    **kwargs
):
    """"""Return a rows.Table with data from SQLite database.""""""
    source = get_source(filename_or_connection)
    connection = source.fobj
    cursor = connection.cursor()

    if query is None:
        if not _valid_table_name(table_name):
            raise ValueError(""Invalid table name: {}"".format(table_name))

        query = SQL_SELECT_ALL.format(table_name=table_name)

    if query_args is None:
        query_args = tuple()

    table_rows = list(cursor.execute(query, query_args))  # TODO: may be lazy
    header = [six.text_type(info[0]) for info in cursor.description]
    cursor.close()
    # TODO: should close connection also?

    meta = {""imported_from"": ""sqlite"", ""source"": source}
    return create_table([header] + table_rows, meta=meta, *args, **kwargs)
","def import_from_sqlite(
    filename_or_connection,
    table_name=""table1"",
    query=None,
    query_args=None,
    *args,
    **kwargs
):
    """"""Return a rows.Table with data from SQLite database.""""""
    def import_from_sqlite(
        filename_or_connection,
        table_name=""table1"",
        query=None,
        query_args=None,
        *args,
        **kwargs
    ):
        if isinstance(filename_or_connection, str):
            connection = sqlite3.connect(filename_or_connection)
        else:
            connection = filename_or_connection

        cursor = connection.cursor()
        if query:
            cursor.execute(query, query_args)
        else:
            cursor.execute(f""SELECT * FROM {table_name}"")
        rows_data = cursor.fetchall()
        column_names = [description[0] for description in cursor.description]
        table = rows.Table(rows_data, column_names=column_names)

        return table
"
line2157,2157,,,raw_valid,True,True,True,,,,214,214,109,2673,,,,"def _setup_google_spreadsheets(settings, path, prompt=True):
    """"""
    Set up a Google spreadsheet.
    """"""","
    ret = {}
    if prompt:
        use = raw_input(""\nWould you like to use Google spreadsheets [Y/n]? "")
        if use.lower() != ""y"" and use != """":
            return settings

    dirname = os.path.dirname(path)
    path = os.path.join(dirname, ""client_secrets.json"")

    write_secrets = True
    if os.path.isfile(path):
        write_secrets_input = raw_input(""client_secrets.json already exists. Would you like to overwrite it? [y/N] "")
        if not write_secrets_input.lower().startswith('y'):
            write_secrets = False

    if write_secrets:
        puts((""\nLogin in to Google and go to {0} to create an app and generate a ""
              ""\nclient_secrets authentication file. You should create credentials for an `installed app`. See ""
              ""\n{1} for more information.""
              .format(colored.red(""https://console.developers.google.com/project""),
                      colored.red(""http://tarbell.readthedocs.org/en/{0}/install.html#configure-google-spreadsheet-access-optional"".format(LONG_VERSION))
                     )
            ))

        secrets_path = raw_input((""\nWhere is your client secrets file? ""
                                  ""[~/Downloads/client_secrets.json] ""
                                ))

        if secrets_path == """":
            secrets_path = os.path.join(""~"", ""Downloads/client_secrets.json"")

        secrets_path = os.path.expanduser(secrets_path)

        puts(""\nCopying {0} to {1}\n""
             .format(colored.green(secrets_path),
                     colored.green(dirname))
        )

        _backup(dirname, ""client_secrets.json"")
        try:
            shutil.copy(secrets_path, os.path.join(dirname, 'client_secrets.json'))
        except shutil.Error as e:
            show_error(str(e))

    # Now, try and obtain the API for the first time
    get_api = raw_input(""Would you like to authenticate your client_secrets.json? [Y/n] "")
    if get_api == '' or get_api.lower().startswith('y'):
        get_drive_api_from_client_secrets(path, reset_creds=True)

    default_account = settings.get(""google_account"", """")
    account = raw_input((""What Google account(s) should have access to new spreadsheets? ""
                         ""(e.g. somebody@gmail.com, leave blank to specify for each new ""
                         ""project, separate multiple addresses with commas) [{0}] ""
                            .format(default_account)
                        ))
    if default_account != """" and account == """":
        account = default_account
    if account != """":
        ret = { ""google_account"" : account }

    puts(""\n- Done configuring Google spreadsheets."")
    return ret","
    if prompt:
        print(""Please enter your Google credentials."")
    spreadsheet = settings.get(""spreadsheet"")
    if not spreadsheet:
        raise ValueError(""No spreadsheet found."")
    return spreadsheet
","
    if prompt:
        print(""Please enter your Google credentials."")
    spreadsheet = settings.get(""spreadsheet"")
    if not spreadsheet:
        raise ValueError(""No spreadsheet found."")
    return spreadsheet
","def _setup_google_spreadsheets(settings, path, prompt=True):
    """"""
    Set up a Google spreadsheet.
    """"""
    ret = {}
    if prompt:
        use = raw_input(""\nWould you like to use Google spreadsheets [Y/n]? "")
        if use.lower() != ""y"" and use != """":
            return settings

    dirname = os.path.dirname(path)
    path = os.path.join(dirname, ""client_secrets.json"")

    write_secrets = True
    if os.path.isfile(path):
        write_secrets_input = raw_input(""client_secrets.json already exists. Would you like to overwrite it? [y/N] "")
        if not write_secrets_input.lower().startswith('y'):
            write_secrets = False

    if write_secrets:
        puts((""\nLogin in to Google and go to {0} to create an app and generate a ""
              ""\nclient_secrets authentication file. You should create credentials for an `installed app`. See ""
              ""\n{1} for more information.""
              .format(colored.red(""https://console.developers.google.com/project""),
                      colored.red(""http://tarbell.readthedocs.org/en/{0}/install.html#configure-google-spreadsheet-access-optional"".format(LONG_VERSION))
                     )
            ))

        secrets_path = raw_input((""\nWhere is your client secrets file? ""
                                  ""[~/Downloads/client_secrets.json] ""
                                ))

        if secrets_path == """":
            secrets_path = os.path.join(""~"", ""Downloads/client_secrets.json"")

        secrets_path = os.path.expanduser(secrets_path)

        puts(""\nCopying {0} to {1}\n""
             .format(colored.green(secrets_path),
                     colored.green(dirname))
        )

        _backup(dirname, ""client_secrets.json"")
        try:
            shutil.copy(secrets_path, os.path.join(dirname, 'client_secrets.json'))
        except shutil.Error as e:
            show_error(str(e))

    # Now, try and obtain the API for the first time
    get_api = raw_input(""Would you like to authenticate your client_secrets.json? [Y/n] "")
    if get_api == '' or get_api.lower().startswith('y'):
        get_drive_api_from_client_secrets(path, reset_creds=True)

    default_account = settings.get(""google_account"", """")
    account = raw_input((""What Google account(s) should have access to new spreadsheets? ""
                         ""(e.g. somebody@gmail.com, leave blank to specify for each new ""
                         ""project, separate multiple addresses with commas) [{0}] ""
                            .format(default_account)
                        ))
    if default_account != """" and account == """":
        account = default_account
    if account != """":
        ret = { ""google_account"" : account }

    puts(""\n- Done configuring Google spreadsheets."")
    return ret
","def _setup_google_spreadsheets(settings, path, prompt=True):
    """"""
    Set up a Google spreadsheet.
    """"""
    if prompt:
        print(""Please enter your Google credentials."")
    spreadsheet = settings.get(""spreadsheet"")
    if not spreadsheet:
        raise ValueError(""No spreadsheet found."")
    return spreadsheet
"
line1250,1250,,,raw_valid,True,True,True,,,,92,92,84,258,,,,"def get_open_port(host=""localhost""):
    """"""Get an open port on the machine.
    """"""","
    temp_sock = socket.socket(socket.AF_INET, socket.SOCK_STREAM)
    temp_sock.setsockopt(socket.SOL_SOCKET, socket.SO_REUSEADDR, 1)
    temp_sock.bind((host, 0))
    port = temp_sock.getsockname()[1]
    temp_sock.close()
    del temp_sock
    return port","
    with socket.socket() as s:
        s.bind((host, 0))
        return s.getsockname()[1]
","
    with socket.socket() as s:
        s.bind((host, 0))
        return s.getsockname()[1]
","def get_open_port(host=""localhost""):
    """"""Get an open port on the machine.
    """"""
    temp_sock = socket.socket(socket.AF_INET, socket.SOCK_STREAM)
    temp_sock.setsockopt(socket.SOL_SOCKET, socket.SO_REUSEADDR, 1)
    temp_sock.bind((host, 0))
    port = temp_sock.getsockname()[1]
    temp_sock.close()
    del temp_sock
    return port
","def get_open_port(host=""localhost""):
    """"""Get an open port on the machine.
    """"""
    with socket.socket() as s:
        s.bind((host, 0))
        return s.getsockname()[1]
"
line263,263,,,raw_valid,True,True,True,,,,472,528,655,312,,,,"def email(prompt=None, empty=False, mode=""simple""):
    """"""Prompt an email address.

    This check is based on a simple regular expression and does not verify
    whether an email actually exists.

    Parameters
    ----------
    prompt : str, optional
        Use an alternative prompt.
    empty : bool, optional
        Allow an empty response.
    mode : {'simple'}, optional
        'simple' will use a simple regular expression.
        No other mode is implemented yet.

    Returns
    -------
    str or None
        A str if the user entered a likely email address.
        None if the user pressed only Enter and ``empty`` was True.

    """"""","
    if mode == ""simple"":
        s = _prompt_input(prompt)
        if empty and not s:
            return None
        else:
            if RE_EMAIL_SIMPLE.match(s):
                return s
            else:
                return email(prompt=prompt, empty=empty, mode=mode)
    else:
        raise ValueError","
def email(prompt=None, empty=False, mode=""simple""):
    if mode == ""simple"":
        pattern = r""^[a-zA-Z0-9_.+-]+@[a-zA-Z0-9-]+\.[a-zA-Z0-9-.]+$""
    else:
        raise ValueError(f""Unknown mode: {mode}"")
    while True:
        if prompt is None:
            prompt = ""Email: ""
        email = input(prompt)
        if empty and email == """":
            return None
        if re.match(pattern, email):
            return email
        print(""Invalid email address."")
","
    def email(prompt=None, empty=False, mode=""simple""):
        if mode == ""simple"":
            pattern = r""^[a-zA-Z0-9_.+-]+@[a-zA-Z0-9-]+\.[a-zA-Z0-9-.]+$""
        else:
            raise ValueError(f""Unknown mode: {mode}"")
        while True:
            if prompt is None:
                prompt = ""Email: ""
            email = input(prompt)
            if empty and email == """":
                return None
            if re.match(pattern, email):
                return email
            print(""Invalid email address."")
","def email(prompt=None, empty=False, mode=""simple""):
    """"""Prompt an email address.

    This check is based on a simple regular expression and does not verify
    whether an email actually exists.

    Parameters
    ----------
    prompt : str, optional
        Use an alternative prompt.
    empty : bool, optional
        Allow an empty response.
    mode : {'simple'}, optional
        'simple' will use a simple regular expression.
        No other mode is implemented yet.

    Returns
    -------
    str or None
        A str if the user entered a likely email address.
        None if the user pressed only Enter and ``empty`` was True.

    """"""
    if mode == ""simple"":
        s = _prompt_input(prompt)
        if empty and not s:
            return None
        else:
            if RE_EMAIL_SIMPLE.match(s):
                return s
            else:
                return email(prompt=prompt, empty=empty, mode=mode)
    else:
        raise ValueError
","def email(prompt=None, empty=False, mode=""simple""):
    """"""Prompt an email address.

    This check is based on a simple regular expression and does not verify
    whether an email actually exists.

    Parameters
    ----------
    prompt : str, optional
        Use an alternative prompt.
    empty : bool, optional
        Allow an empty response.
    mode : {'simple'}, optional
        'simple' will use a simple regular expression.
        No other mode is implemented yet.

    Returns
    -------
    str or None
        A str if the user entered a likely email address.
        None if the user pressed only Enter and ``empty`` was True.

    """"""
    def email(prompt=None, empty=False, mode=""simple""):
        if mode == ""simple"":
            pattern = r""^[a-zA-Z0-9_.+-]+@[a-zA-Z0-9-]+\.[a-zA-Z0-9-.]+$""
        else:
            raise ValueError(f""Unknown mode: {mode}"")
        while True:
            if prompt is None:
                prompt = ""Email: ""
            email = input(prompt)
            if empty and email == """":
                return None
            if re.match(pattern, email):
                return email
            print(""Invalid email address."")
"
line1585,1585,,,salvaged_valid,False,True,True,unindent does not match any outer indentation level at line 10,,,249,281,393,427,,,,"def get_client(self):
        """"""
        Retrieves or creates a client instance from this configuration object. If instantiated from this configuration,
        the resulting object is also cached in the property ``client`` and a reference to this configuration is stored
        on the client object.

        :return: Client object instance.
        :rtype: docker.client.Client
        """"""","
        client = self._client
        if not client:
            self._client = client = self.client_constructor(**self.get_init_kwargs())
            client.client_configuration = self
            # Client might update the version number after construction.
            updated_version = getattr(client, 'api_version', None)
            if updated_version:
                self.version = updated_version
        return client","
    if not hasattr(self, 'client'):
        self.client = docker.Client(
            base_url=self.base_url,
            version=self.api_version,
            timeout=self.timeout,
        )
        self.client.config = self
    return self.client
","
        if not hasattr(self, 'client'):
            self.client = docker.Client(
                base_url=self.base_url,
                version=self.api_version,
                timeout=self.timeout,
            )
            self.client.config = self
        return self.client
","def get_client(self):
        """"""
        Retrieves or creates a client instance from this configuration object. If instantiated from this configuration,
        the resulting object is also cached in the property ``client`` and a reference to this configuration is stored
        on the client object.

        :return: Client object instance.
        :rtype: docker.client.Client
        """"""
        client = self._client
        if not client:
            self._client = client = self.client_constructor(**self.get_init_kwargs())
            client.client_configuration = self
            # Client might update the version number after construction.
            updated_version = getattr(client, 'api_version', None)
            if updated_version:
                self.version = updated_version
        return client
","def get_client(self):
        """"""
        Retrieves or creates a client instance from this configuration object. If instantiated from this configuration,
        the resulting object is also cached in the property ``client`` and a reference to this configuration is stored
        on the client object.

        :return: Client object instance.
        :rtype: docker.client.Client
        """"""
        if not hasattr(self, 'client'):
            self.client = docker.Client(
                base_url=self.base_url,
                version=self.api_version,
                timeout=self.timeout,
            )
            self.client.config = self
        return self.client
"
line2273,2273,,,salvaged_valid,False,True,True,unindent does not match any outer indentation level at line 8,,,426,498,312,2103,,,,"def execute(cls, uri, http_verb, extra_headers=None, batch=False, _body=None, **kw):
        """"""
        if batch == False, execute a command with the given parameters and
        return the response JSON.
        If batch == True, return the dictionary that would be used in a batch
        command.
        """"""","
        if batch:
            urlsplitter = urlparse(API_ROOT).netloc
            ret = {""method"": http_verb, ""path"": uri.split(urlsplitter, 1)[1]}
            if kw:
                ret[""body""] = kw
            return ret

        if not ('app_id' in ACCESS_KEYS and 'rest_key' in ACCESS_KEYS):
            raise core.ParseError('Missing connection credentials')

        app_id = ACCESS_KEYS.get('app_id')
        rest_key = ACCESS_KEYS.get('rest_key')
        master_key = ACCESS_KEYS.get('master_key')

        url = uri if uri.startswith(API_ROOT) else cls.ENDPOINT_ROOT + uri
        if _body is None:
            data = kw and json.dumps(kw, default=date_handler) or ""{}""
        else:
            data = _body
        if http_verb == 'GET' and data:
            url += '?%s' % urlencode(kw)
            data = None
        else:
            if cls.__name__ == 'File':
                data = data
            else:
                data = data.encode('utf-8')

        headers = {
            'Content-type': 'application/json',
            'X-Parse-Application-Id': app_id,
            'X-Parse-REST-API-Key': rest_key
        }
        headers.update(extra_headers or {})

        if cls.__name__ == 'File':
            request = Request(url.encode('utf-8'), data, headers)
        else:
            request = Request(url, data, headers)

        if ACCESS_KEYS.get('session_token'):
            request.add_header('X-Parse-Session-Token', ACCESS_KEYS.get('session_token'))
        elif master_key:
            request.add_header('X-Parse-Master-Key', master_key)

        request.get_method = lambda: http_verb

        try:
            response = urlopen(request, timeout=CONNECTION_TIMEOUT)
        except HTTPError as e:
            exc = {
                400: core.ResourceRequestBadRequest,
                401: core.ResourceRequestLoginRequired,
                403: core.ResourceRequestForbidden,
                404: core.ResourceRequestNotFound
                }.get(e.code, core.ParseError)
            raise exc(e.read())

        return json.loads(response.read().decode('utf-8'))","
    if batch:
        return {
            ""method"": http_verb,
            ""uri"": uri,
            ""body"": _body,
            ""headers"": extra_headers,
            **kw,
        }
    else:
        response = cls.session.request(
            http_verb,
            uri,
            headers=extra_headers,
            json=_body,
            **kw,
        )
        response.raise_for_status()
        return response.json()
","
        if batch:
            return {
                ""method"": http_verb,
                ""uri"": uri,
                ""body"": _body,
                ""headers"": extra_headers,
                **kw,
            }
        else:
            response = cls.session.request(
                http_verb,
                uri,
                headers=extra_headers,
                json=_body,
                **kw,
            )
            response.raise_for_status()
            return response.json()
","def execute(cls, uri, http_verb, extra_headers=None, batch=False, _body=None, **kw):
        """"""
        if batch == False, execute a command with the given parameters and
        return the response JSON.
        If batch == True, return the dictionary that would be used in a batch
        command.
        """"""
        if batch:
            urlsplitter = urlparse(API_ROOT).netloc
            ret = {""method"": http_verb, ""path"": uri.split(urlsplitter, 1)[1]}
            if kw:
                ret[""body""] = kw
            return ret

        if not ('app_id' in ACCESS_KEYS and 'rest_key' in ACCESS_KEYS):
            raise core.ParseError('Missing connection credentials')

        app_id = ACCESS_KEYS.get('app_id')
        rest_key = ACCESS_KEYS.get('rest_key')
        master_key = ACCESS_KEYS.get('master_key')

        url = uri if uri.startswith(API_ROOT) else cls.ENDPOINT_ROOT + uri
        if _body is None:
            data = kw and json.dumps(kw, default=date_handler) or ""{}""
        else:
            data = _body
        if http_verb == 'GET' and data:
            url += '?%s' % urlencode(kw)
            data = None
        else:
            if cls.__name__ == 'File':
                data = data
            else:
                data = data.encode('utf-8')

        headers = {
            'Content-type': 'application/json',
            'X-Parse-Application-Id': app_id,
            'X-Parse-REST-API-Key': rest_key
        }
        headers.update(extra_headers or {})

        if cls.__name__ == 'File':
            request = Request(url.encode('utf-8'), data, headers)
        else:
            request = Request(url, data, headers)

        if ACCESS_KEYS.get('session_token'):
            request.add_header('X-Parse-Session-Token', ACCESS_KEYS.get('session_token'))
        elif master_key:
            request.add_header('X-Parse-Master-Key', master_key)

        request.get_method = lambda: http_verb

        try:
            response = urlopen(request, timeout=CONNECTION_TIMEOUT)
        except HTTPError as e:
            exc = {
                400: core.ResourceRequestBadRequest,
                401: core.ResourceRequestLoginRequired,
                403: core.ResourceRequestForbidden,
                404: core.ResourceRequestNotFound
                }.get(e.code, core.ParseError)
            raise exc(e.read())

        return json.loads(response.read().decode('utf-8'))
","def execute(cls, uri, http_verb, extra_headers=None, batch=False, _body=None, **kw):
        """"""
        if batch == False, execute a command with the given parameters and
        return the response JSON.
        If batch == True, return the dictionary that would be used in a batch
        command.
        """"""
        if batch:
            return {
                ""method"": http_verb,
                ""uri"": uri,
                ""body"": _body,
                ""headers"": extra_headers,
                **kw,
            }
        else:
            response = cls.session.request(
                http_verb,
                uri,
                headers=extra_headers,
                json=_body,
                **kw,
            )
            response.raise_for_status()
            return response.json()
"
line2253,2253,,,raw_valid,True,True,True,,,,214,254,235,335,,,,"def extract_date(cls, date_str):
        """"""
        Tries to extract a `datetime` object from the given string, expecting
        date information only.

        Raises `DateTimeFormatterException` if the extraction fails.
        """"""","
        if not date_str:
            raise DateTimeFormatterException('date_str must a valid string {}.'.format(date_str))

        try:
            return cls._extract_timestamp(date_str, cls.DATE_FORMAT)
        except (TypeError, ValueError):
            raise DateTimeFormatterException('Invalid date string {}.'.format(date_str))","
def extract_date(cls, date_str):
    try:
        return datetime.datetime.strptime(date_str, cls.DATE_FORMAT)
    except ValueError:
        raise DateTimeFormatterException(""Failed to extract date from string"")
","
        def extract_date(cls, date_str):
            try:
                return datetime.datetime.strptime(date_str, cls.DATE_FORMAT)
            except ValueError:
                raise DateTimeFormatterException(""Failed to extract date from string"")
","def extract_date(cls, date_str):
        """"""
        Tries to extract a `datetime` object from the given string, expecting
        date information only.

        Raises `DateTimeFormatterException` if the extraction fails.
        """"""
        if not date_str:
            raise DateTimeFormatterException('date_str must a valid string {}.'.format(date_str))

        try:
            return cls._extract_timestamp(date_str, cls.DATE_FORMAT)
        except (TypeError, ValueError):
            raise DateTimeFormatterException('Invalid date string {}.'.format(date_str))
","def extract_date(cls, date_str):
        """"""
        Tries to extract a `datetime` object from the given string, expecting
        date information only.

        Raises `DateTimeFormatterException` if the extraction fails.
        """"""
        def extract_date(cls, date_str):
            try:
                return datetime.datetime.strptime(date_str, cls.DATE_FORMAT)
            except ValueError:
                raise DateTimeFormatterException(""Failed to extract date from string"")
"
line1926,1926,,,raw_valid,True,True,True,,,,109,109,129,228,,,,"def GlorotUniformInitializer(out_dim=0, in_dim=1):
  """"""An initializer function for random uniform Glorot-scaled coefficients.""""""","
  def init(shape, rng):
    fan_in, fan_out = shape[in_dim], shape[out_dim]
    std = np.sqrt(2.0 / (fan_in + fan_out))
    a = np.sqrt(3.0) * std
    return backend.random.uniform(rng, shape, minval=-a, maxval=a)
  return init","
  limit = np.sqrt(6 / (out_dim + in_dim))
  return np.random.uniform(-limit, limit, size=(out_dim, in_dim))
","
  limit = np.sqrt(6 / (out_dim + in_dim))
  return np.random.uniform(-limit, limit, size=(out_dim, in_dim))
","def GlorotUniformInitializer(out_dim=0, in_dim=1):
  """"""An initializer function for random uniform Glorot-scaled coefficients.""""""
  def init(shape, rng):
    fan_in, fan_out = shape[in_dim], shape[out_dim]
    std = np.sqrt(2.0 / (fan_in + fan_out))
    a = np.sqrt(3.0) * std
    return backend.random.uniform(rng, shape, minval=-a, maxval=a)
  return init
","def GlorotUniformInitializer(out_dim=0, in_dim=1):
  """"""An initializer function for random uniform Glorot-scaled coefficients.""""""
  limit = np.sqrt(6 / (out_dim + in_dim))
  return np.random.uniform(-limit, limit, size=(out_dim, in_dim))
"
line881,881,,,salvaged_valid,False,True,True,unindent does not match any outer indentation level at line 14,,,152,168,446,762,,,,"def check(self, key, value):
        """"""Check whether key,value pair is allowed. The key is allowed if
        there is a corresponding key in the defaults class attribute
        dict. The value is not allowed if it is a dict in the defaults
        dict and not a dict in value.

        Parameters
        ----------
        key : str or tuple of str
          Dict key
        value : any
          Dict value corresponding to key
        """"""","

        # This test necessary to avoid unpickling errors in Python 3
        if hasattr(self, 'dflt'):
            # Get corresponding node to self, as determined by pth
            # attribute, of the defaults dict tree
            a = self.__class__.getnode(self.dflt, self.pth)
            # Raise UnknownKeyError exception if key not in corresponding
            # node of defaults tree
            if key not in a:
                raise UnknownKeyError(self.pth + (key,))
                # Raise InvalidValueError if the key value in the defaults
                # tree is a dict and the value parameter is not a dict and
            elif isinstance(a[key], dict) and not isinstance(value, dict):
                raise InvalidValueError(self.pth + (key,))","
    if key in self.defaults:
        if isinstance(self.defaults[key], dict) and not isinstance(value, dict):
            return False
    return True
","
        if key in self.defaults:
            if isinstance(self.defaults[key], dict) and not isinstance(value, dict):
                return False
        return True
","def check(self, key, value):
        """"""Check whether key,value pair is allowed. The key is allowed if
        there is a corresponding key in the defaults class attribute
        dict. The value is not allowed if it is a dict in the defaults
        dict and not a dict in value.

        Parameters
        ----------
        key : str or tuple of str
          Dict key
        value : any
          Dict value corresponding to key
        """"""

        # This test necessary to avoid unpickling errors in Python 3
        if hasattr(self, 'dflt'):
            # Get corresponding node to self, as determined by pth
            # attribute, of the defaults dict tree
            a = self.__class__.getnode(self.dflt, self.pth)
            # Raise UnknownKeyError exception if key not in corresponding
            # node of defaults tree
            if key not in a:
                raise UnknownKeyError(self.pth + (key,))
                # Raise InvalidValueError if the key value in the defaults
                # tree is a dict and the value parameter is not a dict and
            elif isinstance(a[key], dict) and not isinstance(value, dict):
                raise InvalidValueError(self.pth + (key,))
","def check(self, key, value):
        """"""Check whether key,value pair is allowed. The key is allowed if
        there is a corresponding key in the defaults class attribute
        dict. The value is not allowed if it is a dict in the defaults
        dict and not a dict in value.

        Parameters
        ----------
        key : str or tuple of str
          Dict key
        value : any
          Dict value corresponding to key
        """"""
        if key in self.defaults:
            if isinstance(self.defaults[key], dict) and not isinstance(value, dict):
                return False
        return True
"
line1229,1229,,,raw_valid,True,True,True,,,,37,37,119,89,,,,"def command_py2to3(args):
    """"""
    Apply '2to3' tool (Python2 to Python3 conversion tool) to Python sources.
    """"""","
    from lib2to3.main import main
    sys.exit(main(""lib2to3.fixes"", args=args.sources))","
    subprocess.run(['2to3'] + args)
","
    subprocess.run(['2to3'] + args)
","def command_py2to3(args):
    """"""
    Apply '2to3' tool (Python2 to Python3 conversion tool) to Python sources.
    """"""
    from lib2to3.main import main
    sys.exit(main(""lib2to3.fixes"", args=args.sources))
","def command_py2to3(args):
    """"""
    Apply '2to3' tool (Python2 to Python3 conversion tool) to Python sources.
    """"""
    subprocess.run(['2to3'] + args)
"
line2142,2142,,,salvaged_valid,False,True,True,unindent does not match any outer indentation level at line 4,,,199,215,147,156,,,,"def setAllowedTypes(self, allowed_types):
        """"""Set the allowed association types, checking to make sure
        each combination is valid.""""""","
        for (assoc_type, session_type) in allowed_types:
            checkSessionType(assoc_type, session_type)

        self.allowed_types = allowed_types","
    for type1, type2 in allowed_types:
        if type1 not in self.types or type2 not in self.types:
            raise ValueError(""Invalid type combination"")
    self.allowed_types = allowed_types
","
        for type1, type2 in allowed_types:
            if type1 not in self.types or type2 not in self.types:
                raise ValueError(""Invalid type combination"")
        self.allowed_types = allowed_types
","def setAllowedTypes(self, allowed_types):
        """"""Set the allowed association types, checking to make sure
        each combination is valid.""""""
        for (assoc_type, session_type) in allowed_types:
            checkSessionType(assoc_type, session_type)

        self.allowed_types = allowed_types
","def setAllowedTypes(self, allowed_types):
        """"""Set the allowed association types, checking to make sure
        each combination is valid.""""""
        for type1, type2 in allowed_types:
            if type1 not in self.types or type2 not in self.types:
                raise ValueError(""Invalid type combination"")
        self.allowed_types = allowed_types
"
