idx,code,label
61,"def correct_bracketing(brackets: str):
    depth = 0
    for b in brackets:
        if b == ""("":
            depth += 1
        else:
            depth -= 1
        if depth < 0:
            return False
    return depth == 0
",human
25,"from typing import List


def factorize(n: int) -> List[int]:
    import math
    fact = []
    i = 2
    while i <= int(math.sqrt(n) + 1):
        if n % i == 0:
            fact.append(i)
            n //= i
        else:
            i += 1

    if n > 1:
        fact.append(n)
    return fact
",human
87,"def get_row(lst, x):
    coordinates = []
    for i, row in enumerate(lst):
        for j, elem in enumerate(row):
            if elem == x:
                coordinates.append((i, -j))
    coordinates.sort()
    return [(i, -j) for i, j in coordinates]",lm
28,"from typing import List


def concatenate(strings: List[str]) -> str:
    return ''.join(strings)
",human
22,"from typing import List, Any


def filter_integers(values: List[Any]) -> List[int]:
    return [x for x in values if isinstance(x, int)]
",human
143,"def is_prime(n):
    if n <= 1:
        return False
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0:
            return False
    return True

def words_in_sentence(sentence):
    words = sentence.split()
    prime_length_words = [word for word in words if is_prime(len(word))]
    return "" "".join(prime_length_words)",lm
53,"def add(x: int, y: int):
    return x + y
",human
0,"from typing import List

def has_close_elements(numbers: List[float], threshold: float) -> bool:
    for i in range(len(numbers)):
        for j in range(i + 1, len(numbers)):
            if abs(numbers[i] - numbers[j]) < threshold:
                return True
    return False",lm
68,"def pluck(arr):
    if(len(arr) == 0): return []
    evens = list(filter(lambda x: x%2 == 0, arr))
    if(evens == []): return []
    return [min(evens), arr.index(min(evens))]
",human
69,"def search(lst):
    frequency = {}
    for num in lst:
        if num in frequency:
            frequency[num] += 1
        else:
            frequency[num] = 1

    valid_numbers = [num for num, freq in frequency.items() if num <= freq]
    return max(valid_numbers) if valid_numbers else -1",lm
104,"def unique_digits(x):
    def has_no_even_digit(n):
        return all(int(digit) % 2 != 0 for digit in str(n))
    
    return sorted([item for item in x if has_no_even_digit(item)])",lm
37,"def sort_even(l: list):
    evens = l[::2]
    odds = l[1::2]
    evens.sort()
    ans = []
    for e, o in zip(evens, odds):
        ans.extend([e, o])
    if len(evens) > len(odds):
        ans.append(evens[-1])
    return ans
",human
118,"def get_closest_vowel(word):
    vowels = ""aeiouAEIOU""
    for i in range(len(word) - 1, 1, -1):
        if word[i] in vowels and word[i-1].isalpha() and not word[i-1] in vowels and word[i+1].isalpha() and not word[i+1] in vowels:
            return word[i]
    return """"",lm
106,"def f(n):
    def factorial(x):
        if x == 0:
            return 1
        else:
            return x * factorial(x-1)
    
    def sum_to(x):
        return sum(range(1, x+1))
    
    result = []
    for i in range(1, n+1):
        if i % 2 == 0:  # even
            result.append(factorial(i))
        else:  # odd
            result.append(sum_to(i))
    return result",lm
114,"def minSubArraySum(nums):
    # Initialize the minimum sum as infinity
    min_sum = float('inf')
    # Iterate through the array
    for i in range(len(nums)):
        # Initialize current sum
        current_sum = 0
        for j in range(i, len(nums)):
            # Add current element to current sum
            current_sum += nums[j]
            # Update minimum sum if current sum is smaller
            min_sum = min(min_sum, current_sum)
    return min_sum",lm
29,"from typing import List


def filter_by_prefix(strings: List[str], prefix: str) -> List[str]:
    return [x for x in strings if x.startswith(prefix)]
",human
118,"def get_closest_vowel(word):
    if len(word) < 3:
        return """"

    vowels = {""a"", ""e"", ""i"", ""o"", ""u"", ""A"", ""E"", 'O', 'U', 'I'}
    for i in range(len(word)-2, 0, -1):
        if word[i] in vowels:
            if (word[i+1] not in vowels) and (word[i-1] not in vowels):
                return word[i]
    return """"
",human
36,"def fizz_buzz(n: int) -> int:
    count = 0
    for i in range(n):
        if i % 11 == 0 or i % 13 == 0:
            count += str(i).count('7')
    return count",lm
37,"def sort_even(l: list):
    even_indices = [l[i] for i in range(len(l)) if i % 2 == 0]
    even_indices.sort()
    return [even_indices.pop(0) if i % 2 == 0 else l[i] for i in range(len(l))]",lm
81,"def numerical_letter_grade(grades):

   
    letter_grade = []
    for gpa in grades:
        if gpa == 4.0:
            letter_grade.append(""A+"")
        elif gpa > 3.7:
            letter_grade.append(""A"")
        elif gpa > 3.3:
            letter_grade.append(""A-"")
        elif gpa > 3.0:
            letter_grade.append(""B+"")
        elif gpa > 2.7:
            letter_grade.append(""B"")
        elif gpa > 2.3:
            letter_grade.append(""B-"")
        elif gpa > 2.0:
            letter_grade.append(""C+"")
        elif gpa > 1.7:
            letter_grade.append(""C"")
        elif gpa > 1.3:
            letter_grade.append(""C-"")
        elif gpa > 1.0:
            letter_grade.append(""D+"")
        elif gpa > 0.7:
            letter_grade.append(""D"")
        elif gpa > 0.0:
            letter_grade.append(""D-"")
        else:
            letter_grade.append(""E"")
    return letter_grade
",human
89,"def encrypt(s):
    d = 'abcdefghijklmnopqrstuvwxyz'
    out = ''
    for c in s:
        if c in d:
            out += d[(d.index(c)+2*2) % 26]
        else:
            out += c
    return out
",human
33,"def sort_third(l: list):
    l = list(l)
    l[::3] = sorted(l[::3])
    return l
",human
92,"def any_int(x, y, z):
    
    if isinstance(x,int) and isinstance(y,int) and isinstance(z,int):
        if (x+y==z) or (x+z==y) or (y+z==x):
            return True
        return False
    return False
",human
123,"def get_odd_collatz(n):
    if n%2==0:
        odd_collatz = [] 
    else:
        odd_collatz = [n]
    while n > 1:
        if n % 2 == 0:
            n = n/2
        else:
            n = n*3 + 1
            
        if n%2 == 1:
            odd_collatz.append(int(n))

    return sorted(odd_collatz)
",human
82,"def is_prime(n):
    if n <= 1:
        return False
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0:
            return False
    return True

def prime_length(string):
    return is_prime(len(string))",lm
125,"def split_words(txt):
    if "" "" in txt:
        return txt.split()
    elif "","" in txt:
        return txt.replace(',',' ').split()
    else:
        return len([i for i in txt if i.islower() and ord(i)%2 == 0])
",human
62,"def derivative(xs):
    return [i * xs[i] for i in range(1, len(xs))]",lm
76,"def is_simple_power(x, n):
    if n == 1:
        return x == 1
    power_val = 1
    while power_val < x:
        power_val *= n
        if power_val == x:
            return True
    return False",lm
73,"def smallest_change(arr):
    ans = 0
    for i in range(len(arr) // 2):
        if arr[i] != arr[len(arr) - i - 1]:
            ans += 1
    return ans
",human
95,"def check_dict_case(dict):
    if len(dict.keys()) == 0:
        return False
    else:
        state = ""start""
        for key in dict.keys():

            if isinstance(key, str) == False:
                state = ""mixed""
                break
            if state == ""start"":
                if key.isupper():
                    state = ""upper""
                elif key.islower():
                    state = ""lower""
                else:
                    break
            elif (state == ""upper"" and not key.isupper()) or (state == ""lower"" and not key.islower()):
                    state = ""mixed""
                    break
            else:
                break
        return state == ""upper"" or state == ""lower"" 
",human
105,"def by_length(arr):
    dic = {
        1: ""One"",
        2: ""Two"",
        3: ""Three"",
        4: ""Four"",
        5: ""Five"",
        6: ""Six"",
        7: ""Seven"",
        8: ""Eight"",
        9: ""Nine"",
    }
    sorted_arr = sorted(arr, reverse=True)
    new_arr = []
    for var in sorted_arr:
        try:
            new_arr.append(dic[var])
        except:
            pass
    return new_arr
",human
111,"def histogram(test):
    words = test.split()
    hist = {}
    for word in words:
        hist[word] = hist.get(word, 0) + 1
    max_count = max(hist.values(), default=0)
    return {word: count for word, count in hist.items() if count == max_count}",lm
31,"def is_prime(n):
    if n <= 1:
        return False
    for i in range(2, int(n ** 0.5) + 1):
        if n % i == 0:
            return False
    return True",lm
162,"import hashlib

def string_to_md5(text):
    if text == """":
        return None
    else:
        return hashlib.md5(text.encode()).hexdigest()",lm
149,"def sorted_list_sum(lst):
    lst.sort()
    new_lst = []
    for i in lst:
        if len(i)%2 == 0:
            new_lst.append(i)
    return sorted(new_lst, key=len)
",human
68,"def pluck(arr):
    min_even = float('inf')
    min_index = -1
    for i, value in enumerate(arr):
        if value % 2 == 0 and value < min_even:
            min_even = value
            min_index = i
    if min_index == -1:
        return []
    else:
        return [min_even, min_index]",lm
129,"from heapq import heappush, heappop

def minPath(grid, k):
    N = len(grid)
    directions = [(0, 1), (1, 0), (0, -1), (-1, 0)]  # right, down, left, up
    best_paths = {(i, j): [] for i in range(N) for j in range(N)}
    
    # Min-heap of (path_value_list, current_row, current_col, steps_taken)
    heap = []
    for i in range(N):
        for j in range(N):
            heappush(heap, ([grid[i][j]], i, j, 1))
    
    visited = set()
    
    while heap:
        path, r, c, steps = heappop(heap)
        if steps == k:
            return path
        for dr, dc in directions:
            nr, nc = r + dr, c + dc
            if 0 <= nr < N and 0 <= nc < N and (nr, nc, steps + 1) not in visited:
                new_path = path + [grid[nr][nc]]
                if steps + 1 not in best_paths[(nr, nc)] or new_path < best_paths[(nr, nc)][steps + 1]:
                    best_paths[(nr, nc)].append(steps + 1)
                    best_paths[(nr, nc)][steps + 1] = new_path
                    heappush(heap, (new_path, nr, nc, steps + 1))
                    visited.add((nr, nc, steps + 1))",lm
90,"def next_smallest(lst):
    unique_numbers = set(lst)
    if len(unique_numbers) < 2:
        return None
    sorted_numbers = sorted(unique_numbers)
    return sorted_numbers[1]",lm
26,"from typing import List

def remove_duplicates(numbers: List[int]) -> List[int]:
    seen = set()
    result = []
    for number in numbers:
        if numbers.count(number) == 1:
            result.append(number)
        elif number not in seen:
            seen.add(number)
            result.append(number)
            while number in numbers:
                numbers.remove(number)
    return result",lm
46,"def fib4(n: int) -> int:
    if n == 0:
        return 0
    elif n == 1:
        return 0
    elif n == 2:
        return 2
    elif n == 3:
        return 0

    a, b, c, d = 0, 0, 2, 0
    for _ in range(4, n + 1):
        a, b, c, d = b, c, d, a + b + c + d
    return d",lm
4,"from typing import List

def mean_absolute_deviation(numbers: List[float]) -> float:
    mean = sum(numbers) / len(numbers)
    deviation = sum(abs(x - mean) for x in numbers) / len(numbers)
    return deviation",lm
146,"def specialFilter(nums):
    def is_odd_and_greater(num):
        str_num = str(abs(num))
        if int(str_num[0]) % 2 != 0 and int(str_num[-1]) % 2 != 0 and num > 10:
            return True
        return False

    return sum(1 for num in nums if is_odd_and_greater(num))",lm
131,"def digits(n):
    product = 1
    odd_count = 0
    for digit in str(n):
        int_digit = int(digit)
        if int_digit%2 == 1:
            product= product*int_digit
            odd_count+=1
    if odd_count ==0:
        return 0
    else:
        return product
",human
124,"def valid_date(date):
    # Check if the date string is not empty and follows the mm-dd-yyyy format.
    if not date or len(date) != 10 or date[2] != '-' or date[5] != '-':
        return False
    
    # Split the date string into month, day, and year components.
    parts = date.split('-')
    try:
        month = int(parts[0])
        day = int(parts[1])
        year = int(parts[2])
    except ValueError:
        # If conversion to int fails, the date is invalid.
        return False
    
    # Assess month and day validity based on rules.
    if month < 1 or month > 12:
        return False
    
    # Define the maximum number of days for each month.
    days_in_month = {1: 31, 2: 29, 3: 31, 4: 30, 5: 31, 6: 30, 7: 31, 8: 31, 9: 30, 10: 31, 11: 30, 12: 31}
    
    # Check if the number of days is valid for the given month.
    if day < 1 or day > days_in_month.get(month, 31):
        return False
    
    return True",lm
69,"def search(lst):
    frq = [0] * (max(lst) + 1)
    for i in lst:
        frq[i] += 1;

    ans = -1
    for i in range(1, len(frq)):
        if frq[i] >= i:
            ans = i
    
    return ans
",human
6,"from typing import List

def parse_nested_parens(paren_string: str) -> List[int]:
    results = []
    groups = paren_string.split()
    
    for group in groups:
        max_depth = 0
        current_depth = 0
        for char in group:
            if char == '(':
                current_depth += 1
                max_depth = max(max_depth, current_depth)
            elif char == ')':
                current_depth -= 1
        results.append(max_depth)
    
    return results",lm
78,"def hex_key(num):
    prime_hex_digits = {'2', '3', '5', '7', 'B', 'D'}
    return sum(1 for digit in num if digit in prime_hex_digits)",lm
45,"def triangle_area(a, h):
    return 0.5 * a * h",lm
132,"def is_nested(string):
    opening_bracket_index = []
    closing_bracket_index = []
    for i in range(len(string)):
        if string[i] == '[':
            opening_bracket_index.append(i)
        else:
            closing_bracket_index.append(i)
    closing_bracket_index.reverse()
    cnt = 0
    i = 0
    l = len(closing_bracket_index)
    for idx in opening_bracket_index:
        if i < l and idx < closing_bracket_index[i]:
            cnt += 1
            i += 1
    return cnt >= 2

    
",human
120,"def maximum(arr, k):
    if k == 0:
        return []
    arr.sort()
    ans = arr[-k:]
    return ans
",human
48,"def is_palindrome(text: str) -> bool:
    return text == text[::-1]",lm
151,"def double_the_difference(lst):
    return sum(x**2 for x in lst if isinstance(x, int) and x > 0 and x % 2 != 0)",lm
