idx,code,label
360,"def get_carol(n): 
	result = (2**n) - 1
	return result * result - 2",human
124,"def get_angle(complex_num):
    """"""
    Returns the angle of a complex number.

    Parameters:
    complex_num (complex): The complex number.

    Returns:
    float: The angle of the complex number in radians.
    """"""
    return cmath.phase(complex_num)",lm
338,"def count_substrings(s: str) -> int:
    count = 0
    for i in range(len(s)):
        for j in range(i, len(s)):
            if s[i] == s[j]:
                count += 1
    return count",lm
838,"def min_Swaps(s1,s2) :  
    c0 = 0; c1 = 0;  
    for i in range(len(s1)) :  
        if (s1[i] == '0' and s2[i] == '1') : 
            c0 += 1;    
        elif (s1[i] == '1' and s2[i] == '0') : 
            c1 += 1;  
    result = c0 // 2 + c1 // 2;  
    if (c0 % 2 == 0 and c1 % 2 == 0) : 
        return result;  
    elif ((c0 + c1) % 2 == 0) : 
        return result + 2;  
    else : 
        return -1;  ",human
546,"def find_last_occurrence(string, char):
    last_index = -1
    for i in range(len(string)):
        if string[i] == char:
            last_index = i
    return last_index",lm
519,"import math
def volume_tetrahedron(num):
	volume = (num ** 3 / (6 * math.sqrt(2)))	
	return round(volume, 2)",human
856,"def find_Min_Swaps(arr,n) : 
    noOfZeroes = [0] * n 
    count = 0 
    noOfZeroes[n - 1] = 1 - arr[n - 1] 
    for i in range(n-2,-1,-1) : 
        noOfZeroes[i] = noOfZeroes[i + 1] 
        if (arr[i] == 0) : 
            noOfZeroes[i] = noOfZeroes[i] + 1
    for i in range(0,n) : 
        if (arr[i] == 1) : 
            count = count + noOfZeroes[i] 
    return count ",human
734,"def sum_Of_Subarray_Prod(arr,n):
    ans = 0
    res = 0
    i = n - 1
    while (i >= 0):
        incr = arr[i]*(1 + res)
        ans += incr
        res = incr
        i -= 1
    return (ans)",human
762,"def is_30_days_month(month):
    """"""
    Check whether the given month number contains 30 days or not.

    Parameters:
    month (int): The month number.

    Returns:
    bool: True if the month contains 30 days, False otherwise.

    """"""
    thirty_days_months = [4, 6, 9, 11]
    return month in thirty_days_months",lm
240,"def replace_list(list1,list2):
 list1[-1:] = list2
 replace_list=list1
 return replace_list
",human
535,"import math

def cylinder_surface_area(radius: float, height: float, top_or_bottom: str) -> float:
    if top_or_bottom.lower() == 'top':
        return math.pi * radius ** 2
    elif top_or_bottom.lower() == 'bottom':
        return math.pi * radius ** 2
    else:
        return 2 * math.pi * radius * height",lm
632,"def move_zero(num_list):
    a = [0 for i in range(num_list.count(0))]
    x = [ i for i in num_list if i != 0]
    x.extend(a)
    return (x)",human
737,"import re

def check_vowel(string):
    pattern = r'^[AEIOUaeiou].*'
    if re.match(pattern, string):
        return True
    else:
        return False",lm
659,"def Repeat(x): 
    _size = len(x) 
    repeated = [] 
    for i in range(_size): 
        k = i + 1
        for j in range(k, _size): 
            if x[i] == x[j] and x[i] not in repeated: 
                repeated.append(x[i]) 
    return repeated ",human
884,"def all_Bits_Set_In_The_Given_Range(n,l,r): 
    num = ((1 << r) - 1) ^ ((1 << (l - 1)) - 1) 
    new_num = n & num 
    if (num == new_num): 
        return True
    return False",human
579,"def find_dissimilar_elements(tuple1, tuple2):
    """"""
    Find dissimilar elements in two tuples.

    Parameters:
    tuple1 (tuple): First tuple.
    tuple2 (tuple): Second tuple.

    Returns:
    list: List of dissimilar elements between the two tuples.
    """"""
    
    return list(set(tuple1) ^ set(tuple2))",lm
333,"def Sort(sub_li): 
    sub_li.sort(key = lambda x: x[1]) 
    return sub_li ",human
576,"def is_Sub_Array(A,B,n,m): 
    i = 0; j = 0; 
    while (i < n and j < m):  
        if (A[i] == B[j]): 
            i += 1; 
            j += 1; 
            if (j == m): 
                return True;  
        else: 
            i = i - j + 1; 
            j = 0;       
    return False; ",human
449,"def check_Triangle(x1,y1,x2,y2,x3,y3): 
    a = (x1*(y2-y3)+x2*(y3-y1)+x3*(y1-y2))   
    if a == 0: 
        return ('No') 
    else: 
        return ('Yes') ",human
301,"def find_depth(dictionary):
    if not isinstance(dictionary, dict):
        return 0
    
    max_depth = 1
    for key in dictionary:
        if isinstance(dictionary[key], dict):
            depth = find_depth(dictionary[key]) + 1
            if depth > max_depth:
                max_depth = depth
    
    return max_depth",lm
598,"def is_armstrong_number(number):
    num_str = str(number)
    num_digits = len(num_str)
    sum = 0

    for digit in num_str:
        sum += int(digit) ** num_digits

    return number == sum",lm
481,"def is_subset_sum(set, n, sum):
	if (sum == 0):
		return True
	if (n == 0):
		return False
	if (set[n - 1] > sum):
		return is_subset_sum(set, n - 1, sum)
	return is_subset_sum(set, n-1, sum) or is_subset_sum(set, n-1, sum-set[n-1])",human
171,"def find_perimeter_of_pentagon(side_length):
    return side_length * 5",lm
216,"def is_subset(nested_list, another_nested_list):
    """"""
    Check if a nested list is a subset of another nested list.
    
    Args:
    nested_list (list): The first nested list.
    another_nested_list (list): The second nested list.
    
    Returns:
    bool: True if nested_list is a subset of another_nested_list, False otherwise.
    """"""
    if nested_list is None or another_nested_list is None:
        return False
    
    if nested_list == []:
        return True
    
    if another_nested_list == []:
        return False
    
    if nested_list[0] in another_nested_list:
        return is_subset(nested_list[1:], another_nested_list)
    else:
        return False",lm
828,"def count_alpha_dig_spl(string):
  alphabets=digits = special = 0
  for i in range(len(string)):
    if(string[i].isalpha()):
        alphabets = alphabets + 1
    elif(string[i].isdigit()):
        digits = digits + 1
    else:
        special = special + 1
  return (alphabets,digits,special)   ",human
220,"Here is the generated code for the given function documentation string:


def replace_occurrences(s: str, n: int) -> str:
    """"""
    Replace maximum n occurrences of spaces, commas, or dots with a colon.
    
    Args:
        s (str): The input string.
        n (int): The maximum number of occurrences to replace.
    
    Returns:
        str: The modified string with the replacements.
    """"""

    colon_count = 0
    result = """"

    for char in s:
        if char == "" "" or char == "","" or char == ""."":
            if colon_count < n:
                result += "":""
                colon_count += 1
            else:
                result += char
        else:
            result += char
    
    return result


Please note that the generated code assumes that the input string `s` and the maximum number of occurrences `n` are provided as arguments to the function. The function returns the modified string with the replacements.",lm
671,"def set_rightmost_unset_bit(number):
    return number | (number + 1)",lm
277,"def dict_filter(dict,n):
 result = {key:value for (key, value) in dict.items() if value >=n}
 return result",human
961,"def roman_to_int(s):
        rom_val = {'I': 1, 'V': 5, 'X': 10, 'L': 50, 'C': 100, 'D': 500, 'M': 1000}
        int_val = 0
        for i in range(len(s)):
            if i > 0 and rom_val[s[i]] > rom_val[s[i - 1]]:
                int_val += rom_val[s[i]] - 2 * rom_val[s[i - 1]]
            else:
                int_val += rom_val[s[i]]
        return int_val",human
416,"def maximum_sum(number: int) -> int:
    if number < 0:
        return 0
    if number < 10:
        return number
    max_sum = 0
    for i in range(1, number):
        current_sum = maximum_sum(number - i) + maximum_sum(i)
        max_sum = max(max_sum, current_sum)
    return max_sum",lm
555,"def difference(n) :  
    S = (n*(n + 1))//2;  
    res = S*(S-1);  
    return res;  ",human
430,"def find_directrix(focus, vertex):
    return focus[1] - vertex[1]",lm
200,"def find_max_positions(lst):
    max_val = max(lst)
    positions = [i for i, val in enumerate(lst) if val == max_val]
    return positions",lm
432,"def find_median_of_trapezium(trapezium):
    trapezium.sort()
    n = len(trapezium)
    if n % 2 == 0:
        return (trapezium[n // 2] + trapezium[(n // 2) - 1]) / 2
    else:
        return trapezium[n // 2]",lm
327,"def is_isosceles_triangle(side1, side2, side3):
    """"""
    Check if a triangle is isosceles or not.
    
    Args:
        side1 (float): Length of the first side of the triangle.
        side2 (float): Length of the second side of the triangle.
        side3 (float): Length of the third side of the triangle.
        
    Returns:
        str: ""The triangle is isosceles."" if the triangle is isosceles,
             ""The triangle is not isosceles."" otherwise.
    """"""
    if side1 == side2 or side2 == side3 or side1 == side3:
        return ""The triangle is isosceles.""
    else:
        return ""The triangle is not isosceles.""",lm
688,"import cmath
def len_complex(a,b):
  cn=complex(a,b)
  length=abs(cn)
  return length",human
927,"def calculate_tree_height(root):
    if root is None:
        return 0
    else:
        left_height = calculate_tree_height(root.left)
        right_height = calculate_tree_height(root.right)
        return max(left_height, right_height) + 1",lm
1,"R = 3
C = 3
def min_cost(cost, m, n): 
	tc = [[0 for x in range(C)] for x in range(R)] 
	tc[0][0] = cost[0][0] 
	for i in range(1, m+1): 
		tc[i][0] = tc[i-1][0] + cost[i][0] 
	for j in range(1, n+1): 
		tc[0][j] = tc[0][j-1] + cost[0][j] 
	for i in range(1, m+1): 
		for j in range(1, n+1): 
			tc[i][j] = min(tc[i-1][j-1], tc[i-1][j], tc[i][j-1]) + cost[i][j] 
	return tc[m][n]",human
404,"def minimum(a,b):   
    if a <= b: 
        return a 
    else: 
        return b ",human
756,"import re

def match_string(string):
    pattern = re.compile(""ab?"")
    return bool(pattern.match(string))",lm
571,"def max_sum_pair_diff_lessthan_K(arr, N, K): 
	arr.sort() 
	dp = [0] * N 
	dp[0] = 0
	for i in range(1, N): 
		dp[i] = dp[i-1] 
		if (arr[i] - arr[i-1] < K): 
			if (i >= 2): 
				dp[i] = max(dp[i], dp[i-2] + arr[i] + arr[i-1]); 
			else: 
				dp[i] = max(dp[i], arr[i] + arr[i-1]); 
	return dp[N - 1]",human
360,"def find_carol_number(n):
    # check if n is valid
    if n <= 0:
        return None

    # calculate the carol number
    carol = ((2 ** n) - 1) ** 2 - 2
    
    return carol",lm
373,"def cuboid_volume(length, width, height):
    return length * width * height",lm
472,"def check_Consecutive(l): 
    return sorted(l) == list(range(min(l),max(l)+1)) ",human
342,"from heapq import heappop, heappush
class Node:
    def __init__(self, value, list_num, index):
        self.value = value
        self.list_num = list_num
        self.index = index
    def __lt__(self, other):
        return self.value < other.value
def find_minimum_range(list):
    high = float('-inf')
    p = (0, float('inf'))
    pq = []
    for i in range(len(list)):
        heappush(pq, Node(list[i][0], i, 0))
        high = max(high, list[i][0])
    while True:
        top = heappop(pq)
        low = top.value
        i = top.list_num
        j = top.index
        if high - low < p[1] - p[0]:
            p = (low, high)
        if j == len(list[i]) - 1:
            return p
        heappush(pq, Node(list[i][j + 1], i, j + 1))
        high = max(high, list[i][j + 1])",human
367,"def isBalanced(root):
    def getHeight(node):
        if node is None:
            return 0
        left_height = getHeight(node.left)
        right_height = getHeight(node.right)
        return max(left_height, right_height) + 1
    
    if root is None:
        return True
    
    left_height = getHeight(root.left)
    right_height = getHeight(root.right)
    
    if abs(left_height - right_height) > 1:
        return False
    
    return isBalanced(root.left) and isBalanced(root.right)",lm
409,"def min_product_tuple(list1):
    result_min = min([abs(x * y) for x, y in list1] )
    return result_min",human
515,"def modular_sum(arr, n, m): 
	if (n > m): 
		return True
	DP = [False for i in range(m)] 
	for i in range(n): 
		if (DP[0]): 
			return True
		temp = [False for i in range(m)] 
		for j in range(m): 
			if (DP[j] == True): 
				if (DP[(j + arr[i]) % m] == False): 
					temp[(j + arr[i]) % m] = True
		for j in range(m): 
			if (temp[j]): 
				DP[j] = True
		DP[arr[i] % m] = True
	return DP[0]",human
385,"def perrin_number(n):
    if n == 0:
        return 3
    elif n == 1:
        return 0
    elif n == 2:
        return 2
    else:
        return perrin_number(n-2) + perrin_number(n-3)",lm
351,"def find_first_k(array, k):
    for num in array:
        if array.count(num) == k:
            return num
    return None",lm
716,"def rombus_perimeter(a):
  perimeter=4*a
  return perimeter",human
220,"import re
def replace_max_specialchar(text,n):
 return (re.sub(""[ ,.]"", "":"", text, n))",human
667,"def count_vowels(string):
    """"""
    This function counts the number of vowels in a given string.
    
    Parameters:
    string (str): The input string.
    
    Returns:
    int: The number of vowels in the string.
    """"""
    vowels = 'aeiouAEIOU'
    count = 0
    for char in string:
        if char in vowels:
            count += 1
    return count",lm
781,"def check_divisor_count(num):
    """"""
    Check whether the count of divisors is even or odd.
    
    :param num: The number to be checked.
    :return: True if the count of divisors is even, False if it is odd.
    """"""
    count = 0
    for i in range(1, num+1):
        if num % i == 0:
            count += 1
    return count % 2 == 0",lm
687,"def recur_gcd(a, b):
	low = min(a, b)
	high = max(a, b)
	if low == 0:
		return high
	elif low == 1:
		return 1
	else:
		return recur_gcd(low, high%low)",human
49,"def specified_element(nums, N):
    result = [i[N] for i in nums]
    return result
    ",human
607,"def search_string(pattern, string):
    import re
    match = re.search(pattern, string)
    if match:
        return match.start()
    else:
        return -1",lm
295,"def sum_of_divisors(n):
    """"""
    Returns the sum of all divisors of a number.

    Parameters:
    n (int): The number for which to find the divisors.

    Returns:
    int: The sum of all divisors of the given number.
    """"""
    sum_of_divisors = 0
    for i in range(1, n+1):
        if n % i == 0:
            sum_of_divisors += i
    return sum_of_divisors",lm
507,"def remove_words(words_list, remove_list):
    return [word for word in words_list if word not in remove_list]",lm
973,"def left_rotate_string(string, n):
    return string[n:] + string[:n]",lm
199,"def highest_power_of_2(num):
    power = 0
    while 2**power <= num:
        power += 1
    return 2**(power-1)",lm
697,"def count_even(array_nums):
   count_even = len(list(filter(lambda x: (x%2 == 0) , array_nums)))
   return count_even",human
458,"def rectangle_area(l,b):
  area=l*b
  return area",human
482,"import re

def find_sequences(string):
    regex_pattern = r'[A-Z][a-z]+'
    matches = re.findall(regex_pattern, string)
    return matches",lm
877,"def sort_string(string):
    sorted_string = ''.join(sorted(string))
    return sorted_string",lm
660,"def find_Points(l1,r1,l2,r2): 
    x = min(l1,l2) if (l1 != l2) else -1
    y = max(r1,r2) if (r1 != r2) else -1
    return (x,y)",human
642,"def remove_similar_row(test_list):
  res = set(sorted([tuple(sorted(set(sub))) for sub in test_list]))
  return (res) ",human
943,"def combine_sorted_lists(list1, list2):
    import heapq
    return list(heapq.merge(list1, list2))",lm
110,"def extract_missing(test_list, strt_val, stop_val):
  res = []
  for sub in test_list:
    if sub[0] > strt_val:
      res.append((strt_val, sub[0]))
      strt_val = sub[1]
    if strt_val < stop_val:
      res.append((strt_val, stop_val))
  return (res) ",human
924,"def find_maximum(a, b):
    """"""
    Finds the maximum of two numbers.

    Parameters:
    a (int): The first number.
    b (int): The second number.

    Returns:
    int: The maximum of the two numbers.
    """"""
    return max(a, b)",lm
498,"def gcd(a, b):
    """"""
    Find the greatest common divisor (gcd) of two positive integers.

    Parameters:
    a (int): The first positive integer.
    b (int): The second positive integer.

    Returns:
    int: The gcd of the two positive integers.
    """"""
    while b:
        a, b = b, a % b
        
    return a",lm
727,"import re

def remove_special_characters(input_string):
    return re.sub('[^A-Za-z0-9]+', '', input_string)",lm
205,"def find_inversions(tuple_list):
    inversions = 0
    for i in range(len(tuple_list)):
        for j in range(i+1, len(tuple_list)):
            if tuple_list[i] > tuple_list[j]:
                inversions += 1
    return inversions",lm
788,"def create_tuple(string: str, lst: list) -> tuple:
    """"""
    Create a new tuple from the given string and list.
    
    Args:
        string (str): The input string.
        lst (list): The input list.
    
    Returns:
        tuple: A tuple containing the string and list.
    """"""
    return tuple([string] + lst)",lm
787,"import re

def match_string(string):
    pattern = r'abbb'
    match = re.match(pattern, string)
    if match:
        return True
    else:
        return False",lm
83,"def find_character(string):
    return chr(sum(ord(c) for c in string))",lm
831,"def count_equal_pairs(arr):
    count = 0
    for i in range(len(arr)):
        for j in range(i+1, len(arr)):
            if arr[i] == arr[j]:
                count += 1
    return count",lm
893,"def Extract(lst): 
    return [item[-1] for item in lst] ",human
604,"def reverse_words(string):
    words = string.split()
    reversed_string = ' '.join(reversed(words))
    return reversed_string",lm
392,"def find_max_sum(n):
    if n == 0:
        return 0
    if n < 6:
        return n
    max_sum = max(find_max_sum(n//2), find_max_sum(n//3), find_max_sum(n//4), find_max_sum(n//5), n)
    return max_sum",lm
797,"def sum_odd_numbers(l, r):
    total = 0
    for num in range(l, r+1):
        if num % 2 != 0:
            total += num
    return total",lm
176,"def find_perimeter(a, b, c):
    return a + b + c",lm
194,"Please find below the implementation of the requested function:


def octal_to_decimal(octal):
    decimal = 0
    power = 0

    while octal != 0:
        decimal += (octal % 10) * (8 ** power)
        octal //= 10
        power += 1

    return decimal",lm
211,"def count_bits(n, o):
    count = 0
    for i in range(n+1):
        if (i & (1 << o)) and (i & (1 << n)):
            count += 1
    return count",lm
280,"def sequential_search(dlist, item):
    pos = 0
    found = False
    while pos < len(dlist) and not found:
        if dlist[pos] == item:
            found = True
        else:
            pos = pos + 1
    return found, pos",human
377,"def remove_Char(s,c) :  
    counts = s.count(c) 
    s = list(s) 
    while counts :  
        s.remove(c) 
        counts -= 1 
    s = '' . join(s)   
    return (s) ",human
476,"def big_sum(nums):
      sum= max(nums)+min(nums)
      return sum",human
41,"def filter_even_numbers(numbers):
    return list(filter(lambda x: x % 2 == 0, numbers))",lm
264,"def dog_age(h_age):
 if h_age < 0:
 	exit()
 elif h_age <= 2:
	 d_age = h_age * 10.5
 else:
	 d_age = 21 + (h_age - 2)*4
 return d_age",human
890,"def find_extra_element(arr1, arr2):
    for i in range(len(arr2)):
        if arr1[i] != arr2[i]:
            return i
    return len(arr2)",lm
136,"def calculate_electricity_bill(units, rate):
    return units * rate",lm
454,"import re
def text_match_wordz(text):
        patterns = '\w*z.\w*'
        if re.search(patterns,  text):
                return 'Found a match!'
        else:
                return('Not matched!')",human
559,"def find_largest_sum_subarray(arr):
    if not arr:
        return 0
    
    max_sum = arr[0]
    current_sum = arr[0]
    
    for num in arr[1:]:
        current_sum = max(num, current_sum + num)
        max_sum = max(max_sum, current_sum)
    
    return max_sum",lm
555,"def difference_of_sums(n):
    sum_of_squares = (n * (n + 1) // 2) ** 2
    sum_of_cubes = (n * (n + 1) // 2) * ((n * (n + 1) // 2) + 1) // 2
    return sum_of_cubes - sum_of_squares",lm
