idx,code,label
430,"def find_directrix(a, b, c):
    # Directrix of a parabola y = ax^2 + bx + c is y = -d
    # where d = 1/4a (focus-directrix definition) and vertex form is y = a(x-h)^2 + k
    # Vertex (h, k) where h = -b/2a and k = c - (b^2 - 4ac)/4a
    d = 1 / (4 * a)
    return -d",lm
78,"def count_With_Odd_SetBits(n): 
    if (n % 2 != 0): 
        return (n + 1) / 2
    count = bin(n).count('1') 
    ans = n / 2
    if (count % 2 != 0): 
        ans += 1
    return ans ",human
1,"def minCost(cost, m, n):
    dp = [[0 for x in range(n+1)] for x in range(m+1)]
    dp[0][0] = cost[0][0]

    for i in range(1, m+1):
        dp[i][0] = dp[i-1][0] + cost[i][0]

    for j in range(1, n+1):
        dp[0][j] = dp[0][j-1] + cost[0][j]

    for i in range(1, m+1):
        for j in range(1, n+1):
            dp[i][j] = min(dp[i-1][j-1], dp[i-1][j], dp[i][j-1]) + cost[i][j]

    return dp[m][n]",lm
616,"def modulo_tuples(tuple1, tuple2):
    return tuple(a % b for a, b in zip(tuple1, tuple2))",lm
90,"def len_log(list1):
    max=len(list1[0])
    for i in list1:
        if len(i)>max:
            max=len(i)
    return max",human
910,"def validate_gregorian_date(year, month, day):
    try:
        from datetime import datetime
        datetime(year, month, day)
        return True
    except ValueError:
        return False",lm
268,"def nth_star_number(n):
    return 6 * n * (n - 1) + 1",lm
913,"import re
def end_num(string):
    text = re.compile(r"".*[0-9]$"")
    if text.match(string):
        return True
    else:
        return False",human
399,"def bitwise_xor(test_tup1, test_tup2):
  res = tuple(ele1 ^ ele2 for ele1, ele2 in zip(test_tup1, test_tup2))
  return (res) ",human
125,"def find_length(string, n): 
	current_sum = 0
	max_sum = 0
	for i in range(n): 
		current_sum += (1 if string[i] == '0' else -1) 
		if current_sum < 0: 
			current_sum = 0
		max_sum = max(current_sum, max_sum) 
	return max_sum if max_sum else 0",human
949,"def sort_tuple_list_by_digit_count(tuple_list):
    return sorted(tuple_list, key=lambda x: sum(len(str(elem)) for elem in x))",lm
298,"def find_nested_elements_in_list(outer_list, comparison_list):
    found_elements = []
    for element in outer_list:
        if isinstance(element, list):
            for nested_element in element:
                if nested_element in comparison_list:
                    found_elements.append(nested_element)
        elif element in comparison_list:
            found_elements.append(element)
    return found_elements",lm
729,"def add_list(nums1,nums2):
  result = map(lambda x, y: x + y, nums1, nums2)
  return list(result)",human
867,"def add_min_to_make_even(arr):
    sum_arr = sum(arr)
    if sum_arr % 2 == 0:
        return 0
    else:
        return 1",lm
861,"from collections import Counter 
def anagram_lambda(texts,str):
  result = list(filter(lambda x: (Counter(str) == Counter(x)), texts)) 
  return result",human
307,"def get_colon(t):
    return tuple(map(lambda x: x+':' if isinstance(x, str) else x, t))",lm
2,"def find_similar_elements(list1, list2):
    return list(set(list1) & set(list2))",lm
941,"def count_elim(num):
  count_elim = 0
  for n in num:
    if isinstance(n, tuple):
        break
    count_elim += 1
  return count_elim",human
859,"from itertools import combinations
def sub_lists(my_list):
	subs = []
	for i in range(0, len(my_list)+1):
	  temp = [list(x) for x in combinations(my_list, i)]
	  if len(temp)>0:
	    subs.extend(temp)
	return subs",human
571,"def max_sum_pair_diff_lessthan_K(arr, N, K): 
	arr.sort() 
	dp = [0] * N 
	dp[0] = 0
	for i in range(1, N): 
		dp[i] = dp[i-1] 
		if (arr[i] - arr[i-1] < K): 
			if (i >= 2): 
				dp[i] = max(dp[i], dp[i-2] + arr[i] + arr[i-1]); 
			else: 
				dp[i] = max(dp[i], arr[i] + arr[i-1]); 
	return dp[N - 1]",human
556,"def find_Odd_Pair(A,N) : 
    oddPair = 0
    for i in range(0,N) :  
        for j in range(i+1,N) :  
            if ((A[i] ^ A[j]) % 2 != 0):  
                oddPair+=1  
    return oddPair  ",human
552,"def Seq_Linear(seq_nums):
  seq_nums = [seq_nums[x] - seq_nums[x-1] for x in range(1, len(seq_nums))]
  if len(set(seq_nums)) == 1: 
    return ""Linear Sequence""
  else:
    return ""Non Linear Sequence""",human
758,"def unique_sublists(list1):
    result ={}
    for l in  list1: 
        result.setdefault(tuple(l), list()).append(1) 
    for a, b in result.items(): 
        result[a] = sum(b)
    return result",human
836,"def maxSubArrayLength(nums):
    max_sum = current_sum = nums[0]
    start = 0
    end = 0
    temp_start = 0

    for i in range(1, len(nums)):
        if nums[i] > current_sum + nums[i]:
            current_sum = nums[i]
            temp_start = i
        else:
            current_sum += nums[i]
        
        if current_sum > max_sum:
            max_sum = current_sum
            start = temp_start
            end = i

    return end - start + 1",lm
353,"def remove_column(list1, n):
   for i in list1: 
    del i[n] 
   return list1",human
31,"import heapq
from collections import Counter

def top_k_frequent(nums, k):
    nums_flattened = [num for sublist in nums for num in sublist]
    count = Counter(nums_flattened)
    return heapq.nlargest(k, count.keys(), key=count.get)",lm
778,"from itertools import groupby
def pack_consecutive_duplicates(list1):
    return [list(group) for key, group in groupby(list1)]",human
964,"def word_len(s): 
    s = s.split(' ')   
    for word in s:    
        if len(word)%2==0: 
            return True  
        else:
          return False",human
701,"def find_equilibrium_index(arr):
    total_sum = sum(arr)
    left_sum = 0
    for i, value in enumerate(arr):
        total_sum -= value
        if left_sum == total_sum:
            return i
        left_sum += value
    return -1",lm
936,"def re_arrange_tuples(test_list, ord_list):
  temp = dict(test_list)
  res = [(key, temp[key]) for key in ord_list]
  return (res) ",human
220,"import re
def replace_max_specialchar(text,n):
 return (re.sub(""[ ,.]"", "":"", text, n))",human
335,"def sum_of_arithmetic_progression(a1, d, n):
    return n * (2 * a1 + (n - 1) * d) / 2",lm
486,"from math import factorial

def binomial_probability(n, k, p):
    def binom_coeff(n, k):
        return factorial(n) / (factorial(k) * factorial(n - k))

    return binom_coeff(n, k) * (p ** k) * ((1 - p) ** (n - k))",lm
141,"def pancake_sort(nums):
    arr_len = len(nums)
    while arr_len > 1:
        mi = nums.index(max(nums[0:arr_len]))
        nums = nums[mi::-1] + nums[mi+1:len(nums)]
        nums = nums[arr_len-1::-1] + nums[arr_len:len(nums)]
        arr_len -= 1
    return nums",human
167,"def next_Power_Of_2(n): 
    count = 0; 
    if (n and not(n & (n - 1))): 
        return n   
    while( n != 0): 
        n >>= 1
        count += 1
    return 1 << count; ",human
195,"def first(arr,x,n): 
    low = 0
    high = n - 1
    res = -1  
    while (low <= high):
        mid = (low + high) // 2 
        if arr[mid] > x:
            high = mid - 1
        elif arr[mid] < x:
            low = mid + 1
        else:
            res = mid
            high = mid - 1
    return res",human
170,"def sum_range_list(list1, m, n):                                                                                                                                                                                                
    sum_range = 0                                                                                                                                                                                                         
    for i in range(m, n+1, 1):                                                                                                                                                                                        
        sum_range += list1[i]                                                                                                                                                                                                  
    return sum_range   ",human
662,"def sort_list_in_dict(d):
    for key, value in d.items():
        if isinstance(value, list):
            d[key] = sorted(value)
    return d",lm
7,"import re
def find_char_long(text):
  return (re.findall(r""\b\w{4,}\b"", text))",human
436,"def neg_nos(list1):
  for num in list1: 
    if num < 0: 
       return num ",human
465,"def drop_empty(dict1):
  dict1 = {key:value for (key, value) in dict1.items() if value is not None}
  return dict1",human
138,"def check_sum_of_powers_of_2(n):
    if n <= 0:
        return False
    while n > 0:
        if n % 2 == 0:
            n = n // 2
        else:
            n = n - 1
        if n == 1 or n == 0:
            return True
    return False",lm
973,"def left_rotate_string(s, n):
    return s[n:] + s[:n]",lm
53,"def check_Equality(str):
  if (str[0] == str[-1]):  
    return (""Equal"") 
  else:  
    return (""Not Equal"") ",human
663,"import sys 
def find_max_val(n, x, y): 
	ans = -sys.maxsize 
	for k in range(n + 1): 
		if (k % x == y): 
			ans = max(ans, k) 
	return (ans if (ans >= 0 and
					ans <= n) else -1) ",human
844,"def get_Number(n, k): 
    arr = [0] * n; 
    i = 0; 
    odd = 1; 
    while (odd <= n):   
        arr[i] = odd; 
        i += 1; 
        odd += 2;
    even = 2; 
    while (even <= n): 
        arr[i] = even; 
        i += 1;
        even += 2; 
    return arr[k - 1]; ",human
696,"def zip_lists_of_lists(list1, list2):
    return [list(zip(l1, l2)) for l1, l2 in zip(list1, list2)]",lm
61,"from collections import defaultdict
def count_Substrings(s,n):
    count,sum = 0,0
    mp = defaultdict(lambda : 0)
    mp[0] += 1
    for i in range(n):
        sum += ord(s[i]) - ord('0')
        count += mp[sum - (i + 1)]
        mp[sum - (i + 1)] += 1
    return count",human
519,"import math

def volume_of_tetrahedron(side_length):
    return (math.sqrt(2) / 12) * side_length ** 3",lm
784,"def mul_even_odd(list1):
    first_even = next((el for el in list1 if el%2==0),-1)
    first_odd = next((el for el in list1 if el%2!=0),-1)
    return (first_even*first_odd)",human
854,"import heapq

def list_to_heap(lst):
    heapq.heapify(lst)
    return lst",lm
58,"def opposite_Signs(x,y): 
    return ((x ^ y) < 0); ",human
721,"import numpy as np

def max_average_path(matrix):
    n = len(matrix)
    if n == 0:
        return 0

    dp = np.zeros((n, n))
    dp[0, 0] = matrix[0][0]

    for i in range(1, n):
        dp[0, i] = dp[0, i-1] + matrix[0][i]
        dp[i, 0] = dp[i-1, 0] + matrix[i][0]

    for i in range(1, n):
        for j in range(1, n):
            dp[i, j] = max(dp[i-1, j], dp[i, j-1]) + matrix[i][j]

    return dp[n-1, n-1] / (2 * n - 1)",lm
569,"def sort_sublists(list1):
    result = list(map(sorted,list1)) 
    return result",human
893,"def Extract(lst): 
    return [item[-1] for item in lst] ",human
474,"def replace_char(str1,ch,newch):
 str2 = str1.replace(ch, newch)
 return str2",human
160,"def find_xy(a, b, n):
    for x in range(n + 1):
        for y in range(n + 1):
            if a * x + b * y == n:
                return x, y
    return None, None",lm
631,"import re
text = 'Python Exercises'
def replace_spaces(text):
  text =text.replace ("" "", ""_"")
  return (text)
  text =text.replace (""_"", "" "")
  return (text)",human
332,"def char_frequency(str1):
    dict = {}
    for n in str1:
        keys = dict.keys()
        if n in keys:
            dict[n] += 1
        else:
            dict[n] = 1
    return dict",human
205,"def inversion_elements(test_tup):
  res = tuple(list(map(lambda x: ~x, list(test_tup))))
  return (res) ",human
682,"def multiply_lists(list1, list2):
    return list(map(lambda x, y: x * y, list1, list2))",lm
950,"def chinese_zodiac(year):
 if (year - 2000) % 12 == 0:
     sign = 'Dragon'
 elif (year - 2000) % 12 == 1:
     sign = 'Snake'
 elif (year - 2000) % 12 == 2:
     sign = 'Horse'
 elif (year - 2000) % 12 == 3:
     sign = 'sheep'
 elif (year - 2000) % 12 == 4:
     sign = 'Monkey'
 elif (year - 2000) % 12 == 5:
     sign = 'Rooster'
 elif (year - 2000) % 12 == 6:
     sign = 'Dog'
 elif (year - 2000) % 12 == 7:
     sign = 'Pig'
 elif (year - 2000) % 12 == 8:
     sign = 'Rat'
 elif (year - 2000) % 12 == 9:
     sign = 'Ox'
 elif (year - 2000) % 12 == 10:
     sign = 'Tiger'
 else:
     sign = 'Hare'
 return sign",human
632,"def move_zero(num_list):
    a = [0 for i in range(num_list.count(0))]
    x = [ i for i in num_list if i != 0]
    x.extend(a)
    return (x)",human
867,"def min_Num(arr,n):  
    odd = 0
    for i in range(n): 
        if (arr[i] % 2): 
            odd += 1 
    if (odd % 2): 
        return 1
    return 2",human
873,"def fibonacci(n):
    if n <= 1:
        return n
    else:
        return(fibonacci(n-1) + fibonacci(n-2))",lm
156,"def tuple_int_str(tuple_str):
    result = tuple((int(x[0]), int(x[1])) for x in tuple_str)
    return result",human
130,"def find_max_frequency_item(lst):
    if not lst:
        return None
    frequency = {}
    for item in lst:
        if item in frequency:
            frequency[item] += 1
        else:
            frequency[item] = 1
    max_frequency = max(frequency.values())
    max_items = [item for item, count in frequency.items() if count == max_frequency]
    return max_items[0] if len(max_items) == 1 else max_items",lm
189,"def first_missing_positive(nums):
    nums = [num for num in nums if num > 0]
    nums.sort()
    missing = 1
    for num in nums:
        if num == missing:
            missing += 1
    return missing",lm
792,"def count_list(input_list): 
    return len(input_list)",human
454,"import re

def contains_z(word):
    return re.search(r""z"", word) is not None",lm
249,"def intersection_array(array_nums1,array_nums2):
 result = list(filter(lambda x: x in array_nums1, array_nums2)) 
 return result",human
741,"def all_chars_same(s):
    return all(c == s[0] for c in s)",lm
675,"def sum_nums(x, y,m,n):
    sum_nums= x + y
    if sum_nums in range(m, n):
        return 20
    else:
        return sum_nums",human
538,"def string_list_to_tuple(string_list):
    return tuple(string_list)",lm
278,"def count_first_elements(test_tup):
  for count, ele in enumerate(test_tup):
    if isinstance(ele, tuple):
      break
  return (count) ",human
700,"def count_range_in_list(li, min, max):
	ctr = 0
	for x in li:
		if min <= x <= max:
			ctr += 1
	return ctr",human
851,"def Sum_of_Inverse_Divisors(N,Sum): 
    ans = float(Sum)*1.0 /float(N);  
    return round(ans,2); ",human
440,"def find_adverbs(sentence):
    import nltk
    nltk.download('averaged_perceptron_tagger')
    
    words = nltk.word_tokenize(sentence)
    pos_tags = nltk.pos_tag(words)
    
    adverbs = []
    for i, (word, tag) in enumerate(pos_tags):
        if tag.startswith('RB'):
            adverbs.append((word, i))
    
    return adverbs",lm
101,"def find_kth_element(arr, k):
    if k <= len(arr) and k > 0:
        return arr[k-1]
    else:
        return None",lm
400,"def extract_freq(test_list):
  res = len(list(set(tuple(sorted(sub)) for sub in test_list)))
  return (res)",human
560,"def union_of_tuples(*tuples):
    result = set()
    for tuple in tuples:
        result.update(tuple)
    return tuple(result)",lm
953,"def minSubsetsWithDistinctElements(arr):
    return len(set(arr))",lm
887,"def is_odd(n) : 
    if (n^1 == n-1) :
        return True; 
    else :
        return False; ",human
381,"from operator import itemgetter
def index_on_inner_list(list_data, index_no):
    result = sorted(list_data, key=itemgetter(index_no))
    return result",human
665,"def move_last(num_list):
    a = [num_list[0] for i in range(num_list.count(num_list[0]))]
    x = [ i for i in num_list if i != num_list[0]]
    x.extend(a)
    return (x)",human
689,"def min_jumps(arr, n):
	jumps = [0 for i in range(n)]
	if (n == 0) or (arr[0] == 0):
		return float('inf')
	jumps[0] = 0
	for i in range(1, n):
		jumps[i] = float('inf')
		for j in range(i):
			if (i <= j + arr[j]) and (jumps[j] != float('inf')):
				jumps[i] = min(jumps[i], jumps[j] + 1)
				break
	return jumps[n-1]",human
116,"def tuple_to_int(nums):
    result = int(''.join(map(str,nums)))
    return result",human
929,"def count_tuplex(tuplex,value):  
  count = tuplex.count(value)
  return count",human
170,"def sum_in_range(numbers, start_index, end_index):
    if start_index < 0 or end_index >= len(numbers):
        return ""Invalid range.""
    return sum(numbers[start_index:end_index+1])",lm
819,"def count_duplic(lists):
    element = []
    frequency = []
    if not lists:
        return element
    running_count = 1
    for i in range(len(lists)-1):
        if lists[i] == lists[i+1]:
            running_count += 1
        else:
            frequency.append(running_count)
            element.append(lists[i])
            running_count = 1
    frequency.append(running_count)
    element.append(lists[i+1])
    return element,frequency
",human
742,"import math

def tetrahedron_area(edge_length):
    return math.sqrt(3) * edge_length**2",lm
127,"def multiply(a, b):
    if b == 0:
        return 0
    if b > 0:
        return a + multiply(a, b - 1)
    if b < 0:
        return -multiply(a, -b)",lm
919,"def multiply_list_items(lst):
    result = 1
    for item in lst:
        result *= item
    return result",lm
238,"def count_non_empty_substrings(s):
    n = len(s)
    return n*(n+1)//2",lm
801,"def count_equal_numbers(a, b, c):
    if a == b == c:
        return 3
    elif a == b or a == c or b == c:
        return 2
    else:
        return 0",lm
709,"from collections import defaultdict 
def get_unique(test_list):
  res = defaultdict(list)
  for sub in test_list:
    res[sub[1]].append(sub[0])
  res = dict(res)
  res_dict = dict()
  for key in res:
    res_dict[key] = len(list(set(res[key])))
  return (str(res_dict)) ",human
668,"def replace_multiple_chars(s):
    return ''.join([s[i] for i in range(len(s)) if i == 0 or s[i] != s[i-1]])",lm
2,"def similar_elements(test_tup1, test_tup2):
  res = tuple(set(test_tup1) & set(test_tup2))
  return (res) ",human
111,"def find_common_in_nested_lists(*lists):
    return list(set.intersection(*map(set, lists)))",lm
190,"def count_Intgral_Points(x1,y1,x2,y2): 
    return ((y2 - y1 - 1) * (x2 - x1 - 1)) ",human
813,"def string_length(s):
    return len(s)",lm
383,"def toggle_odd_bits(num):
    return num ^ 0xAAAAAAAA",lm
647,"import re
def split_upperstring(text):
 return (re.findall('[A-Z][^A-Z]*', text))",human
266,"def lateral_surface_area_cube(side_length):
    return 4 * side_length * side_length",lm
12,"def sort_matrix(M):
    result = sorted(M, key=sum)
    return result",human
678,"def remove_spaces(str1):
  str1 = str1.replace(' ','')
  return str1",human
636,"def Check_Solution(a,b,c): 
    if (a == c): 
        return (""Yes""); 
    else: 
        return (""No""); ",human
614,"def cumulative_sum(tuple_list):
    return sum(sum(tup) for tup in tuple_list)",lm
653,"from collections import defaultdict

def group_pairs(kv_pairs):
    grouped_dict = defaultdict(list)
    for key, value in kv_pairs:
        grouped_dict[key].append(value)
    return dict(grouped_dict)",lm
289,"def odd_Days(N): 
    hund1 = N // 100
    hund4 = N // 400
    leap = N >> 2
    ordd = N - leap 
    if (hund1): 
        ordd += hund1 
        leap -= hund1 
    if (hund4): 
        ordd -= hund4 
        leap += hund4 
    days = ordd + leap * 2
    odd = days % 7
    return odd ",human
668,"import re 
def replace(string, char): 
    pattern = char + '{2,}'
    string = re.sub(pattern, char, string) 
    return string ",human
881,"def sum_first_even_odd(numbers):
    even_sum = 0
    odd_sum = 0
    for num in numbers:
        if num % 2 == 0:
            if even_sum == 0:
                even_sum = num
        else:
            if odd_sum == 0:
                odd_sum = num
    return even_sum + odd_sum",lm
432,"def median_trapezium(base1,base2,height):
 median = 0.5 * (base1+ base2)
 return median",human
135,"def hexagonal_num(n): 
	return n*(2*n - 1) ",human
296,"def get_Inv_Count(arr,n): 
    inv_count = 0
    for i in range(n): 
        for j in range(i + 1,n): 
            if (arr[i] > arr[j]): 
                inv_count += 1
    return inv_count ",human
534,"import re
def search_literal(pattern,text):
 match = re.search(pattern, text)
 s = match.start()
 e = match.end()
 return (s, e)",human
528,"def min_length(list1):
   min_length = min(len(x) for x in  list1 )  
   min_list = min((x) for x in   list1)
   return(min_length, min_list)     ",human
51,"def check_equilateral(x,y,z):
  if x == y == z:
	   return True
  else:
     return False",human
864,"def palindrome_lambda(texts):
  result = list(filter(lambda x: (x == """".join(reversed(x))), texts))
  return result",human
904,"def even_num(x):
  if x%2==0:
     return True
  else:
    return False",human
342,"import heapq

def smallestRange(arrays):
    minHeap = []
    right = max(arrays[0])
    
    for i, arr in enumerate(arrays):
        right = max(right, arr[0])
        heapq.heappush(minHeap, (arr[0], i, 0))
        
    left = minHeap[0][0]
    rangeLeft, rangeRight = left, right
    
    while True:
        value, listIndex, elementIndex = heapq.heappop(minHeap)
        
        if right - left < rangeRight - rangeLeft:
            rangeLeft, rangeRight = left, right
        
        if elementIndex + 1 == len(arrays[listIndex]):
            return [rangeLeft, rangeRight]
        
        nextElement = arrays[listIndex][elementIndex + 1]
        right = max(right, nextElement)
        heapq.heappush(minHeap, (nextElement, listIndex, elementIndex + 1))
        left = minHeap[0][0]",lm
320,"def difference_of_sums(n):
    sum_of_squares = sum([i**2 for i in range(1, n+1)])
    square_of_sum = sum(range(1, n+1)) ** 2
    return square_of_sum - sum_of_squares",lm
227,"def minimum_of_three(a, b, c):
    return min(a, b, c)",lm
64,"def subject_marks(subjectmarks):
#subject_marks = [('English', 88), ('Science', 90), ('Maths', 97), ('Social sciences', 82)])
 subjectmarks.sort(key = lambda x: x[1])
 return subjectmarks",human
390,"def insert_string(items, string):
    return [string + str(item) for item in items]",lm
409,"def min_product_from_pairs(tuples_list):
    if not tuples_list:
        return None
    min_product = float('inf')
    for pair in tuples_list:
        product = pair[0] * pair[1]
        if product < min_product:
            min_product = product
    return min_product",lm
962,"def sum_Natural(n): 
    sum = (n * (n + 1)) 
    return int(sum) 
def sum_Even(l,r): 
    return (sum_Natural(int(r / 2)) - sum_Natural(int((l - 1) / 2))) ",human
878,"def has_k_elements(given_tuple, k):
    return len(given_tuple) == k",lm
241,"def array_3d(m,n,o):
 array_3d = [[ ['*' for col in range(m)] for col in range(n)] for row in range(o)]
 return array_3d",human
407,"def rearrange_bigger(n):
    nums = list(str(n))
    for i in range(len(nums)-2,-1,-1):
        if nums[i] < nums[i+1]:
            z = nums[i:]
            y = min(filter(lambda x: x > z[0], z))
            z.remove(y)
            z.sort()
            nums[i:] = [y] + z
            return int("""".join(nums))
    return False",human
84,"def sequence(n): 
	if n == 1 or n == 2: 
		return 1
	else: 
		return sequence(sequence(n-1)) + sequence(n-sequence(n-1))",human
827,"def sum_specific_column(data, column):
    return sum(row[column] for row in data if len(row) > column)",lm
523,"import re
validate_string = lambda s, length: bool(re.match(r'^(?=.*[a-z])(?=.*[A-Z])(?=.*\d).{%d}$' % length, s))",lm
59,"def nth_octagonal_number(n):
    return n * (3*n - 2)",lm
884,"def check_bits_in_range(n, start, end):
    for i in range(start, end + 1):
        if (n & (1 << i)) == 0:
            return False
    return True",lm
352,"def unique_Characters(str):
    for i in range(len(str)):
        for j in range(i + 1,len(str)): 
            if (str[i] == str[j]):
                return False;
    return True;",human
904,"def is_even(num):
    return num % 2 == 0",lm
101,"def kth_element(arr, n, k):
  for i in range(n):
    for j in range(0, n-i-1):
      if arr[j] > arr[j+1]:
        arr[j], arr[j+1] == arr[j+1], arr[j]
  return arr[k-1]",human
458,"def rectangle_area(length, width):
    return length * width",lm
726,"def multiply_adjacent_elements(input_tuple):
    result = tuple(input_tuple[i] * input_tuple[i + 1] for i in range(len(input_tuple) - 1))
    return result",lm
478,"def remove_lowercase_substrings(s):
    import re
    return re.sub(r'[a-z]+', '', s)",lm
128,"def filter_long_words(words, n):
    return [word for word in words if len(word) > n]",lm
672,"def max_of_three(a, b, c):
    return max(a, b, c)",lm
136,"def cal_electbill(units):
 if(units < 50):
    amount = units * 2.60
    surcharge = 25
 elif(units <= 100):
    amount = 130 + ((units - 50) * 3.25)
    surcharge = 35
 elif(units <= 200):
    amount = 130 + 162.50 + ((units - 100) * 5.26)
    surcharge = 45
 else:
    amount = 130 + 162.50 + 526 + ((units - 200) * 8.45)
    surcharge = 75
 total = amount + surcharge
 return total",human
129,"def magic_square_test(my_matrix):
    iSize = len(my_matrix[0])
    sum_list = []
    sum_list.extend([sum (lines) for lines in my_matrix])   
    for col in range(iSize):
        sum_list.append(sum(row[col] for row in my_matrix))
    result1 = 0
    for i in range(0,iSize):
        result1 +=my_matrix[i][i]
    sum_list.append(result1)      
    result2 = 0
    for i in range(iSize-1,-1,-1):
        result2 +=my_matrix[i][i]
    sum_list.append(result2)
    if len(set(sum_list))>1:
        return False
    return True",human
306,"def maxSumWithK(arr, n, k):
    dp = [0]*n
    dp[0] = arr[0]

    for i in range(1, n):
        dp[i] = arr[i]
        for j in range(i):
            if arr[j] < arr[i]:
                dp[i] = max(dp[i], dp[j] + arr[i])

    max_sum = dp[0]
    for i in range(k):
        if dp[i] + arr[k] > max_sum:
            max_sum = dp[i] + arr[k]

    return max_sum",lm
691,"def group_by_second_element(tuple_list):
    group_dict = {}
    for item in tuple_list:
        if item[1] in group_dict:
            group_dict[item[1]].append(item[0])
        else:
            group_dict[item[1]] = [item[0]]
    return group_dict",lm
545,"def take_L_and_F_set_bits(n) : 
    n = n | n >> 1
    n = n | n >> 2
    n = n | n >> 4
    n = n | n >> 8
    n = n | n >> 16 
    return ((n + 1) >> 1) + 1      
def toggle_F_and_L_bits(n) :  
    if (n == 1) : 
        return 0 
    return n ^ take_L_and_F_set_bits(n) ",human
250,"def count_X(tup, x): 
    count = 0
    for ele in tup: 
        if (ele == x): 
            count = count + 1
    return count ",human
926,"def binomial_coeffi(n, k): 
	if (k == 0 or k == n): 
		return 1
	return (binomial_coeffi(n - 1, k - 1) 
		+ binomial_coeffi(n - 1, k)) 
def rencontres_number(n, m): 
	if (n == 0 and m == 0): 
		return 1
	if (n == 1 and m == 0): 
		return 0
	if (m == 0): 
		return ((n - 1) * (rencontres_number(n - 1, 0)+ rencontres_number(n - 2, 0))) 
	return (binomial_coeffi(n, m) * rencontres_number(n - m, 0))",human
478,"import re
def remove_lowercase(str1):
 remove_lower = lambda text: re.sub('[a-z]', '', text)
 result =  remove_lower(str1)
 return result",human
48,"def set_all_odd_bits(n):
    # Generating mask with odd bits set
    mask = 0b01010101010101010101010101010101
    # Setting odd bits of n using OR operation with the mask
    return n | mask",lm
314,"def maxSum(grid):
    n = len(grid[0])
    if n == 0:
        return 0
    elif n == 1:
        return max(grid[0][0], grid[1][0])

    dp = [0] * n
    dp[0] = max(grid[0][0], grid[1][0])
    dp[1] = max(dp[0], grid[0][1], grid[1][1])

    for i in range(2, n):
        dp[i] = max(dp[i-1], dp[i-2] + max(grid[0][i], grid[1][i]))

    return dp[-1]",lm
903,"def count_Unset_Bits(n) :  
    cnt = 0;  
    for i in range(1,n + 1) : 
        temp = i;  
        while (temp) :  
            if (temp % 2 == 0) : 
                cnt += 1;  
            temp = temp // 2;  
    return cnt;  ",human
190,"def count_integral_points(side_length):
    # Subtracting 1 from side_length to exclude the corner points of the square
    # Multiplying (side_length - 1) with itself to find the internal points
    return (side_length - 1) ** 2",lm
